time,geo,variable,value
2020-06-30,zrh_heub,no2,4.48
2020-06-30,zrh_heub,o3_max_h,102.91
2020-06-30,zrh_rsgrt,kbi,1
2020-06-30,zrh_rsgrt,kbi_no2,1
2020-06-30,zrh_rsgrt,kbi_o3,1
2020-06-30,zrh_rsgrt,kbi_pm10,1
2020-06-30,zrh_rsgrt,no2,35.14
2020-06-30,zrh_rsgrt,o3_max_h,81.41
2020-06-30,zrh_rsgrt,pm10,11.95
2020-06-30,zrh_schmls,kbi,1
2020-06-30,zrh_schmls,kbi_no2,1
2020-06-30,zrh_schmls,kbi_o3,1
2020-06-30,zrh_schmls,kbi_pm10,1
2020-06-30,zrh_schmls,no2,28.93
2020-06-30,zrh_schmls,o3_max_h,82.07
2020-06-30,zrh_schmls,pm10,10.99
2020-06-30,zrh_stmpf,kbi,2
2020-06-30,zrh_stmpf,kbi_no2,1
2020-06-30,zrh_stmpf,kbi_o3,2
2020-06-30,zrh_stmpf,kbi_pm10,1
2020-06-30,zrh_stmpf,no2,13.89
2020-06-30,zrh_stmpf,o3_max_h,95.72
2020-06-30,zrh_stmpf,p,964.13
2020-06-30,zrh_stmpf,pm10,10.19
2020-06-30,zrh_stmpf,t,20.97
2020-07-01,zrh_heub,no2,4.67
2020-07-01,zrh_heub,o3_max_h,105.53
2020-07-01,zrh_rsgrt,kbi,1
2020-07-01,zrh_rsgrt,kbi_no2,1
2020-07-01,zrh_rsgrt,kbi_o3,1
2020-07-01,zrh_rsgrt,kbi_pm10,1
2020-07-01,zrh_rsgrt,no2,37.64
2020-07-01,zrh_rsgrt,o3_max_h,77.27
2020-07-01,zrh_rsgrt,pm10,13.79
2020-07-01,zrh_schmls,kbi,1
2020-07-01,zrh_schmls,kbi_no2,1
2020-07-01,zrh_schmls,kbi_o3,1
2020-07-01,zrh_schmls,kbi_pm10,1
2020-07-01,zrh_schmls,no2,22.51
2020-07-01,zrh_schmls,o3_max_h,83.84
2020-07-01,zrh_schmls,pm10,11.77
2020-07-01,zrh_stmpf,kbi,2
2020-07-01,zrh_stmpf,kbi_no2,1
2020-07-01,zrh_stmpf,kbi_o3,2
2020-07-01,zrh_stmpf,kbi_pm10,1
2020-07-01,zrh_stmpf,no2,14.43
2020-07-01,zrh_stmpf,o3_max_h,96.92
2020-07-01,zrh_stmpf,p,961.85
2020-07-01,zrh_stmpf,pm10,11.33
2020-07-01,zrh_stmpf,t,23.36
2020-07-02,zrh_rsgrt,kbi,1
2020-07-02,zrh_rsgrt,kbi_no2,1
2020-07-02,zrh_rsgrt,kbi_o3,1
2020-07-02,zrh_rsgrt,kbi_pm10,1
2020-07-02,zrh_rsgrt,no2,26.73
2020-07-02,zrh_rsgrt,o3_max_h,57.13
2020-07-02,zrh_rsgrt,pm10,10.18
2020-07-02,zrh_schmls,kbi,1
2020-07-02,zrh_schmls,kbi_no2,1
2020-07-02,zrh_schmls,kbi_o3,1
2020-07-02,zrh_schmls,kbi_pm10,1
2020-07-02,zrh_schmls,no2,19.19
2020-07-02,zrh_schmls,o3_max_h,69.19
2020-07-02,zrh_schmls,pm10,8.31
2020-07-02,zrh_stmpf,kbi,1
2020-07-02,zrh_stmpf,kbi_no2,1
2020-07-02,zrh_stmpf,kbi_o3,1
2020-07-02,zrh_stmpf,kbi_pm10,1
2020-07-02,zrh_stmpf,no2,8.9
2020-07-02,zrh_stmpf,o3_max_h,65.64
2020-07-02,zrh_stmpf,p,964.36
2020-07-02,zrh_stmpf,pm10,7.99
2020-07-02,zrh_stmpf,t,20.76
2020-07-03,zrh_rsgrt,kbi,1
2020-07-03,zrh_rsgrt,kbi_no2,1
2020-07-03,zrh_rsgrt,kbi_o3,1
2020-07-03,zrh_rsgrt,kbi_pm10,1
2020-07-03,zrh_rsgrt,no2,36.46
2020-07-03,zrh_rsgrt,o3_max_h,47.54
2020-07-03,zrh_rsgrt,pm10,12.38
2020-07-03,zrh_schmls,kbi,1
2020-07-03,zrh_schmls,kbi_no2,1
2020-07-03,zrh_schmls,kbi_o3,1
2020-07-03,zrh_schmls,kbi_pm10,1
2020-07-03,zrh_schmls,no2,19.96
2020-07-03,zrh_schmls,o3_max_h,65.47
2020-07-03,zrh_schmls,pm10,10.07
2020-07-03,zrh_stmpf,kbi,1
2020-07-03,zrh_stmpf,kbi_no2,1
2020-07-03,zrh_stmpf,kbi_o3,1
2020-07-03,zrh_stmpf,kbi_pm10,1
2020-07-03,zrh_stmpf,no2,14.99
2020-07-03,zrh_stmpf,o3_max_h,67.13
2020-07-03,zrh_stmpf,p,968.98
2020-07-03,zrh_stmpf,pm10,9.87
2020-07-03,zrh_stmpf,t,18.35
2020-07-04,zrh_heub,no2,3.57
2020-07-04,zrh_heub,o3_max_h,100.93
2020-07-04,zrh_rsgrt,kbi,1
2020-07-04,zrh_rsgrt,kbi_no2,1
2020-07-04,zrh_rsgrt,kbi_o3,1
2020-07-04,zrh_rsgrt,kbi_pm10,1
2020-07-04,zrh_rsgrt,no2,30.05
2020-07-04,zrh_rsgrt,o3_max_h,80.31
2020-07-04,zrh_rsgrt,pm10,12.53
2020-07-04,zrh_schmls,kbi,2
2020-07-04,zrh_schmls,kbi_no2,1
2020-07-04,zrh_schmls,kbi_o3,2
2020-07-04,zrh_schmls,kbi_pm10,1
2020-07-04,zrh_schmls,no2,20.52
2020-07-04,zrh_schmls,o3_max_h,94.35
2020-07-04,zrh_schmls,pm10,11.25
2020-07-04,zrh_stmpf,kbi,2
2020-07-04,zrh_stmpf,kbi_no2,1
2020-07-04,zrh_stmpf,kbi_o3,2
2020-07-04,zrh_stmpf,kbi_pm10,1
2020-07-04,zrh_stmpf,no2,13.95
2020-07-04,zrh_stmpf,o3_max_h,98.17
2020-07-04,zrh_stmpf,p,970.28
2020-07-04,zrh_stmpf,pm10,10.8
2020-07-04,zrh_stmpf,t,20.44
2020-07-05,zrh_heub,no2,2.15
2020-07-05,zrh_heub,o3_max_h,75.47
2020-07-05,zrh_rsgrt,kbi,1
2020-07-05,zrh_rsgrt,kbi_no2,1
2020-07-05,zrh_rsgrt,kbi_o3,1
2020-07-05,zrh_rsgrt,kbi_pm10,1
2020-07-05,zrh_rsgrt,no2,24.13
2020-07-05,zrh_rsgrt,o3_max_h,58.2
2020-07-05,zrh_rsgrt,pm10,11.23
2020-07-05,zrh_schmls,kbi,1
2020-07-05,zrh_schmls,kbi_no2,1
2020-07-05,zrh_schmls,kbi_o3,1
2020-07-05,zrh_schmls,kbi_pm10,1
2020-07-05,zrh_schmls,no2,14.33
2020-07-05,zrh_schmls,o3_max_h,70.08
2020-07-05,zrh_schmls,pm10,9.56
2020-07-05,zrh_stmpf,kbi,1
2020-07-05,zrh_stmpf,kbi_no2,1
2020-07-05,zrh_stmpf,kbi_o3,1
2020-07-05,zrh_stmpf,kbi_pm10,1
2020-07-05,zrh_stmpf,no2,7.49
2020-07-05,zrh_stmpf,o3_max_h,74.26
2020-07-05,zrh_stmpf,p,968.67
2020-07-05,zrh_stmpf,pm10,9.18
2020-07-05,zrh_stmpf,t,23.27
2020-07-06,zrh_heub,no2,3.02
2020-07-06,zrh_heub,o3_max_h,82.1
2020-07-06,zrh_rsgrt,kbi,1
2020-07-06,zrh_rsgrt,kbi_no2,1
2020-07-06,zrh_rsgrt,kbi_o3,1
2020-07-06,zrh_rsgrt,kbi_pm10,1
2020-07-06,zrh_rsgrt,no2,23.2
2020-07-06,zrh_rsgrt,o3_max_h,60.96
2020-07-06,zrh_rsgrt,pm10,12.73
2020-07-06,zrh_schmls,kbi,1
2020-07-06,zrh_schmls,kbi_no2,1
2020-07-06,zrh_schmls,kbi_o3,1
2020-07-06,zrh_schmls,kbi_pm10,1
2020-07-06,zrh_schmls,no2,17.02
2020-07-06,zrh_schmls,o3_max_h,69.3
2020-07-06,zrh_schmls,pm10,10.73
2020-07-06,zrh_stmpf,kbi,1
2020-07-06,zrh_stmpf,kbi_no2,1
2020-07-06,zrh_stmpf,kbi_o3,1
2020-07-06,zrh_stmpf,kbi_pm10,1
2020-07-06,zrh_stmpf,no2,8.4
2020-07-06,zrh_stmpf,o3_max_h,80.22
2020-07-06,zrh_stmpf,p,967.77
2020-07-06,zrh_stmpf,pm10,11.22
2020-07-06,zrh_stmpf,t,20.78
2020-07-07,zrh_heub,no2,3.53
2020-07-07,zrh_heub,o3_max_h,103.42
2020-07-07,zrh_rsgrt,kbi,1
2020-07-07,zrh_rsgrt,kbi_no2,1
2020-07-07,zrh_rsgrt,kbi_o3,1
2020-07-07,zrh_rsgrt,kbi_pm10,1
2020-07-07,zrh_rsgrt,no2,28.43
2020-07-07,zrh_rsgrt,o3_max_h,79.18
2020-07-07,zrh_rsgrt,pm10,13.7
2020-07-07,zrh_schmls,kbi,2
2020-07-07,zrh_schmls,kbi_no2,1
2020-07-07,zrh_schmls,kbi_o3,2
2020-07-07,zrh_schmls,kbi_pm10,1
2020-07-07,zrh_schmls,no2,29.01
2020-07-07,zrh_schmls,o3_max_h,91.14
2020-07-07,zrh_schmls,pm10,13.89
2020-07-07,zrh_stmpf,kbi,2
2020-07-07,zrh_stmpf,kbi_no2,1
2020-07-07,zrh_stmpf,kbi_o3,2
2020-07-07,zrh_stmpf,kbi_pm10,1
2020-07-07,zrh_stmpf,no2,16.06
2020-07-07,zrh_stmpf,o3_max_h,99.04
2020-07-07,zrh_stmpf,p,969.37
2020-07-07,zrh_stmpf,pm10,12.86
2020-07-07,zrh_stmpf,t,18.94
2020-07-08,zrh_heub,no2,4.68
2020-07-08,zrh_heub,o3_max_h,108.37
2020-07-08,zrh_rsgrt,kbi,1
2020-07-08,zrh_rsgrt,kbi_no2,1
2020-07-08,zrh_rsgrt,kbi_o3,1
2020-07-08,zrh_rsgrt,kbi_pm10,1
2020-07-08,zrh_rsgrt,no2,41.62
2020-07-08,zrh_rsgrt,o3_max_h,79.54
2020-07-08,zrh_rsgrt,pm10,14.98
2020-07-08,zrh_schmls,kbi,2
2020-07-08,zrh_schmls,kbi_no2,1
2020-07-08,zrh_schmls,kbi_o3,2
2020-07-08,zrh_schmls,kbi_pm10,1
2020-07-08,zrh_schmls,no2,27.14
2020-07-08,zrh_schmls,o3_max_h,96.62
2020-07-08,zrh_schmls,pm10,12.83
2020-07-08,zrh_stmpf,kbi,2
2020-07-08,zrh_stmpf,kbi_no2,1
2020-07-08,zrh_stmpf,kbi_o3,2
2020-07-08,zrh_stmpf,kbi_pm10,1
2020-07-08,zrh_stmpf,no2,18.12
2020-07-08,zrh_stmpf,o3_max_h,103.33
2020-07-08,zrh_stmpf,p,968.01
2020-07-08,zrh_stmpf,pm10,12.94
2020-07-08,zrh_stmpf,t,21.57
2020-07-09,zrh_heub,no2,4.5
2020-07-09,zrh_heub,o3_max_h,93.55
2020-07-09,zrh_rsgrt,kbi,1
2020-07-09,zrh_rsgrt,kbi_no2,1
2020-07-09,zrh_rsgrt,kbi_o3,1
2020-07-09,zrh_rsgrt,kbi_pm10,1
2020-07-09,zrh_rsgrt,no2,44.01
2020-07-09,zrh_rsgrt,o3_max_h,68.31
2020-07-09,zrh_rsgrt,pm10,16.03
2020-07-09,zrh_schmls,kbi,1
2020-07-09,zrh_schmls,kbi_no2,1
2020-07-09,zrh_schmls,kbi_o3,1
2020-07-09,zrh_schmls,kbi_pm10,1
2020-07-09,zrh_schmls,no2,25.72
2020-07-09,zrh_schmls,o3_max_h,83.26
2020-07-09,zrh_schmls,pm10,13.68
2020-07-09,zrh_stmpf,kbi,1
2020-07-09,zrh_stmpf,kbi_no2,1
2020-07-09,zrh_stmpf,kbi_o3,1
2020-07-09,zrh_stmpf,kbi_pm10,1
2020-07-09,zrh_stmpf,no2,17.68
2020-07-09,zrh_stmpf,o3_max_h,89.15
2020-07-09,zrh_stmpf,p,966.68
2020-07-09,zrh_stmpf,pm10,13.65
2020-07-09,zrh_stmpf,t,24.35
2020-07-10,zrh_heub,no2,4.87
2020-07-10,zrh_heub,o3_max_h,110.85
2020-07-10,zrh_rsgrt,kbi,1
2020-07-10,zrh_rsgrt,kbi_no2,1
2020-07-10,zrh_rsgrt,kbi_o3,1
2020-07-10,zrh_rsgrt,kbi_pm10,1
2020-07-10,zrh_rsgrt,no2,34.09
2020-07-10,zrh_rsgrt,o3_max_h,87.75
2020-07-10,zrh_rsgrt,pm10,17.93
2020-07-10,zrh_schmls,kbi,2
2020-07-10,zrh_schmls,kbi_no2,1
2020-07-10,zrh_schmls,kbi_o3,2
2020-07-10,zrh_schmls,kbi_pm10,1
2020-07-10,zrh_schmls,no2,26.01
2020-07-10,zrh_schmls,o3_max_h,101.59
2020-07-10,zrh_schmls,pm10,16.61
2020-07-10,zrh_stmpf,kbi,2
2020-07-10,zrh_stmpf,kbi_no2,1
2020-07-10,zrh_stmpf,kbi_o3,2
2020-07-10,zrh_stmpf,kbi_pm10,1
2020-07-10,zrh_stmpf,no2,11.84
2020-07-10,zrh_stmpf,o3_max_h,110.08
2020-07-10,zrh_stmpf,p,964.61
2020-07-10,zrh_stmpf,pm10,15.99
2020-07-10,zrh_stmpf,t,24.44
2020-07-11,zrh_heub,no2,4.12
2020-07-11,zrh_heub,o3_max_h,77.89
2020-07-11,zrh_rsgrt,kbi,1
2020-07-11,zrh_rsgrt,kbi_no2,1
2020-07-11,zrh_rsgrt,kbi_o3,1
2020-07-11,zrh_rsgrt,kbi_pm10,1
2020-07-11,zrh_rsgrt,no2,22.88
2020-07-11,zrh_rsgrt,o3_max_h,71.9
2020-07-11,zrh_rsgrt,pm10,10.33
2020-07-11,zrh_schmls,kbi,1
2020-07-11,zrh_schmls,kbi_no2,1
2020-07-11,zrh_schmls,kbi_o3,1
2020-07-11,zrh_schmls,kbi_pm10,1
2020-07-11,zrh_schmls,no2,15.81
2020-07-11,zrh_schmls,o3_max_h,77.32
2020-07-11,zrh_schmls,pm10,8.59
2020-07-11,zrh_stmpf,kbi,1
2020-07-11,zrh_stmpf,kbi_no2,1
2020-07-11,zrh_stmpf,kbi_o3,1
2020-07-11,zrh_stmpf,kbi_pm10,1
2020-07-11,zrh_stmpf,no2,9.46
2020-07-11,zrh_stmpf,o3_max_h,74.21
2020-07-11,zrh_stmpf,p,970.84
2020-07-11,zrh_stmpf,pm10,8.34
2020-07-11,zrh_stmpf,t,18.01
2020-07-12,zrh_heub,no2,3.95
2020-07-12,zrh_heub,o3_max_h,109.92
2020-07-12,zrh_rsgrt,kbi,2
2020-07-12,zrh_rsgrt,kbi_no2,1
2020-07-12,zrh_rsgrt,kbi_o3,2
2020-07-12,zrh_rsgrt,kbi_pm10,1
2020-07-12,zrh_rsgrt,no2,12.42
2020-07-12,zrh_rsgrt,o3_max_h,102.95
2020-07-12,zrh_rsgrt,pm10,10.67
2020-07-12,zrh_schmls,kbi,2
2020-07-12,zrh_schmls,kbi_no2,1
2020-07-12,zrh_schmls,kbi_o3,2
2020-07-12,zrh_schmls,kbi_pm10,1
2020-07-12,zrh_schmls,no2,15.13
2020-07-12,zrh_schmls,o3_max_h,105.72
2020-07-12,zrh_schmls,pm10,9.57
2020-07-12,zrh_stmpf,kbi,2
2020-07-12,zrh_stmpf,kbi_no2,1
2020-07-12,zrh_stmpf,kbi_o3,2
2020-07-12,zrh_stmpf,kbi_pm10,1
2020-07-12,zrh_stmpf,no2,8.88
2020-07-12,zrh_stmpf,o3_max_h,107.59
2020-07-12,zrh_stmpf,p,972.55
2020-07-12,zrh_stmpf,pm10,9.08
2020-07-12,zrh_stmpf,t,19.17
2020-07-13,zrh_heub,no2,5.25
2020-07-13,zrh_heub,o3_max_h,118.1
2020-07-13,zrh_rsgrt,kbi,2
2020-07-13,zrh_rsgrt,kbi_no2,1
2020-07-13,zrh_rsgrt,kbi_o3,2
2020-07-13,zrh_rsgrt,kbi_pm10,1
2020-07-13,zrh_rsgrt,no2,31.16
2020-07-13,zrh_rsgrt,o3_max_h,98.94
2020-07-13,zrh_rsgrt,pm10,11.53
2020-07-13,zrh_schmls,kbi,2
2020-07-13,zrh_schmls,kbi_no2,1
2020-07-13,zrh_schmls,kbi_o3,2
2020-07-13,zrh_schmls,kbi_pm10,1
2020-07-13,zrh_schmls,no2,29.98
2020-07-13,zrh_schmls,o3_max_h,103.02
2020-07-13,zrh_schmls,pm10,11.38
2020-07-13,zrh_stmpf,kbi,2
2020-07-13,zrh_stmpf,kbi_no2,1
2020-07-13,zrh_stmpf,kbi_o3,2
2020-07-13,zrh_stmpf,kbi_pm10,1
2020-07-13,zrh_stmpf,no2,17.02
2020-07-13,zrh_stmpf,o3_max_h,109.76
2020-07-13,zrh_stmpf,p,969.67
2020-07-13,zrh_stmpf,pm10,9.85
2020-07-13,zrh_stmpf,t,20.34
2020-07-14,zrh_heub,no2,8.64
2020-07-14,zrh_heub,o3_max_h,138.38
2020-07-14,zrh_rsgrt,kbi,2
2020-07-14,zrh_rsgrt,kbi_no2,1
2020-07-14,zrh_rsgrt,kbi_o3,2
2020-07-14,zrh_rsgrt,kbi_pm10,1
2020-07-14,zrh_rsgrt,no2,41.44
2020-07-14,zrh_rsgrt,o3_max_h,111.86
2020-07-14,zrh_rsgrt,pm10,15.05
2020-07-14,zrh_schmls,kbi,3
2020-07-14,zrh_schmls,kbi_no2,1
2020-07-14,zrh_schmls,kbi_o3,3
2020-07-14,zrh_schmls,kbi_pm10,1
2020-07-14,zrh_schmls,no2,31.89
2020-07-14,zrh_schmls,o3_max_h,126.48
2020-07-14,zrh_schmls,pm10,15.2
2020-07-14,zrh_stmpf,kbi,3
2020-07-14,zrh_stmpf,kbi_no2,1
2020-07-14,zrh_stmpf,kbi_o3,3
2020-07-14,zrh_stmpf,kbi_pm10,1
2020-07-14,zrh_stmpf,no2,18.4
2020-07-14,zrh_stmpf,o3_max_h,134.06
2020-07-14,zrh_stmpf,p,965.03
2020-07-14,zrh_stmpf,pm10,13.78
2020-07-14,zrh_stmpf,t,21.7
2020-07-15,zrh_heub,no2,10.44
2020-07-15,zrh_heub,o3_max_h,106.16
2020-07-15,zrh_rsgrt,kbi,1
2020-07-15,zrh_rsgrt,kbi_no2,1
2020-07-15,zrh_rsgrt,kbi_o3,1
2020-07-15,zrh_rsgrt,kbi_pm10,1
2020-07-15,zrh_rsgrt,no2,40.25
2020-07-15,zrh_rsgrt,o3_max_h,67.96
2020-07-15,zrh_rsgrt,pm10,15.84
2020-07-15,zrh_schmls,kbi,1
2020-07-15,zrh_schmls,kbi_no2,1
2020-07-15,zrh_schmls,kbi_o3,1
2020-07-15,zrh_schmls,kbi_pm10,1
2020-07-15,zrh_schmls,no2,31.8
2020-07-15,zrh_schmls,o3_max_h,73.47
2020-07-15,zrh_schmls,pm10,15.77
2020-07-15,zrh_stmpf,kbi,2
2020-07-15,zrh_stmpf,kbi_no2,1
2020-07-15,zrh_stmpf,kbi_o3,2
2020-07-15,zrh_stmpf,kbi_pm10,1
2020-07-15,zrh_stmpf,no2,20.54
2020-07-15,zrh_stmpf,o3_max_h,96.19
2020-07-15,zrh_stmpf,p,964.91
2020-07-15,zrh_stmpf,pm10,13.88
2020-07-15,zrh_stmpf,t,18.96
2020-07-16,zrh_heub,no2,7.43
2020-07-16,zrh_heub,o3_max_h,67.13
2020-07-16,zrh_rsgrt,kbi,1
2020-07-16,zrh_rsgrt,kbi_no2,1
2020-07-16,zrh_rsgrt,kbi_o3,1
2020-07-16,zrh_rsgrt,kbi_pm10,1
2020-07-16,zrh_rsgrt,no2,32.19
2020-07-16,zrh_rsgrt,o3_max_h,43.63
2020-07-16,zrh_rsgrt,pm10,11.09
2020-07-16,zrh_schmls,kbi,1
2020-07-16,zrh_schmls,kbi_no2,1
2020-07-16,zrh_schmls,kbi_o3,1
2020-07-16,zrh_schmls,kbi_pm10,1
2020-07-16,zrh_schmls,no2,26.77
2020-07-16,zrh_schmls,o3_max_h,57.21
2020-07-16,zrh_schmls,pm10,9.86
2020-07-16,zrh_stmpf,kbi,1
2020-07-16,zrh_stmpf,kbi_no2,1
2020-07-16,zrh_stmpf,kbi_o3,1
2020-07-16,zrh_stmpf,kbi_pm10,1
2020-07-16,zrh_stmpf,no2,12.71
2020-07-16,zrh_stmpf,o3_max_h,64.07
2020-07-16,zrh_stmpf,p,968.67
2020-07-16,zrh_stmpf,pm10,8.67
2020-07-16,zrh_stmpf,t,16.46
2020-07-17,zrh_heub,no2,6.94
2020-07-17,zrh_heub,o3_max_h,58.88
2020-07-17,zrh_rsgrt,kbi,1
2020-07-17,zrh_rsgrt,kbi_no2,1
2020-07-17,zrh_rsgrt,kbi_o3,1
2020-07-17,zrh_rsgrt,kbi_pm10,1
2020-07-17,zrh_rsgrt,no2,27.11
2020-07-17,zrh_rsgrt,o3_max_h,41.32
2020-07-17,zrh_rsgrt,pm10,9.42
2020-07-17,zrh_schmls,kbi,1
2020-07-17,zrh_schmls,kbi_no2,1
2020-07-17,zrh_schmls,kbi_o3,1
2020-07-17,zrh_schmls,kbi_pm10,1
2020-07-17,zrh_schmls,no2,29.44
2020-07-17,zrh_schmls,o3_max_h,53.01
2020-07-17,zrh_schmls,pm10,8.2
2020-07-17,zrh_stmpf,kbi,1
2020-07-17,zrh_stmpf,kbi_no2,1
2020-07-17,zrh_stmpf,kbi_o3,1
2020-07-17,zrh_stmpf,kbi_pm10,1
2020-07-17,zrh_stmpf,no2,15.44
2020-07-17,zrh_stmpf,o3_max_h,50.56
2020-07-17,zrh_stmpf,p,969.21
2020-07-17,zrh_stmpf,pm10,6.96
2020-07-17,zrh_stmpf,t,17.27
2020-07-18,zrh_heub,no2,4.14
2020-07-18,zrh_heub,o3_max_h,105.52
2020-07-18,zrh_rsgrt,kbi,2
2020-07-18,zrh_rsgrt,kbi_no2,1
2020-07-18,zrh_rsgrt,kbi_o3,2
2020-07-18,zrh_rsgrt,kbi_pm10,1
2020-07-18,zrh_rsgrt,no2,22.06
2020-07-18,zrh_rsgrt,o3_max_h,100.03
2020-07-18,zrh_rsgrt,pm10,11.8
2020-07-18,zrh_schmls,kbi,2
2020-07-18,zrh_schmls,kbi_no2,1
2020-07-18,zrh_schmls,kbi_o3,2
2020-07-18,zrh_schmls,kbi_pm10,1
2020-07-18,zrh_schmls,no2,24.85
2020-07-18,zrh_schmls,o3_max_h,99.2
2020-07-18,zrh_schmls,pm10,10.9
2020-07-18,zrh_stmpf,kbi,2
2020-07-18,zrh_stmpf,kbi_no2,1
2020-07-18,zrh_stmpf,kbi_o3,2
2020-07-18,zrh_stmpf,kbi_pm10,1
2020-07-18,zrh_stmpf,no2,13.9
2020-07-18,zrh_stmpf,o3_max_h,98.45
2020-07-18,zrh_stmpf,p,968.54
2020-07-18,zrh_stmpf,pm10,9.4
2020-07-18,zrh_stmpf,t,19.58
2020-07-19,zrh_heub,no2,5.06
2020-07-19,zrh_heub,o3_max_h,115.81
2020-07-19,zrh_rsgrt,kbi,2
2020-07-19,zrh_rsgrt,kbi_no2,1
2020-07-19,zrh_rsgrt,kbi_o3,2
2020-07-19,zrh_rsgrt,kbi_pm10,1
2020-07-19,zrh_rsgrt,no2,27.4
2020-07-19,zrh_rsgrt,o3_max_h,102.8
2020-07-19,zrh_rsgrt,pm10,12.81
2020-07-19,zrh_schmls,kbi,2
2020-07-19,zrh_schmls,kbi_no2,1
2020-07-19,zrh_schmls,kbi_o3,2
2020-07-19,zrh_schmls,kbi_pm10,1
2020-07-19,zrh_schmls,no2,24.52
2020-07-19,zrh_schmls,o3_max_h,113.96
2020-07-19,zrh_schmls,pm10,12.35
2020-07-19,zrh_stmpf,kbi,2
2020-07-19,zrh_stmpf,kbi_no2,1
2020-07-19,zrh_stmpf,kbi_o3,2
2020-07-19,zrh_stmpf,kbi_pm10,1
2020-07-19,zrh_stmpf,no2,13.8
2020-07-19,zrh_stmpf,o3_max_h,112.16
2020-07-19,zrh_stmpf,p,966.52
2020-07-19,zrh_stmpf,pm10,11.04
2020-07-19,zrh_stmpf,t,21.58
2020-07-20,zrh_heub,no2,6.31
2020-07-20,zrh_heub,o3_max_h,135.8
2020-07-20,zrh_rsgrt,kbi,2
2020-07-20,zrh_rsgrt,kbi_no2,1
2020-07-20,zrh_rsgrt,kbi_o3,2
2020-07-20,zrh_rsgrt,kbi_pm10,1
2020-07-20,zrh_rsgrt,no2,46.1
2020-07-20,zrh_rsgrt,o3_max_h,108.59
2020-07-20,zrh_rsgrt,pm10,16.06
2020-07-20,zrh_schmls,kbi,3
2020-07-20,zrh_schmls,kbi_no2,1
2020-07-20,zrh_schmls,kbi_o3,3
2020-07-20,zrh_schmls,kbi_pm10,1
2020-07-20,zrh_schmls,no2,29.18
2020-07-20,zrh_schmls,o3_max_h,128.57
2020-07-20,zrh_schmls,pm10,15.6
2020-07-20,zrh_stmpf,kbi,3
2020-07-20,zrh_stmpf,kbi_no2,1
2020-07-20,zrh_stmpf,kbi_o3,3
2020-07-20,zrh_stmpf,kbi_pm10,1
2020-07-20,zrh_stmpf,no2,19.61
2020-07-20,zrh_stmpf,o3_max_h,131.48
2020-07-20,zrh_stmpf,p,966.94
2020-07-20,zrh_stmpf,pm10,13.81
2020-07-20,zrh_stmpf,t,23.84
2020-07-21,zrh_heub,no2,8.59
2020-07-21,zrh_heub,o3_max_h,121.84
2020-07-21,zrh_rsgrt,kbi,2
2020-07-21,zrh_rsgrt,kbi_no2,1
2020-07-21,zrh_rsgrt,kbi_o3,2
2020-07-21,zrh_rsgrt,kbi_pm10,1
2020-07-21,zrh_rsgrt,no2,45.7
2020-07-21,zrh_rsgrt,o3_max_h,90.28
2020-07-21,zrh_rsgrt,pm10,19.62
2020-07-21,zrh_schmls,kbi,2
2020-07-21,zrh_schmls,kbi_no2,1
2020-07-21,zrh_schmls,kbi_o3,2
2020-07-21,zrh_schmls,kbi_pm10,1
2020-07-21,zrh_schmls,no2,28.43
2020-07-21,zrh_schmls,o3_max_h,105.3
2020-07-21,zrh_schmls,pm10,18.68
2020-07-21,zrh_stmpf,kbi,2
2020-07-21,zrh_stmpf,kbi_no2,1
2020-07-21,zrh_stmpf,kbi_o3,2
2020-07-21,zrh_stmpf,kbi_pm10,1
2020-07-21,zrh_stmpf,no2,22.37
2020-07-21,zrh_stmpf,o3_max_h,107.42
2020-07-21,zrh_stmpf,p,969.52
2020-07-21,zrh_stmpf,pm10,18.04
2020-07-21,zrh_stmpf,t,23.46
2020-07-22,zrh_heub,no2,8.15
2020-07-22,zrh_heub,o3_max_h,138.93
2020-07-22,zrh_rsgrt,kbi,2
2020-07-22,zrh_rsgrt,kbi_no2,1
2020-07-22,zrh_rsgrt,kbi_o3,2
2020-07-22,zrh_rsgrt,kbi_pm10,1
2020-07-22,zrh_rsgrt,no2,37.09
2020-07-22,zrh_rsgrt,o3_max_h,113.9
2020-07-22,zrh_rsgrt,pm10,19.98
2020-07-22,zrh_schmls,kbi,3
2020-07-22,zrh_schmls,kbi_no2,1
2020-07-22,zrh_schmls,kbi_o3,3
2020-07-22,zrh_schmls,kbi_pm10,1
2020-07-22,zrh_schmls,no2,25.3
2020-07-22,zrh_schmls,o3_max_h,126.44
2020-07-22,zrh_schmls,pm10,20.63
2020-07-22,zrh_stmpf,kbi,3
2020-07-22,zrh_stmpf,kbi_no2,1
2020-07-22,zrh_stmpf,kbi_o3,3
2020-07-22,zrh_stmpf,kbi_pm10,1
2020-07-22,zrh_stmpf,no2,16.09
2020-07-22,zrh_stmpf,o3_max_h,136.07
2020-07-22,zrh_stmpf,p,969.02
2020-07-22,zrh_stmpf,pm10,19.09
2020-07-22,zrh_stmpf,t,23.65
2020-07-23,zrh_heub,no2,5.72
2020-07-23,zrh_heub,o3_max_h,144.91
2020-07-23,zrh_rsgrt,kbi,2
2020-07-23,zrh_rsgrt,kbi_no2,1
2020-07-23,zrh_rsgrt,kbi_o3,2
