time,group,geo,value
2020-02-01,tages_distanz_100pluskm,ch,12.9344565995598
2020-02-01,tages_distanz_100pluskm_alter_1529,ch,15.011531170897
2020-02-01,tages_distanz_100pluskm_alter_3064,ch,13.0151701317518
2020-02-01,tages_distanz_100pluskm_alter_6579,ch,9.24307197921789
2020-02-01,tages_distanz_2-10km,ch,19.2704216689481
2020-02-01,tages_distanz_2-10km_alter_1529,ch,19.0158363648149
2020-02-01,tages_distanz_2-10km_alter_3064,ch,18.0887134044918
2020-02-01,tages_distanz_2-10km_alter_6579,ch,25.1798214512434
2020-02-01,tages_distanz_20-50km,ch,21.3238711466509
2020-02-01,tages_distanz_20-50km_alter_1529,ch,24.8086697677062
2020-02-01,tages_distanz_20-50km_alter_3064,ch,21.2918324127974
2020-02-01,tages_distanz_20-50km_alter_6579,ch,15.9104859793812
2020-02-01,tages_distanz_50-100km,ch,16.1963360331812
2020-02-01,tages_distanz_50-100km_alter_1529,ch,16.9101807258802
2020-02-01,tages_distanz_50-100km_alter_3064,ch,17.2086396437173
2020-02-01,tages_distanz_50-100km_alter_6579,ch,10.3427362619058
2020-02-01,tages_distanz_weniger2km,ch,15.643428567638
2020-02-01,tages_distanz_weniger2km_alter_1529,ch,10.6084346155812
2020-02-01,tages_distanz_weniger2km_alter_3064,ch,15.9848716722078
2020-02-01,tages_distanz_weniger2km_alter_6579,ch,22.0904567074769
2020-02-01,total,ch,20.4457561547102
2020-02-01,total,rural,26.0114679070885
2020-02-01,total,urban,17.0650355166419
2020-02-01,total,zh,22.1696501471136
2020-02-01,weiblich,ch,17.9473447714115
2020-02-02,alter_1529,ch,17.4329625922517
2020-02-02,alter_3064,ch,10.69945996515
2020-02-02,alter_6579,ch,5.89242943270318
2020-02-02,erwerbstaetig,ch,11.3615733689798
2020-02-02,in_ausbildung,ch,16.572191725098
2020-02-02,maennlich,ch,12.2114819862888
2020-02-02,nicht_erwerbstaetig,ch,6.05137245952748
2020-02-02,tages_distanz_10-20km,ch,12.1603011733012
2020-02-02,tages_distanz_10-20km_alter_1529,ch,11.8015109247137
2020-02-02,tages_distanz_10-20km_alter_3064,ch,12.2500055496424
2020-02-02,tages_distanz_10-20km_alter_6579,ch,12.3134694037798
2020-02-02,tages_distanz_100pluskm,ch,12.8023392312418
2020-02-02,tages_distanz_100pluskm_alter_1529,ch,18.8562832177213
2020-02-02,tages_distanz_100pluskm_alter_3064,ch,12.3771002104936
2020-02-02,tages_distanz_100pluskm_alter_6579,ch,5.32026491396692
2020-02-02,tages_distanz_2-10km,ch,20.573301843044
2020-02-02,tages_distanz_2-10km_alter_1529,ch,20.0938163903894
2020-02-02,tages_distanz_2-10km_alter_3064,ch,19.8316341361228
2020-02-02,tages_distanz_2-10km_alter_6579,ch,24.6549662136897
2020-02-02,tages_distanz_20-50km,ch,15.6648899485628
2020-02-02,tages_distanz_20-50km_alter_1529,ch,17.6154745833432
2020-02-02,tages_distanz_20-50km_alter_3064,ch,16.2955687864822
2020-02-02,tages_distanz_20-50km_alter_6579,ch,9.79954688719589
2020-02-02,tages_distanz_50-100km,ch,10.6373624135308
2020-02-02,tages_distanz_50-100km_alter_1529,ch,11.8039223752228
2020-02-02,tages_distanz_50-100km_alter_3064,ch,10.3500149730469
2020-02-02,tages_distanz_50-100km_alter_6579,ch,10.1199395804987
2020-02-02,tages_distanz_weniger2km,ch,28.1618053903193
2020-02-02,tages_distanz_weniger2km_alter_1529,ch,19.8289925086097
2020-02-02,tages_distanz_weniger2km_alter_3064,ch,28.8956763442123
2020-02-02,tages_distanz_weniger2km_alter_6579,ch,37.791813000869
2020-02-02,total,ch,10.7378981619518
2020-02-02,total,rural,10.7107541420704
2020-02-02,total,urban,10.8201182772315
2020-02-02,total,zh,11.3972238637857
2020-02-02,weiblich,ch,9.00689756185487
2020-02-03,alter_1529,ch,26.88533741405
2020-02-03,alter_3064,ch,23.1001665621791
2020-02-03,alter_6579,ch,9.02120961743983
2020-02-03,erwerbstaetig,ch,24.0765970036319
2020-02-03,in_ausbildung,ch,24.8834544158156
2020-02-03,maennlich,ch,26.5579689220155
2020-02-03,nicht_erwerbstaetig,ch,8.99552061648913
2020-02-03,tages_distanz_10-20km,ch,15.4832689705565
2020-02-03,tages_distanz_10-20km_alter_1529,ch,16.3114906668812
2020-02-03,tages_distanz_10-20km_alter_3064,ch,15.4419608465768
2020-02-03,tages_distanz_10-20km_alter_6579,ch,14.3721040601936
2020-02-03,tages_distanz_100pluskm,ch,11.2193353265704
2020-02-03,tages_distanz_100pluskm_alter_1529,ch,12.0555754917459
2020-02-03,tages_distanz_100pluskm_alter_3064,ch,11.8009286792226
2020-02-03,tages_distanz_100pluskm_alter_6579,ch,7.25477571435929
2020-02-03,tages_distanz_2-10km,ch,19.1540937255267
2020-02-03,tages_distanz_2-10km_alter_1529,ch,13.6508510521757
2020-02-03,tages_distanz_2-10km_alter_3064,ch,19.1411851629841
2020-02-03,tages_distanz_2-10km_alter_6579,ch,27.848053878792
2020-02-03,tages_distanz_20-50km,ch,23.9779532466814
2020-02-03,tages_distanz_20-50km_alter_1529,ch,27.6250651492889
2020-02-03,tages_distanz_20-50km_alter_3064,ch,24.5712926153724
2020-02-03,tages_distanz_20-50km_alter_6579,ch,15.5493107224539
2020-02-03,tages_distanz_50-100km,ch,17.1968051948847
2020-02-03,tages_distanz_50-100km_alter_1529,ch,20.7766913108734
2020-02-03,tages_distanz_50-100km_alter_3064,ch,17.5243605857387
2020-02-03,tages_distanz_50-100km_alter_6579,ch,10.0857840995797
2020-02-03,tages_distanz_weniger2km,ch,12.9685435357804
2020-02-03,tages_distanz_weniger2km_alter_1529,ch,9.58032632903488
2020-02-03,tages_distanz_weniger2km_alter_3064,ch,11.5202721101054
2020-02-03,tages_distanz_weniger2km_alter_6579,ch,24.8899715246216
2020-02-03,total,ch,21.4910819194267
2020-02-03,total,rural,28.8716085376081
2020-02-03,total,urban,16.664931658778
2020-02-03,total,zh,21.67907676892
2020-02-03,weiblich,ch,17.6705528224681
2020-02-04,alter_1529,ch,29.7397424591671
2020-02-04,alter_3064,ch,24.3101008854334
2020-02-04,alter_6579,ch,11.6137777528402
2020-02-04,erwerbstaetig,ch,25.254476351972
2020-02-04,in_ausbildung,ch,24.4639470001824
2020-02-04,maennlich,ch,27.5442593363727
2020-02-04,nicht_erwerbstaetig,ch,11.5562512763078
2020-02-04,tages_distanz_10-20km,ch,14.6440974719913
2020-02-04,tages_distanz_10-20km_alter_1529,ch,15.2891079095761
2020-02-04,tages_distanz_10-20km_alter_3064,ch,13.9624036072428
2020-02-04,tages_distanz_10-20km_alter_6579,ch,16.73527348251
2020-02-04,tages_distanz_100pluskm,ch,10.7158307323401
2020-02-04,tages_distanz_100pluskm_alter_1529,ch,11.5685756638096
2020-02-04,tages_distanz_100pluskm_alter_3064,ch,10.9653476470496
2020-02-04,tages_distanz_100pluskm_alter_6579,ch,8.24542361409096
2020-02-04,tages_distanz_2-10km,ch,19.9749745148445
2020-02-04,tages_distanz_2-10km_alter_1529,ch,17.5492064646647
2020-02-04,tages_distanz_2-10km_alter_3064,ch,19.8066956020398
2020-02-04,tages_distanz_2-10km_alter_6579,ch,24.5389764371721
2020-02-04,tages_distanz_20-50km,ch,24.7605254067032
2020-02-04,tages_distanz_20-50km_alter_1529,ch,27.782068515592
2020-02-04,tages_distanz_20-50km_alter_3064,ch,25.2937229374925
2020-02-04,tages_distanz_20-50km_alter_6579,ch,17.6035109950971
2020-02-04,tages_distanz_50-100km,ch,17.5474471677803
2020-02-04,tages_distanz_50-100km_alter_1529,ch,20.5080626377494
2020-02-04,tages_distanz_50-100km_alter_3064,ch,18.4047109240777
2020-02-04,tages_distanz_50-100km_alter_6579,ch,9.01158500549061
2020-02-04,tages_distanz_weniger2km,ch,12.3571247063405
2020-02-04,tages_distanz_weniger2km_alter_1529,ch,7.30297880860809
2020-02-04,tages_distanz_weniger2km_alter_3064,ch,11.5671192820976
2020-02-04,tages_distanz_weniger2km_alter_6579,ch,23.8652304656392
2020-02-04,total,ch,22.9988441887669
2020-02-04,total,rural,31.6110691720882
2020-02-04,total,urban,17.7731215546315
2020-02-04,total,zh,23.5692855427791
2020-02-04,weiblich,ch,18.4095764064056
2020-02-05,alter_1529,ch,30.6011175844455
2020-02-05,alter_3064,ch,26.4378978075579
2020-02-05,alter_6579,ch,14.2637997872532
2020-02-05,erwerbstaetig,ch,28.1711199434295
2020-02-05,in_ausbildung,ch,23.137046639805
2020-02-05,maennlich,ch,30.252250127018
2020-02-05,nicht_erwerbstaetig,ch,13.4817258517695
2020-02-05,tages_distanz_10-20km,ch,15.1289039589036
2020-02-05,tages_distanz_10-20km_alter_1529,ch,15.0699304826145
2020-02-05,tages_distanz_10-20km_alter_3064,ch,14.6433987649843
2020-02-05,tages_distanz_10-20km_alter_6579,ch,17.4532604355815
2020-02-05,tages_distanz_100pluskm,ch,12.8115027044414
2020-02-05,tages_distanz_100pluskm_alter_1529,ch,13.355565342415
2020-02-05,tages_distanz_100pluskm_alter_3064,ch,13.9678653629994
2020-02-05,tages_distanz_100pluskm_alter_6579,ch,6.63813217765397
2020-02-05,tages_distanz_2-10km,ch,19.5229937905829
2020-02-05,tages_distanz_2-10km_alter_1529,ch,15.852525779973
2020-02-05,tages_distanz_2-10km_alter_3064,ch,20.1305580348667
2020-02-05,tages_distanz_2-10km_alter_6579,ch,22.5264509088538
2020-02-05,tages_distanz_20-50km,ch,24.9794808148445
2020-02-05,tages_distanz_20-50km_alter_1529,ch,26.6099808859298
2020-02-05,tages_distanz_20-50km_alter_3064,ch,24.997974790697
2020-02-05,tages_distanz_20-50km_alter_6579,ch,22.3199403310691
2020-02-05,tages_distanz_50-100km,ch,17.4759122792514
2020-02-05,tages_distanz_50-100km_alter_1529,ch,21.6759932780844
2020-02-05,tages_distanz_50-100km_alter_3064,ch,17.3182799005616
2020-02-05,tages_distanz_50-100km_alter_6579,ch,11.5684468052306
2020-02-05,tages_distanz_weniger2km,ch,10.0812064519761
2020-02-05,tages_distanz_weniger2km_alter_1529,ch,7.43600423098325
2020-02-05,tages_distanz_weniger2km_alter_3064,ch,8.94192314589105
2020-02-05,tages_distanz_weniger2km_alter_6579,ch,19.4937693416111
2020-02-05,total,ch,24.8000253942574
2020-02-05,total,rural,32.67818090065
2020-02-05,total,urban,19.8130968741177
2020-02-05,total,zh,25.268117169697
2020-02-05,weiblich,ch,19.215459656341
2020-02-06,alter_1529,ch,32.2055992755767
2020-02-06,alter_3064,ch,27.2950374440325
2020-02-06,alter_6579,ch,17.2549755292335
2020-02-06,erwerbstaetig,ch,28.3646606803204
2020-02-06,in_ausbildung,ch,27.8156127439743
2020-02-06,maennlich,ch,30.6546342197942
2020-02-06,nicht_erwerbstaetig,ch,16.2310923891141
2020-02-06,tages_distanz_10-20km,ch,14.7703974882113
2020-02-06,tages_distanz_10-20km_alter_1529,ch,14.2534811255446
2020-02-06,tages_distanz_10-20km_alter_3064,ch,14.0672623530533
2020-02-06,tages_distanz_10-20km_alter_6579,ch,18.7335363634331
2020-02-06,tages_distanz_100pluskm,ch,13.2686512766426
2020-02-06,tages_distanz_100pluskm_alter_1529,ch,15.0910162552464
2020-02-06,tages_distanz_100pluskm_alter_3064,ch,13.6124520915188
2020-02-06,tages_distanz_100pluskm_alter_6579,ch,8.89651156600214
2020-02-06,tages_distanz_2-10km,ch,17.9134059118015
2020-02-06,tages_distanz_2-10km_alter_1529,ch,16.0641759644352
2020-02-06,tages_distanz_2-10km_alter_3064,ch,17.8196299953534
2020-02-06,tages_distanz_2-10km_alter_6579,ch,21.2030462721089
2020-02-06,tages_distanz_20-50km,ch,27.0444001379318
2020-02-06,tages_distanz_20-50km_alter_1529,ch,26.3806284939192
2020-02-06,tages_distanz_20-50km_alter_3064,ch,27.3211534524306
2020-02-06,tages_distanz_20-50km_alter_6579,ch,26.8295142268357
2020-02-06,tages_distanz_50-100km,ch,17.5477763089423
2020-02-06,tages_distanz_50-100km_alter_1529,ch,21.2802847465969
2020-02-06,tages_distanz_50-100km_alter_3064,ch,17.6888723661601
2020-02-06,tages_distanz_50-100km_alter_6579,ch,11.1245640621484
2020-02-06,tages_distanz_weniger2km,ch,9.45536887647043
2020-02-06,tages_distanz_weniger2km_alter_1529,ch,6.93041341425766
2020-02-06,tages_distanz_weniger2km_alter_3064,ch,9.49062974148367
2020-02-06,tages_distanz_weniger2km_alter_6579,ch,13.2128275094718
2020-02-06,total,ch,26.4496928527268
2020-02-06,total,rural,33.4638809640285
2020-02-06,total,urban,21.2543784845801
2020-02-06,total,zh,26.6655253416085
2020-02-06,weiblich,ch,22.3183108957155
2020-02-07,alter_1529,ch,38.7954399076174
2020-02-07,alter_3064,ch,29.4604571610279
2020-02-07,alter_6579,ch,17.6308694683177
2020-02-07,erwerbstaetig,ch,31.004292769169
2020-02-07,in_ausbildung,ch,37.3919093865118
2020-02-07,maennlich,ch,34.2132991561569
2020-02-07,nicht_erwerbstaetig,ch,17.2700490656439
2020-02-07,tages_distanz_10-20km,ch,14.6393462099242
2020-02-07,tages_distanz_10-20km_alter_1529,ch,12.0002342099314
2020-02-07,tages_distanz_10-20km_alter_3064,ch,14.7961749357564
2020-02-07,tages_distanz_10-20km_alter_6579,ch,18.0922291471272
2020-02-07,tages_distanz_100pluskm,ch,15.9432710992458
2020-02-07,tages_distanz_100pluskm_alter_1529,ch,17.6672160913396
2020-02-07,tages_distanz_100pluskm_alter_3064,ch,16.0338205334083
2020-02-07,tages_distanz_100pluskm_alter_6579,ch,12.7986733411562
2020-02-07,tages_distanz_2-10km,ch,14.5282921665658
2020-02-07,tages_distanz_2-10km_alter_1529,ch,10.5999378365715
2020-02-07,tages_distanz_2-10km_alter_3064,ch,15.003079432289
2020-02-07,tages_distanz_2-10km_alter_6579,ch,18.5561416878379
2020-02-07,tages_distanz_20-50km,ch,26.0954843089028
2020-02-07,tages_distanz_20-50km_alter_1529,ch,27.6857732716303
2020-02-07,tages_distanz_20-50km_alter_3064,ch,26.3195278256555
2020-02-07,tages_distanz_20-50km_alter_6579,ch,22.5473730613117
2020-02-07,tages_distanz_50-100km,ch,18.6557031192403
2020-02-07,tages_distanz_50-100km_alter_1529,ch,23.5611313755448
2020-02-07,tages_distanz_50-100km_alter_3064,ch,18.4659255348728
2020-02-07,tages_distanz_50-100km_alter_6579,ch,11.7690578425769
2020-02-07,tages_distanz_weniger2km,ch,10.1379030961211
2020-02-07,tages_distanz_weniger2km_alter_1529,ch,8.48570721498236
2020-02-07,tages_distanz_weniger2km_alter_3064,ch,9.38147173801809
2020-02-07,tages_distanz_weniger2km_alter_6579,ch,16.2365249199901
2020-02-07,total,ch,29.664333735247
2020-02-07,total,rural,35.3204087951727
2020-02-07,total,urban,25.297519722699
2020-02-07,total,zh,28.9566183587496
2020-02-07,weiblich,ch,25.5197776950663
2020-02-08,alter_1529,ch,37.8374195207252
2020-02-08,alter_3064,ch,25.271669470613
2020-02-08,alter_6579,ch,13.3188246274509
2020-02-08,erwerbstaetig,ch,26.838132627638
2020-02-08,in_ausbildung,ch,35.2862199876874
2020-02-08,maennlich,ch,28.9098535927474
2020-02-08,nicht_erwerbstaetig,ch,13.3143341824922
2020-02-08,tages_distanz_10-20km,ch,13.8928440936164
2020-02-08,tages_distanz_10-20km_alter_1529,ch,12.0827378926859
2020-02-08,tages_distanz_10-20km_alter_3064,ch,13.7492711225734
2020-02-08,tages_distanz_10-20km_alter_6579,ch,17.334492016739
2020-02-08,tages_distanz_100pluskm,ch,16.097711138656
2020-02-08,tages_distanz_100pluskm_alter_1529,ch,19.8549157996684
2020-02-08,tages_distanz_100pluskm_alter_3064,ch,16.3598428304618
2020-02-08,tages_distanz_100pluskm_alter_6579,ch,9.11465464745698
2020-02-08,tages_distanz_2-10km,ch,17.5462191258001
2020-02-08,tages_distanz_2-10km_alter_1529,ch,11.084539417909
2020-02-08,tages_distanz_2-10km_alter_3064,ch,18.1802903715608
2020-02-08,tages_distanz_2-10km_alter_6579,ch,24.6964571521031
2020-02-08,tages_distanz_20-50km,ch,22.8598927024689
2020-02-08,tages_distanz_20-50km_alter_1529,ch,25.8401296598604
2020-02-08,tages_distanz_20-50km_alter_3064,ch,23.0271693729996
2020-02-08,tages_distanz_20-50km_alter_6579,ch,17.5029552713254
2020-02-08,tages_distanz_50-100km,ch,16.3085466243593
2020-02-08,tages_distanz_50-100km_alter_1529,ch,20.5167322703798
2020-02-08,tages_distanz_50-100km_alter_3064,ch,15.7578952959996
2020-02-08,tages_distanz_50-100km_alter_6579,ch,12.268752569034
2020-02-08,tages_distanz_weniger2km,ch,13.2947863150993
2020-02-08,tages_distanz_weniger2km_alter_1529,ch,10.6209449594965
2020-02-08,tages_distanz_weniger2km_alter_3064,ch,12.9255310064048
2020-02-08,tages_distanz_weniger2km_alter_6579,ch,19.0826883433415
2020-02-08,total,ch,25.5497400409137
2020-02-08,total,rural,31.480062290705
2020-02-08,total,urban,22.0020322518277
2020-02-08,total,zh,25.6982026954285
2020-02-08,weiblich,ch,21.425034548678
2020-02-09,alter_1529,ch,29.3579948213824
2020-02-09,alter_3064,ch,13.4460766335955
2020-02-09,alter_6579,ch,9.50301472177987
2020-02-09,erwerbstaetig,ch,15.7830836967448
2020-02-09,in_ausbildung,ch,28.2088853615758
2020-02-09,maennlich,ch,18.1211390482146
2020-02-09,nicht_erwerbstaetig,ch,7.92492183508231
2020-02-09,tages_distanz_10-20km,ch,12.1515951526906
2020-02-09,tages_distanz_10-20km_alter_1529,ch,10.5106893163051
2020-02-09,tages_distanz_10-20km_alter_3064,ch,11.8758506348814
2020-02-09,tages_distanz_10-20km_alter_6579,ch,15.8986641351155
2020-02-09,tages_distanz_100pluskm,ch,14.4476138626669
2020-02-09,tages_distanz_100pluskm_alter_1529,ch,22.2169676136082
2020-02-09,tages_distanz_100pluskm_alter_3064,ch,13.1453912462058
2020-02-09,tages_distanz_100pluskm_alter_6579,ch,8.29841073031541
2020-02-09,tages_distanz_2-10km,ch,21.629443506365
2020-02-09,tages_distanz_2-10km_alter_1529,ch,18.2852095007015
2020-02-09,tages_distanz_2-10km_alter_3064,ch,22.2695508084128
2020-02-09,tages_distanz_2-10km_alter_6579,ch,23.9225493722014
2020-02-09,tages_distanz_20-50km,ch,17.3499872339003
2020-02-09,tages_distanz_20-50km_alter_1529,ch,19.7081186537853
2020-02-09,tages_distanz_20-50km_alter_3064,ch,17.5167373826871
2020-02-09,tages_distanz_20-50km_alter_6579,ch,12.9853809932277
2020-02-09,tages_distanz_50-100km,ch,13.2084557232968
2020-02-09,tages_distanz_50-100km_alter_1529,ch,15.6738840534815
2020-02-09,tages_distanz_50-100km_alter_3064,ch,12.870482400569
2020-02-09,tages_distanz_50-100km_alter_6579,ch,10.9226068441659
2020-02-09,tages_distanz_weniger2km,ch,21.2129045210804
2020-02-09,tages_distanz_weniger2km_alter_1529,ch,13.6051308621185
2020-02-09,tages_distanz_weniger2km_alter_3064,ch,22.3219875272439
2020-02-09,tages_distanz_weniger2km_alter_6579,ch,27.9723879249741
2020-02-09,total,ch,15.0707860707171
2020-02-09,total,rural,19.508988119491
2020-02-09,total,urban,12.6879673105868
2020-02-09,total,zh,15.0794925723865
2020-02-09,weiblich,ch,12.9270356056942
2020-02-10,alter_1529,ch,26.468230133996
2020-02-10,alter_3064,ch,22.1312400042639
2020-02-10,alter_6579,ch,7.65933790807591
2020-02-10,erwerbstaetig,ch,22.8899565598393
2020-02-10,in_ausbildung,ch,25.2790434756308
2020-02-10,maennlich,ch,24.5162768722094
2020-02-10,nicht_erwerbstaetig,ch,7.57108926753456
2020-02-10,tages_distanz_10-20km,ch,15.6998542545582
2020-02-10,tages_distanz_10-20km_alter_1529,ch,16.3481958407927
2020-02-10,tages_distanz_10-20km_alter_3064,ch,15.5433031528659
2020-02-10,tages_distanz_10-20km_alter_6579,ch,15.397685459803
2020-02-10,tages_distanz_100pluskm,ch,9.60128749707004
2020-02-10,tages_distanz_100pluskm_alter_1529,ch,9.34578125203255
2020-02-10,tages_distanz_100pluskm_alter_3064,ch,10.6960926048459
2020-02-10,tages_distanz_100pluskm_alter_6579,ch,5.05451194752168
2020-02-10,tages_distanz_2-10km,ch,19.562219424874
2020-02-10,tages_distanz_2-10km_alter_1529,ch,14.4321403830779
2020-02-10,tages_distanz_2-10km_alter_3064,ch,19.1602092706551
2020-02-10,tages_distanz_2-10km_alter_6579,ch,29.3632756873512
2020-02-10,tages_distanz_20-50km,ch,24.0848475541257
2020-02-10,tages_distanz_20-50km_alter_1529,ch,29.6626735298745
2020-02-10,tages_distanz_20-50km_alter_3064,ch,24.4496953394067
2020-02-10,tages_distanz_20-50km_alter_6579,ch,13.7546686055026
2020-02-10,tages_distanz_50-100km,ch,17.0412585416998
2020-02-10,tages_distanz_50-100km_alter_1529,ch,20.0007488516145
2020-02-10,tages_distanz_50-100km_alter_3064,ch,17.5379044313491
2020-02-10,tages_distanz_50-100km_alter_6579,ch,10.1915210605459
2020-02-10,tages_distanz_weniger2km,ch,14.0105327276723
2020-02-10,tages_distanz_weniger2km_alter_1529,ch,10.2104601426078
2020-02-10,tages_distanz_weniger2km_alter_3064,ch,12.6127952008773
2020-02-10,tages_distanz_weniger2km_alter_6579,ch,26.2383372392757
2020-02-10,total,ch,20.7338578176675
2020-02-10,total,rural,29.6079962332663
2020-02-10,total,urban,15.271916963133
2020-02-10,total,zh,19.2891102581171
2020-02-10,weiblich,ch,17.6188400856302
2020-02-11,alter_1529,ch,21.8214239104474
2020-02-11,alter_3064,ch,24.0360882276233
2020-02-11,alter_6579,ch,10.5672239026462
2020-02-11,erwerbstaetig,ch,25.4923364778098
2020-02-11,in_ausbildung,ch,17.1942663320534
2020-02-11,maennlich,ch,25.8577796887802
2020-02-11,nicht_erwerbstaetig,ch,9.96337115964523
2020-02-11,tages_distanz_10-20km,ch,16.8758487928489
2020-02-11,tages_distanz_10-20km_alter_1529,ch,18.5006439810305
2020-02-11,tages_distanz_10-20km_alter_3064,ch,16.0434803411095
2020-02-11,tages_distanz_10-20km_alter_6579,ch,18.0801936655253
2020-02-11,tages_distanz_100pluskm,ch,10.4922852784057
2020-02-11,tages_distanz_100pluskm_alter_1529,ch,11.8318418788258
2020-02-11,tages_distanz_100pluskm_alter_3064,ch,11.0466831736212
2020-02-11,tages_distanz_100pluskm_alter_6579,ch,5.96752788153894
2020-02-11,tages_distanz_2-10km,ch,19.2977915374056
2020-02-11,tages_distanz_2-10km_alter_1529,ch,20.2960191407405
2020-02-11,tages_distanz_2-10km_alter_3064,ch,17.8573130859343
2020-02-11,tages_distanz_2-10km_alter_6579,ch,24.1698001415945
2020-02-11,tages_distanz_20-50km,ch,23.1474889101191
2020-02-11,tages_distanz_20-50km_alter_1529,ch,23.0030961419908
2020-02-11,tages_distanz_20-50km_alter_3064,ch,25.6119670673486
2020-02-11,tages_distanz_20-50km_alter_6579,ch,12.4088275054947
2020-02-11,tages_distanz_50-100km,ch,17.6496763534135
2020-02-11,tages_distanz_50-100km_alter_1529,ch,17.2557783276686
2020-02-11,tages_distanz_50-100km_alter_3064,ch,18.3833899525218
2020-02-11,tages_distanz_50-100km_alter_6579,ch,14.992012597329
2020-02-11,tages_distanz_weniger2km,ch,12.5369091278073
2020-02-11,tages_distanz_weniger2km_alter_1529,ch,9.11262052974392
2020-02-11,tages_distanz_weniger2km_alter_3064,ch,11.0571663794645
2020-02-11,tages_distanz_weniger2km_alter_6579,ch,24.3816382085175
2020-02-11,total,ch,21.218625882975
2020-02-11,total,rural,31.1922993356698
2020-02-11,total,urban,17.1056041686574
2020-02-11,total,zh,21.0357471100692
2020-02-11,weiblich,ch,18.0898969451136
2020-02-12,alter_1529,ch,26.1859387016722
2020-02-12,alter_3064,ch,26.1064545387236
2020-02-12,alter_6579,ch,12.7226762926521
2020-02-12,erwerbstaetig,ch,27.5290336608899
2020-02-12,in_ausbildung,ch,21.1116382216418
2020-02-12,maennlich,ch,29.2079042381269
2020-02-12,nicht_erwerbstaetig,ch,12.4762815848798
2020-02-12,tages_distanz_10-20km,ch,15.4052224751108
2020-02-12,tages_distanz_10-20km_alter_1529,ch,17.2478724926265
2020-02-12,tages_distanz_10-20km_alter_3064,ch,14.8728794317391
2020-02-12,tages_distanz_10-20km_alter_6579,ch,14.9391663725769
2020-02-12,tages_distanz_100pluskm,ch,11.8982361917637
2020-02-12,tages_distanz_100pluskm_alter_1529,ch,13.1074623928618
2020-02-12,tages_distanz_100pluskm_alter_3064,ch,11.8150858557747
2020-02-12,tages_distanz_100pluskm_alter_6579,ch,10.433853547371
2020-02-12,tages_distanz_2-10km,ch,19.0724327245137
2020-02-12,tages_distanz_2-10km_alter_1529,ch,16.0884790062675
2020-02-12,tages_distanz_2-10km_alter_3064,ch,18.4777302333876
2020-02-12,tages_distanz_2-10km_alter_6579,ch,26.167295190049
2020-02-12,tages_distanz_20-50km,ch,25.5505318993815
2020-02-12,tages_distanz_20-50km_alter_1529,ch,26.5777046355877
2020-02-12,tages_distanz_20-50km_alter_3064,ch,26.8361889811328
2020-02-12,tages_distanz_20-50km_alter_6579,ch,18.403787115122
2020-02-12,tages_distanz_50-100km,ch,17.0378292447762
2020-02-12,tages_distanz_50-100km_alter_1529,ch,16.4350189295462
2020-02-12,tages_distanz_50-100km_alter_3064,ch,18.7374273052944
2020-02-12,tages_distanz_50-100km_alter_6579,ch,10.551262713792
2020-02-12,tages_distanz_weniger2km,ch,11.0357474644541
2020-02-12,tages_distanz_weniger2km_alter_1529,ch,10.5434625431103
2020-02-12,tages_distanz_weniger2km_alter_3064,ch,9.26068819267141
2020-02-12,tages_distanz_weniger2km_alter_6579,ch,19.5046350610891
2020-02-12,total,ch,23.9848422594777
2020-02-12,total,rural,33.9043439096792
2020-02-12,total,urban,17.3906027311162
2020-02-12,total,zh,23.7539018742686
2020-02-12,weiblich,ch,19.8411146570297
2020-02-13,alter_1529,ch,24.4668610404722
2020-02-13,alter_3064,ch,27.59388653695
2020-02-13,alter_6579,ch,15.5873701691576
2020-02-13,erwerbstaetig,ch,27.8282566049244
2020-02-13,in_ausbildung,ch,19.4840984749989
2020-02-13,maennlich,ch,27.9654275545198
2020-02-13,nicht_erwerbstaetig,ch,15.3426438917236
2020-02-13,tages_distanz_10-20km,ch,15.8873175187179
2020-02-13,tages_distanz_10-20km_alter_1529,ch,17.0620543943015
2020-02-13,tages_distanz_10-20km_alter_3064,ch,15.0672835922523
2020-02-13,tages_distanz_10-20km_alter_6579,ch,17.7745173904071
2020-02-13,tages_distanz_100pluskm,ch,12.1667162530247
2020-02-13,tages_distanz_100pluskm_alter_1529,ch,11.4352179437303
2020-02-13,tages_distanz_100pluskm_alter_3064,ch,13.3585076094444
2020-02-13,tages_distanz_100pluskm_alter_6579,ch,7.89814072124232
2020-02-13,tages_distanz_2-10km,ch,17.6848943633476
2020-02-13,tages_distanz_2-10km_alter_1529,ch,18.209473227334
2020-02-13,tages_distanz_2-10km_alter_3064,ch,17.1615623196709
2020-02-13,tages_distanz_2-10km_alter_6579,ch,19.2412849822771
2020-02-13,tages_distanz_20-50km,ch,25.4745627108686
2020-02-13,tages_distanz_20-50km_alter_1529,ch,26.3047837782636
2020-02-13,tages_distanz_20-50km_alter_3064,ch,24.5750052273739
2020-02-13,tages_distanz_20-50km_alter_6579,ch,28.2616189409634
2020-02-13,tages_distanz_50-100km,ch,17.9421441920392
2020-02-13,tages_distanz_50-100km_alter_1529,ch,19.1172742782781
2020-02-13,tages_distanz_50-100km_alter_3064,ch,20.1009471778734
2020-02-13,tages_distanz_50-100km_alter_6579,ch,6.30065196917556
2020-02-13,tages_distanz_weniger2km,ch,10.8443649620019
