time,availability,geo,value
2019-03-31,tot,gl,468
2019-03-31,tot,gr,2089
2019-03-31,tot,ju,1714
2019-03-31,tot,lu,4989
2019-03-31,tot,ne,4613
2019-03-31,tot,nw,318
2019-03-31,tot,ow,243
2019-03-31,tot,sg,7576
2019-03-31,tot,sh,1649
2019-03-31,tot,so,4020
2019-03-31,tot,sz,1659
2019-03-31,tot,tg,4033
2019-03-31,tot,ti,8519
2019-03-31,tot,tot,151351
2019-03-31,tot,ur,314
2019-03-31,tot,vd,21152
2019-03-31,tot,vs,8096
2019-03-31,tot,zg,2099
2019-03-31,tot,zh,26236
2019-04-01,immediate,ag,5918
2019-04-01,immediate,ai,73
2019-04-01,immediate,ar,228
2019-04-01,immediate,be,5447
2019-04-01,immediate,bl,2113
2019-04-01,immediate,bs,2297
2019-04-01,immediate,fr,3709
2019-04-01,immediate,ge,8604
2019-04-01,immediate,gl,218
2019-04-01,immediate,gr,1119
2019-04-01,immediate,ju,936
2019-04-01,immediate,lu,2194
2019-04-01,immediate,ne,2897
2019-04-01,immediate,nw,100
2019-04-01,immediate,ow,74
2019-04-01,immediate,sg,2407
2019-04-01,immediate,sh,969
2019-04-01,immediate,so,1730
2019-04-01,immediate,sz,640
2019-04-01,immediate,tg,1477
2019-04-01,immediate,ti,4651
2019-04-01,immediate,tot,80337
2019-04-01,immediate,ur,226
2019-04-01,immediate,vd,11039
2019-04-01,immediate,vs,5341
2019-04-01,immediate,zg,621
2019-04-01,immediate,zh,15063
2019-04-01,tot,ag,11811
2019-04-01,tot,ai,102
2019-04-01,tot,ar,649
2019-04-01,tot,be,10879
2019-04-01,tot,bl,4176
2019-04-01,tot,bs,3658
2019-04-01,tot,fr,6751
2019-04-01,tot,ge,13081
2019-04-01,tot,gl,468
2019-04-01,tot,gr,2089
2019-04-01,tot,ju,1711
2019-04-01,tot,lu,4989
2019-04-01,tot,ne,4607
2019-04-01,tot,nw,318
2019-04-01,tot,ow,242
2019-04-01,tot,sg,7569
2019-04-01,tot,sh,1646
2019-04-01,tot,so,4017
2019-04-01,tot,sz,1657
2019-04-01,tot,tg,4028
2019-04-01,tot,ti,8503
2019-04-01,tot,tot,151115
2019-04-01,tot,ur,314
2019-04-01,tot,vd,21110
2019-04-01,tot,vs,8046
2019-04-01,tot,zg,2094
2019-04-01,tot,zh,26216
2019-04-03,immediate,ag,5889
2019-04-03,immediate,ai,75
2019-04-03,immediate,ar,227
2019-04-03,immediate,be,5376
2019-04-03,immediate,bl,2113
2019-04-03,immediate,bs,2296
2019-04-03,immediate,fr,3663
2019-04-03,immediate,ge,8597
2019-04-03,immediate,gl,215
2019-04-03,immediate,gr,1064
2019-04-03,immediate,ju,931
2019-04-03,immediate,lu,2176
2019-04-03,immediate,ne,2882
2019-04-03,immediate,nw,100
2019-04-03,immediate,ow,72
2019-04-03,immediate,sg,2390
2019-04-03,immediate,sh,968
2019-04-03,immediate,so,1723
2019-04-03,immediate,sz,644
2019-04-03,immediate,tg,1469
2019-04-03,immediate,ti,4609
2019-04-03,immediate,tot,79718
2019-04-03,immediate,ur,217
2019-04-03,immediate,vd,10894
2019-04-03,immediate,vs,5248
2019-04-03,immediate,zg,627
2019-04-03,immediate,zh,15014
2019-04-03,tot,ag,11804
2019-04-03,tot,ai,106
2019-04-03,tot,ar,645
2019-04-03,tot,be,10823
2019-04-03,tot,bl,4151
2019-04-03,tot,bs,3662
2019-04-03,tot,fr,6677
2019-04-03,tot,ge,13061
2019-04-03,tot,gl,467
2019-04-03,tot,gr,2032
2019-04-03,tot,ju,1709
2019-04-03,tot,lu,4961
2019-04-03,tot,ne,4585
2019-04-03,tot,nw,318
2019-04-03,tot,ow,239
2019-04-03,tot,sg,7535
2019-04-03,tot,sh,1649
2019-04-03,tot,so,4005
2019-04-03,tot,sz,1664
2019-04-03,tot,tg,4032
2019-04-03,tot,ti,8449
2019-04-03,tot,tot,150349
2019-04-03,tot,ur,303
2019-04-03,tot,vd,20990
2019-04-03,tot,vs,7883
2019-04-03,tot,zg,2081
2019-04-03,tot,zh,26143
2019-04-04,immediate,ag,5880
2019-04-04,immediate,ai,77
2019-04-04,immediate,ar,226
2019-04-04,immediate,be,5370
2019-04-04,immediate,bl,2117
2019-04-04,immediate,bs,2280
2019-04-04,immediate,fr,3629
2019-04-04,immediate,ge,8616
2019-04-04,immediate,gl,217
2019-04-04,immediate,gr,1068
2019-04-04,immediate,ju,927
2019-04-04,immediate,lu,2161
2019-04-04,immediate,ne,2889
2019-04-04,immediate,nw,98
2019-04-04,immediate,ow,73
2019-04-04,immediate,sg,2386
2019-04-04,immediate,sh,967
2019-04-04,immediate,so,1719
2019-04-04,immediate,sz,642
2019-04-04,immediate,tg,1474
2019-04-04,immediate,ti,4595
2019-04-04,immediate,tot,79580
2019-04-04,immediate,ur,218
2019-04-04,immediate,vd,10879
2019-04-04,immediate,vs,5167
2019-04-04,immediate,zg,625
2019-04-04,immediate,zh,15041
2019-04-04,tot,ag,11810
2019-04-04,tot,ai,108
2019-04-04,tot,ar,644
2019-04-04,tot,be,10828
2019-04-04,tot,bl,4164
2019-04-04,tot,bs,3643
2019-04-04,tot,fr,6631
2019-04-04,tot,ge,13083
2019-04-04,tot,gl,469
2019-04-04,tot,gr,2042
2019-04-04,tot,ju,1698
2019-04-04,tot,lu,4940
2019-04-04,tot,ne,4593
2019-04-04,tot,nw,313
2019-04-04,tot,ow,242
2019-04-04,tot,sg,7527
2019-04-04,tot,sh,1651
2019-04-04,tot,so,4006
2019-04-04,tot,sz,1660
2019-04-04,tot,tg,4037
2019-04-04,tot,ti,8435
2019-04-04,tot,tot,150206
2019-04-04,tot,ur,304
2019-04-04,tot,vd,20981
2019-04-04,tot,vs,7778
2019-04-04,tot,zg,2076
2019-04-04,tot,zh,26167
2019-04-05,immediate,ag,5841
2019-04-05,immediate,ai,79
2019-04-05,immediate,ar,226
2019-04-05,immediate,be,5358
2019-04-05,immediate,bl,2121
2019-04-05,immediate,bs,2275
2019-04-05,immediate,fr,3615
2019-04-05,immediate,ge,8645
2019-04-05,immediate,gl,216
2019-04-05,immediate,gr,1069
2019-04-05,immediate,ju,922
2019-04-05,immediate,lu,2160
2019-04-05,immediate,ne,2889
2019-04-05,immediate,nw,96
2019-04-05,immediate,ow,73
2019-04-05,immediate,sg,2397
2019-04-05,immediate,sh,962
2019-04-05,immediate,so,1723
2019-04-05,immediate,sz,644
2019-04-05,immediate,tg,1474
2019-04-05,immediate,ti,4582
2019-04-05,immediate,tot,79476
2019-04-05,immediate,ur,216
2019-04-05,immediate,vd,10871
2019-04-05,immediate,vs,5135
2019-04-05,immediate,zg,622
2019-04-05,immediate,zh,15028
2019-04-05,tot,ag,11764
2019-04-05,tot,ai,110
2019-04-05,tot,ar,642
2019-04-05,tot,be,10831
2019-04-05,tot,bl,4175
2019-04-05,tot,bs,3644
2019-04-05,tot,fr,6617
2019-04-05,tot,ge,13129
2019-04-05,tot,gl,468
2019-04-05,tot,gr,2048
2019-04-05,tot,ju,1690
2019-04-05,tot,lu,4930
2019-04-05,tot,ne,4595
2019-04-05,tot,nw,311
2019-04-05,tot,ow,243
2019-04-05,tot,sg,7546
2019-04-05,tot,sh,1651
2019-04-05,tot,so,4013
2019-04-05,tot,sz,1667
2019-04-05,tot,tg,4032
2019-04-05,tot,ti,8418
2019-04-05,tot,tot,150181
2019-04-05,tot,ur,302
2019-04-05,tot,vd,21005
2019-04-05,tot,vs,7732
2019-04-05,tot,zg,2066
2019-04-05,tot,zh,26178
2019-04-06,immediate,ag,5825
2019-04-06,immediate,ai,80
2019-04-06,immediate,ar,226
2019-04-06,immediate,be,5343
2019-04-06,immediate,bl,2119
2019-04-06,immediate,bs,2270
2019-04-06,immediate,fr,3603
2019-04-06,immediate,ge,8639
2019-04-06,immediate,gl,219
2019-04-06,immediate,gr,1062
2019-04-06,immediate,ju,917
2019-04-06,immediate,lu,2154
2019-04-06,immediate,ne,2892
2019-04-06,immediate,nw,95
2019-04-06,immediate,ow,72
2019-04-06,immediate,sg,2392
2019-04-06,immediate,sh,959
2019-04-06,immediate,so,1714
2019-04-06,immediate,sz,644
2019-04-06,immediate,tg,1462
2019-04-06,immediate,ti,4586
2019-04-06,immediate,tot,79360
2019-04-06,immediate,ur,217
2019-04-06,immediate,vd,10858
2019-04-06,immediate,vs,5129
2019-04-06,immediate,zg,620
2019-04-06,immediate,zh,15028
2019-04-06,tot,ag,11749
2019-04-06,tot,ai,112
2019-04-06,tot,ar,643
2019-04-06,tot,be,10817
2019-04-06,tot,bl,4172
2019-04-06,tot,bs,3645
2019-04-06,tot,fr,6595
2019-04-06,tot,ge,13130
2019-04-06,tot,gl,471
2019-04-06,tot,gr,2041
2019-04-06,tot,ju,1684
2019-04-06,tot,lu,4915
2019-04-06,tot,ne,4598
2019-04-06,tot,nw,311
2019-04-06,tot,ow,240
2019-04-06,tot,sg,7541
2019-04-06,tot,sh,1642
2019-04-06,tot,so,4009
2019-04-06,tot,sz,1662
2019-04-06,tot,tg,4015
2019-04-06,tot,ti,8416
2019-04-06,tot,tot,150048
2019-04-06,tot,ur,302
2019-04-06,tot,vd,20987
2019-04-06,tot,vs,7719
2019-04-06,tot,zg,2066
2019-04-06,tot,zh,26191
2019-04-07,immediate,ag,5826
2019-04-07,immediate,ai,80
2019-04-07,immediate,ar,226
2019-04-07,immediate,be,5337
2019-04-07,immediate,bl,2125
2019-04-07,immediate,bs,2267
2019-04-07,immediate,fr,3603
2019-04-07,immediate,ge,8649
2019-04-07,immediate,gl,219
2019-04-07,immediate,gr,1061
2019-04-07,immediate,ju,917
2019-04-07,immediate,lu,2154
2019-04-07,immediate,ne,2904
2019-04-07,immediate,nw,95
2019-04-07,immediate,ow,72
2019-04-07,immediate,sg,2387
2019-04-07,immediate,sh,959
2019-04-07,immediate,so,1715
2019-04-07,immediate,sz,640
2019-04-07,immediate,tg,1462
2019-04-07,immediate,ti,4580
2019-04-07,immediate,tot,79446
2019-04-07,immediate,ur,217
2019-04-07,immediate,vd,10852
2019-04-07,immediate,vs,5148
2019-04-07,immediate,zg,628
2019-04-07,immediate,zh,15088
2019-04-07,tot,ag,11750
2019-04-07,tot,ai,112
2019-04-07,tot,ar,643
2019-04-07,tot,be,10804
2019-04-07,tot,bl,4182
2019-04-07,tot,bs,3642
2019-04-07,tot,fr,6595
2019-04-07,tot,ge,13139
2019-04-07,tot,gl,471
2019-04-07,tot,gr,2040
2019-04-07,tot,ju,1684
2019-04-07,tot,lu,4913
2019-04-07,tot,ne,4614
2019-04-07,tot,nw,311
2019-04-07,tot,ow,240
2019-04-07,tot,sg,7530
2019-04-07,tot,sh,1642
2019-04-07,tot,so,4009
2019-04-07,tot,sz,1661
2019-04-07,tot,tg,4012
2019-04-07,tot,ti,8398
2019-04-07,tot,tot,150166
2019-04-07,tot,ur,302
2019-04-07,tot,vd,20975
2019-04-07,tot,vs,7745
2019-04-07,tot,zg,2082
2019-04-07,tot,zh,26296
2019-04-08,immediate,ag,5826
2019-04-08,immediate,ai,79
2019-04-08,immediate,ar,226
2019-04-08,immediate,be,5335
2019-04-08,immediate,bl,2125
2019-04-08,immediate,bs,2267
2019-04-08,immediate,fr,3600
2019-04-08,immediate,ge,8646
2019-04-08,immediate,gl,219
2019-04-08,immediate,gr,1061
2019-04-08,immediate,ju,917
2019-04-08,immediate,lu,2154
2019-04-08,immediate,ne,2901
2019-04-08,immediate,nw,95
2019-04-08,immediate,ow,72
2019-04-08,immediate,sg,2386
2019-04-08,immediate,sh,957
2019-04-08,immediate,so,1715
2019-04-08,immediate,sz,639
2019-04-08,immediate,tg,1460
2019-04-08,immediate,ti,4579
2019-04-08,immediate,tot,79408
2019-04-08,immediate,ur,217
2019-04-08,immediate,vd,10846
2019-04-08,immediate,vs,5145
2019-04-08,immediate,zg,628
2019-04-08,immediate,zh,15078
2019-04-08,tot,ag,11749
2019-04-08,tot,ai,111
2019-04-08,tot,ar,643
2019-04-08,tot,be,10801
2019-04-08,tot,bl,4182
2019-04-08,tot,bs,3642
2019-04-08,tot,fr,6591
2019-04-08,tot,ge,13134
2019-04-08,tot,gl,471
2019-04-08,tot,gr,2040
2019-04-08,tot,ju,1684
2019-04-08,tot,lu,4913
2019-04-08,tot,ne,4610
2019-04-08,tot,nw,311
2019-04-08,tot,ow,240
2019-04-08,tot,sg,7528
2019-04-08,tot,sh,1639
2019-04-08,tot,so,4009
2019-04-08,tot,sz,1660
2019-04-08,tot,tg,4009
2019-04-08,tot,ti,8396
2019-04-08,tot,tot,150106
2019-04-08,tot,ur,302
2019-04-08,tot,vd,20961
2019-04-08,tot,vs,7741
2019-04-08,tot,zg,2082
2019-04-08,tot,zh,26283
2019-04-09,immediate,ag,5819
2019-04-09,immediate,ai,79
2019-04-09,immediate,ar,228
2019-04-09,immediate,be,5329
2019-04-09,immediate,bl,2120
2019-04-09,immediate,bs,2256
2019-04-09,immediate,fr,3573
2019-04-09,immediate,ge,8641
2019-04-09,immediate,gl,217
2019-04-09,immediate,gr,1079
2019-04-09,immediate,ju,912
2019-04-09,immediate,lu,2151
2019-04-09,immediate,ne,2887
2019-04-09,immediate,nw,96
2019-04-09,immediate,ow,71
2019-04-09,immediate,sg,2375
2019-04-09,immediate,sh,962
2019-04-09,immediate,so,1716
2019-04-09,immediate,sz,633
2019-04-09,immediate,tg,1457
2019-04-09,immediate,ti,4583
2019-04-09,immediate,tot,79158
2019-04-09,immediate,ur,214
2019-04-09,immediate,vd,10825
2019-04-09,immediate,vs,5091
2019-04-09,immediate,zg,620
2019-04-09,immediate,zh,14992
2019-04-09,tot,ag,11742
2019-04-09,tot,ai,111
2019-04-09,tot,ar,645
2019-04-09,tot,be,10808
2019-04-09,tot,bl,4175
2019-04-09,tot,bs,3628
2019-04-09,tot,fr,6556
2019-04-09,tot,ge,13133
2019-04-09,tot,gl,470
2019-04-09,tot,gr,2064
2019-04-09,tot,ju,1678
2019-04-09,tot,lu,4912
2019-04-09,tot,ne,4591
2019-04-09,tot,nw,315
2019-04-09,tot,ow,243
2019-04-09,tot,sg,7525
2019-04-09,tot,sh,1645
2019-04-09,tot,so,4007
2019-04-09,tot,sz,1649
2019-04-09,tot,tg,4011
2019-04-09,tot,ti,8399
2019-04-09,tot,tot,149793
2019-04-09,tot,ur,299
2019-04-09,tot,vd,20930
2019-04-09,tot,vs,7664
2019-04-09,tot,zg,2067
2019-04-09,tot,zh,26153
2019-04-10,immediate,ag,5808
2019-04-10,immediate,ai,79
2019-04-10,immediate,ar,233
2019-04-10,immediate,be,5320
2019-04-10,immediate,bl,2117
2019-04-10,immediate,bs,2255
2019-04-10,immediate,fr,3557
2019-04-10,immediate,ge,8662
2019-04-10,immediate,gl,218
2019-04-10,immediate,gr,1094
2019-04-10,immediate,ju,918
2019-04-10,immediate,lu,2143
2019-04-10,immediate,ne,2880
2019-04-10,immediate,nw,96
2019-04-10,immediate,ow,70
2019-04-10,immediate,sg,2379
2019-04-10,immediate,sh,957
2019-04-10,immediate,so,1729
2019-04-10,immediate,sz,635
2019-04-10,immediate,tg,1457
2019-04-10,immediate,ti,4587
2019-04-10,immediate,tot,79178
2019-04-10,immediate,ur,216
2019-04-10,immediate,vd,10861
2019-04-10,immediate,vs,5089
2019-04-10,immediate,zg,619
2019-04-10,immediate,zh,14969
2019-04-10,tot,ag,11738
2019-04-10,tot,ai,111
2019-04-10,tot,ar,650
2019-04-10,tot,be,10794
2019-04-10,tot,bl,4178
2019-04-10,tot,bs,3622
2019-04-10,tot,fr,6531
2019-04-10,tot,ge,13148
2019-04-10,tot,gl,471
2019-04-10,tot,gr,2085
2019-04-10,tot,ju,1683
2019-04-10,tot,lu,4911
2019-04-10,tot,ne,4590
2019-04-10,tot,nw,310
2019-04-10,tot,ow,241
2019-04-10,tot,sg,7543
2019-04-10,tot,sh,1642
2019-04-10,tot,so,4028
2019-04-10,tot,sz,1652
2019-04-10,tot,tg,4018
2019-04-10,tot,ti,8389
2019-04-10,tot,tot,149857
2019-04-10,tot,ur,300
2019-04-10,tot,vd,20972
2019-04-10,tot,vs,7669
2019-04-10,tot,zg,2068
2019-04-10,tot,zh,26143
2019-04-12,immediate,ag,5776
2019-04-12,immediate,ai,80
2019-04-12,immediate,ar,232
2019-04-12,immediate,be,5300
2019-04-12,immediate,bl,2106
2019-04-12,immediate,bs,2243
2019-04-12,immediate,fr,3539
2019-04-12,immediate,ge,8642
2019-04-12,immediate,gl,215
2019-04-12,immediate,gr,1161
2019-04-12,immediate,ju,919
2019-04-12,immediate,lu,2144
2019-04-12,immediate,ne,2843
2019-04-12,immediate,nw,94
2019-04-12,immediate,ow,67
2019-04-12,immediate,sg,2394
2019-04-12,immediate,sh,949
2019-04-12,immediate,so,1708
2019-04-12,immediate,sz,635
2019-04-12,immediate,tg,1455
2019-04-12,immediate,ti,4577
2019-04-12,immediate,tot,78968
2019-04-12,immediate,ur,212
2019-04-12,immediate,vd,10875
2019-04-12,immediate,vs,5012
2019-04-12,immediate,zg,614
2019-04-12,immediate,zh,14948
2019-04-12,tot,ag,11712
2019-04-12,tot,ai,112
2019-04-12,tot,ar,653
2019-04-12,tot,be,10767
2019-04-12,tot,bl,4174
2019-04-12,tot,bs,3603
2019-04-12,tot,fr,6529
2019-04-12,tot,ge,13119
2019-04-12,tot,gl,468
2019-04-12,tot,gr,2164
2019-04-12,tot,ju,1693
2019-04-12,tot,lu,4918
2019-04-12,tot,ne,4563
2019-04-12,tot,nw,305
2019-04-12,tot,ow,236
2019-04-12,tot,sg,7585
2019-04-12,tot,sh,1633
2019-04-12,tot,so,4005
2019-04-12,tot,sz,1652
2019-04-12,tot,tg,4022
2019-04-12,tot,ti,8357
2019-04-12,tot,tot,149645
2019-04-12,tot,ur,295
2019-04-12,tot,vd,20967
2019-04-12,tot,vs,7574
2019-04-12,tot,zg,2079
2019-04-12,tot,zh,26091
2019-04-14,immediate,ag,5774
2019-04-14,immediate,ai,80
2019-04-14,immediate,ar,227
2019-04-14,immediate,be,5270
2019-04-14,immediate,bl,2102
2019-04-14,immediate,bs,2231
2019-04-14,immediate,fr,3524
2019-04-14,immediate,ge,8639
2019-04-14,immediate,gl,215
2019-04-14,immediate,gr,1174
2019-04-14,immediate,ju,922
2019-04-14,immediate,lu,2137
2019-04-14,immediate,ne,2845
2019-04-14,immediate,nw,93
2019-04-14,immediate,ow,67
2019-04-14,immediate,sg,2388
2019-04-14,immediate,sh,940
2019-04-14,immediate,so,1700
2019-04-14,immediate,sz,633
2019-04-14,immediate,tg,1445
2019-04-14,immediate,ti,4561
2019-04-14,immediate,tot,78823
2019-04-14,immediate,ur,213
2019-04-14,immediate,vd,10827
2019-04-14,immediate,vs,4999
2019-04-14,immediate,zg,613
2019-04-14,immediate,zh,14976
2019-04-14,tot,ag,11700
2019-04-14,tot,ai,112
2019-04-14,tot,ar,645
2019-04-14,tot,be,10708
2019-04-14,tot,bl,4169
2019-04-14,tot,bs,3589
2019-04-14,tot,fr,6502
2019-04-14,tot,ge,13123
2019-04-14,tot,gl,468
2019-04-14,tot,gr,2179
2019-04-14,tot,ju,1695
2019-04-14,tot,lu,4904
2019-04-14,tot,ne,4571
2019-04-14,tot,nw,304
2019-04-14,tot,ow,236
2019-04-14,tot,sg,7562
2019-04-14,tot,sh,1627
2019-04-14,tot,so,3995
2019-04-14,tot,sz,1658
2019-04-14,tot,tg,4001
2019-04-14,tot,ti,8311
2019-04-14,tot,tot,149408
2019-04-14,tot,ur,295
2019-04-14,tot,vd,20894
2019-04-14,tot,vs,7560
2019-04-14,tot,zg,2085
2019-04-14,tot,zh,26142
2019-04-15,immediate,ag,5772
2019-04-15,immediate,ai,80
2019-04-15,immediate,ar,227
2019-04-15,immediate,be,5268
2019-04-15,immediate,bl,2101
2019-04-15,immediate,bs,2231
2019-04-15,immediate,fr,3522
2019-04-15,immediate,ge,8631
2019-04-15,immediate,gl,215
2019-04-15,immediate,gr,1174
2019-04-15,immediate,ju,921
2019-04-15,immediate,lu,2137
2019-04-15,immediate,ne,2844
2019-04-15,immediate,nw,93
2019-04-15,immediate,ow,67
2019-04-15,immediate,sg,2387
2019-04-15,immediate,sh,940
2019-04-15,immediate,so,1700
2019-04-15,immediate,sz,633
2019-04-15,immediate,tg,1444
2019-04-15,immediate,ti,4561
2019-04-15,immediate,tot,78770
2019-04-15,immediate,ur,213
2019-04-15,immediate,vd,10813
2019-04-15,immediate,vs,4993
2019-04-15,immediate,zg,613
2019-04-15,immediate,zh,14962
2019-04-15,tot,ag,11696
2019-04-15,tot,ai,112
2019-04-15,tot,ar,645
2019-04-15,tot,be,10702
2019-04-15,tot,bl,4167
2019-04-15,tot,bs,3589
2019-04-15,tot,fr,6499
2019-04-15,tot,ge,13113
2019-04-15,tot,gl,468
2019-04-15,tot,gr,2179
2019-04-15,tot,ju,1694
2019-04-15,tot,lu,4904
2019-04-15,tot,ne,4570
2019-04-15,tot,nw,304
2019-04-15,tot,ow,236
2019-04-15,tot,sg,7560
2019-04-15,tot,sh,1627
2019-04-15,tot,so,3995
2019-04-15,tot,sz,1657
2019-04-15,tot,tg,3999
2019-04-15,tot,ti,8309
2019-04-15,tot,tot,149315
2019-04-15,tot,ur,295
2019-04-15,tot,vd,20864
2019-04-15,tot,vs,7550
2019-04-15,tot,zg,2085
2019-04-15,tot,zh,26123
2019-04-16,immediate,ag,5781
2019-04-16,immediate,ai,79
2019-04-16,immediate,ar,229
2019-04-16,immediate,be,5261
2019-04-16,immediate,bl,2092
2019-04-16,immediate,bs,2224
2019-04-16,immediate,fr,3503
2019-04-16,immediate,ge,8604
2019-04-16,immediate,gl,214
2019-04-16,immediate,gr,1192
2019-04-16,immediate,ju,918
2019-04-16,immediate,lu,2126
2019-04-16,immediate,ne,2826
2019-04-16,immediate,nw,91
2019-04-16,immediate,ow,65
2019-04-16,immediate,sg,2383
2019-04-16,immediate,sh,936
2019-04-16,immediate,so,1703
2019-04-16,immediate,sz,622
2019-04-16,immediate,tg,1445
2019-04-16,immediate,ti,4540
2019-04-16,immediate,tot,78492
2019-04-16,immediate,ur,214
2019-04-16,immediate,vd,10794
2019-04-16,immediate,vs,4937
2019-04-16,immediate,zg,608
2019-04-16,immediate,zh,14875
2019-04-16,tot,ag,11700
2019-04-16,tot,ai,114
2019-04-16,tot,ar,649
2019-04-16,tot,be,10687
2019-04-16,tot,bl,4162
2019-04-16,tot,bs,3574
2019-04-16,tot,fr,6475
2019-04-16,tot,ge,13077
2019-04-16,tot,gl,467
2019-04-16,tot,gr,2204
2019-04-16,tot,ju,1684
2019-04-16,tot,lu,4897
2019-04-16,tot,ne,4549
2019-04-16,tot,nw,302
2019-04-16,tot,ow,233
2019-04-16,tot,sg,7570
2019-04-16,tot,sh,1619
2019-04-16,tot,so,4002
2019-04-16,tot,sz,1641
2019-04-16,tot,tg,4010
2019-04-16,tot,ti,8274
2019-04-16,tot,tot,148923
2019-04-16,tot,ur,297
2019-04-16,tot,vd,20828
2019-04-16,tot,vs,7474
2019-04-16,tot,zg,2069
2019-04-16,tot,zh,25990
2019-04-17,immediate,ag,5797
2019-04-17,immediate,ai,81
2019-04-17,immediate,ar,228
2019-04-17,immediate,be,5242
2019-04-17,immediate,bl,2081
2019-04-17,immediate,bs,2216
2019-04-17,immediate,fr,3502
2019-04-17,immediate,ge,8594
2019-04-17,immediate,gl,214
2019-04-17,immediate,gr,1211
2019-04-17,immediate,ju,920
2019-04-17,immediate,lu,2128
2019-04-17,immediate,ne,2826
2019-04-17,immediate,nw,88
2019-04-17,immediate,ow,64
2019-04-17,immediate,sg,2383
2019-04-17,immediate,sh,935
2019-04-17,immediate,so,1693
2019-04-17,immediate,sz,620
2019-04-17,immediate,tg,1435
2019-04-17,immediate,ti,4537
2019-04-17,immediate,tot,78433
2019-04-17,immediate,ur,214
2019-04-17,immediate,vd,10789
2019-04-17,immediate,vs,4939
2019-04-17,immediate,zg,612
2019-04-17,immediate,zh,14852
2019-04-17,tot,ag,11713
2019-04-17,tot,ai,117
2019-04-17,tot,ar,652
2019-04-17,tot,be,10665
2019-04-17,tot,bl,4144
2019-04-17,tot,bs,3568
2019-04-17,tot,fr,6474
2019-04-17,tot,ge,13067
2019-04-17,tot,gl,467
2019-04-17,tot,gr,2235
2019-04-17,tot,ju,1685
2019-04-17,tot,lu,4898
2019-04-17,tot,ne,4555
2019-04-17,tot,nw,298
2019-04-17,tot,ow,232
2019-04-17,tot,sg,7578
2019-04-17,tot,sh,1624
2019-04-17,tot,so,3990
2019-04-17,tot,sz,1644
2019-04-17,tot,tg,4000
2019-04-17,tot,ti,8258
2019-04-17,tot,tot,148899
2019-04-17,tot,ur,298
2019-04-17,tot,vd,20828
2019-04-17,tot,vs,7471
2019-04-17,tot,zg,2076
2019-04-17,tot,zh,25985
2019-04-19,immediate,ag,5779
2019-04-19,immediate,ai,81
2019-04-19,immediate,ar,226
2019-04-19,immediate,be,5228
2019-04-19,immediate,bl,2080
2019-04-19,immediate,bs,2213
2019-04-19,immediate,fr,3472
2019-04-19,immediate,ge,8562
2019-04-19,immediate,gl,214
2019-04-19,immediate,gr,1251
2019-04-19,immediate,ju,921
2019-04-19,immediate,lu,2135
2019-04-19,immediate,ne,2810
2019-04-19,immediate,nw,85
2019-04-19,immediate,ow,62
2019-04-19,immediate,sg,2394
2019-04-19,immediate,sh,934
2019-04-19,immediate,so,1696
2019-04-19,immediate,sz,615
2019-04-19,immediate,tg,1432
2019-04-19,immediate,ti,4530
2019-04-19,immediate,tot,78328
2019-04-19,immediate,ur,214
2019-04-19,immediate,vd,10810
2019-04-19,immediate,vs,4918
2019-04-19,immediate,zg,604
2019-04-19,immediate,zh,14830
2019-04-19,tot,ag,11704
2019-04-19,tot,ai,116
2019-04-19,tot,ar,651
2019-04-19,tot,be,10642
2019-04-19,tot,bl,4156
2019-04-19,tot,bs,3566
2019-04-19,tot,fr,6444
2019-04-19,tot,ge,13053
2019-04-19,tot,gl,468
2019-04-19,tot,gr,2285
2019-04-19,tot,ju,1686
2019-04-19,tot,lu,4910
2019-04-19,tot,ne,4537
2019-04-19,tot,nw,298
2019-04-19,tot,ow,231
2019-04-19,tot,sg,7597
2019-04-19,tot,sh,1622
2019-04-19,tot,so,3994
2019-04-19,tot,sz,1643
2019-04-19,tot,tg,3995
2019-04-19,tot,ti,8242
2019-04-19,tot,tot,148916
2019-04-19,tot,ur,299
2019-04-19,tot,vd,20877
2019-04-19,tot,vs,7456
2019-04-19,tot,zg,2076
2019-04-19,tot,zh,25991
2019-04-21,immediate,ag,5778
2019-04-21,immediate,ai,81
2019-04-21,immediate,ar,226
2019-04-21,immediate,be,5229
2019-04-21,immediate,bl,2080
2019-04-21,immediate,bs,2215
2019-04-21,immediate,fr,3472
2019-04-21,immediate,ge,8592
2019-04-21,immediate,gl,214
2019-04-21,immediate,gr,1251
2019-04-21,immediate,ju,921
2019-04-21,immediate,lu,2135
2019-04-21,immediate,ne,2814
2019-04-21,immediate,nw,85
2019-04-21,immediate,ow,62
2019-04-21,immediate,sg,2397
2019-04-21,immediate,sh,934
2019-04-21,immediate,so,1696
2019-04-21,immediate,sz,617
2019-04-21,immediate,tg,1433
2019-04-21,immediate,ti,4522
2019-04-21,immediate,tot,78422
2019-04-21,immediate,ur,214
2019-04-21,immediate,vd,10809
2019-04-21,immediate,vs,4928
2019-04-21,immediate,zg,606
2019-04-21,immediate,zh,14879
2019-04-21,tot,ag,11703
2019-04-21,tot,ai,116
2019-04-21,tot,ar,651
2019-04-21,tot,be,10642
2019-04-21,tot,bl,4156
2019-04-21,tot,bs,3568
2019-04-21,tot,fr,6444
2019-04-21,tot,ge,13099
2019-04-21,tot,gl,468
2019-04-21,tot,gr,2285
2019-04-21,tot,ju,1686
