time,sa,value
2017-09-15,sa,110.6
2017-09-16,nsa,50.4
2017-09-16,sa,110.7
2017-09-17,nsa,16.6
2017-09-17,sa,110.2
2017-09-18,nsa,136.3
2017-09-18,sa,110.2
2017-09-19,nsa,161
2017-09-19,sa,111
2017-09-20,nsa,162.3
2017-09-20,sa,111.1
2017-09-21,nsa,154.9
2017-09-21,sa,110.9
2017-09-22,nsa,132.3
2017-09-22,sa,111.5
2017-09-23,nsa,50.8
2017-09-23,sa,110.1
2017-09-24,nsa,16.7
2017-09-24,sa,110.8
2017-09-25,nsa,138.4
2017-09-25,sa,111.3
2017-09-26,nsa,162.6
2017-09-26,sa,111.2
2017-09-27,nsa,163.7
2017-09-27,sa,110.9
2017-09-28,nsa,159.1
2017-09-28,sa,112.8
2017-09-29,nsa,132.8
2017-09-29,sa,110.8
2017-09-30,nsa,53.1
2017-09-30,sa,110.6
2017-10-01,nsa,17.1
2017-10-01,sa,109.4
2017-10-02,nsa,113.6
2017-10-02,sa,97.3
2017-10-03,nsa,35
2017-10-03,sa,104.4
2017-10-04,nsa,169.9
2017-10-04,sa,113.9
2017-10-05,nsa,164.8
2017-10-05,sa,112.4
2017-10-06,nsa,139.4
2017-10-06,sa,114.2
2017-10-07,nsa,55.7
2017-10-07,sa,111.2
2017-10-08,nsa,16.8
2017-10-08,sa,110.3
2017-10-09,nsa,138.1
2017-10-09,sa,110.3
2017-10-10,nsa,163.3
2017-10-10,sa,111.1
2017-10-11,nsa,166.4
2017-10-11,sa,112.2
2017-10-12,nsa,160.7
2017-10-12,sa,111.8
2017-10-13,nsa,135.3
2017-10-13,sa,111.9
2017-10-14,nsa,52.1
2017-10-14,sa,109.4
2017-10-15,nsa,16.6
2017-10-15,sa,112.4
2017-10-16,nsa,139.7
2017-10-16,sa,112.4
2017-10-17,nsa,164.6
2017-10-17,sa,113
2017-10-18,nsa,164.9
2017-10-18,sa,111.4
2017-10-19,nsa,161.2
2017-10-19,sa,112.6
2017-10-20,nsa,135.6
2017-10-20,sa,112.4
2017-10-21,nsa,52.5
2017-10-21,sa,108.9
2017-10-22,nsa,17
2017-10-22,sa,112.3
2017-10-23,nsa,142.1
2017-10-23,sa,113.1
2017-10-24,nsa,164
2017-10-24,sa,112.4
2017-10-25,nsa,166.9
2017-10-25,sa,112.4
2017-10-26,nsa,160.9
2017-10-26,sa,112.9
2017-10-27,nsa,137.3
2017-10-27,sa,113.1
2017-10-28,nsa,57.9
2017-10-28,sa,116.9
2017-10-29,nsa,17.9
2017-10-29,sa,112.9
2017-10-30,nsa,109.9
2017-10-30,sa,87.6
2017-10-31,nsa,27
2017-10-31,sa,107.3
2017-11-01,nsa,74.1
2017-11-01,sa,110.4
2017-11-02,nsa,159.3
2017-11-02,sa,112.6
2017-11-03,nsa,144.3
2017-11-03,sa,117.5
2017-11-04,nsa,57.9
2017-11-04,sa,115.5
2017-11-05,nsa,17.8
2017-11-05,sa,111.9
2017-11-06,nsa,144.3
2017-11-06,sa,112.7
2017-11-07,nsa,168.7
2017-11-07,sa,113.9
2017-11-08,nsa,170.2
2017-11-08,sa,113
2017-11-09,nsa,164.3
2017-11-09,sa,113.1
2017-11-10,nsa,138.6
2017-11-10,sa,113.1
2017-11-11,nsa,53.3
2017-11-11,sa,112.4
2017-11-12,nsa,16.8
2017-11-12,sa,116.2
2017-11-13,nsa,142.6
2017-11-13,sa,113.2
2017-11-14,nsa,165.8
2017-11-14,sa,112.2
2017-11-15,nsa,168
2017-11-15,sa,112.2
2017-11-16,nsa,161.7
2017-11-16,sa,111.9
2017-11-17,nsa,137.7
2017-11-17,sa,112
2017-11-18,nsa,53
2017-11-18,sa,112.8
2017-11-19,nsa,17.4
2017-11-19,sa,112.1
2017-11-20,nsa,142
2017-11-20,sa,111.9
2017-11-21,nsa,165.8
2017-11-21,sa,111.7
2017-11-22,nsa,166.1
2017-11-22,sa,109.7
2017-11-23,nsa,162.6
2017-11-23,sa,112
2017-11-24,nsa,137.4
2017-11-24,sa,111.8
2017-11-25,nsa,52.9
2017-11-25,sa,111.3
2017-11-26,nsa,18.1
2017-11-26,sa,112.4
2017-11-27,nsa,142.6
2017-11-27,sa,112
2017-11-28,nsa,166.8
2017-11-28,sa,112.2
2017-11-29,nsa,168.1
2017-11-29,sa,111.8
2017-11-30,nsa,162.3
2017-11-30,sa,111.8
2017-12-01,nsa,136.9
2017-12-01,sa,111.1
2017-12-02,nsa,53.6
2017-12-02,sa,111.5
2017-12-03,nsa,17.3
2017-12-03,sa,111.4
2017-12-04,nsa,141.9
2017-12-04,sa,111.2
2017-12-05,nsa,167.2
2017-12-05,sa,111.5
2017-12-06,nsa,169
2017-12-06,sa,112.3
2017-12-07,nsa,162.6
2017-12-07,sa,110.8
2017-12-08,nsa,135.2
2017-12-08,sa,110.2
2017-12-09,nsa,53.5
2017-12-09,sa,111.9
2017-12-10,nsa,16.6
2017-12-10,sa,110.7
2017-12-11,nsa,138.2
2017-12-11,sa,108.8
2017-12-12,nsa,167
2017-12-12,sa,111.2
2017-12-13,nsa,167.7
2017-12-13,sa,110.4
2017-12-14,nsa,164.6
2017-12-14,sa,110
2017-12-15,nsa,138.9
2017-12-15,sa,111.1
2017-12-16,nsa,57.9
2017-12-16,sa,114
2017-12-17,nsa,18.9
2017-12-17,sa,112
2017-12-18,nsa,140.8
2017-12-18,sa,113.6
2017-12-19,nsa,161.3
2017-12-19,sa,112.2
2017-12-20,nsa,154.9
2017-12-20,sa,110.9
2017-12-21,nsa,137.6
2017-12-21,sa,124.6
2017-12-22,nsa,95.3
2017-12-22,sa,108.6
2017-12-23,nsa,26.6
2017-12-23,sa,113.4
2017-12-24,nsa,3.4
2017-12-24,sa,129.9
2017-12-25,nsa,4
2017-12-25,sa,108
2017-12-26,nsa,9.8
2017-12-26,sa,93.5
2017-12-27,nsa,68.2
2017-12-27,sa,109.1
2017-12-28,nsa,74.1
2017-12-28,sa,105.7
2017-12-29,nsa,60.6
2017-12-29,sa,105.1
2017-12-30,nsa,21.7
2017-12-30,sa,111.4
2017-12-31,nsa,4.5
2017-12-31,sa,140.9
2018-01-01,nsa,8.1
2018-01-01,sa,101.1
2018-01-02,nsa,85.3
2018-01-02,sa,117.2
2018-01-03,nsa,116
2018-01-03,sa,128.5
2018-01-04,nsa,122.1
2018-01-04,sa,127.1
2018-01-05,nsa,106.5
2018-01-05,sa,122.2
2018-01-06,nsa,42.9
2018-01-06,sa,106
2018-01-07,nsa,15.1
2018-01-07,sa,124.5
2018-01-08,nsa,128.8
2018-01-08,sa,110.4
2018-01-09,nsa,153.4
2018-01-09,sa,111.4
2018-01-10,nsa,155.7
2018-01-10,sa,112.2
2018-01-11,nsa,152.6
2018-01-11,sa,111
2018-01-12,nsa,127.6
2018-01-12,sa,110.1
2018-01-13,nsa,48.8
2018-01-13,sa,111.5
2018-01-14,nsa,15.5
2018-01-14,sa,111.2
2018-01-15,nsa,136.9
2018-01-15,sa,110.9
2018-01-16,nsa,158
2018-01-16,sa,110.1
2018-01-17,nsa,156.3
2018-01-17,sa,109.6
2018-01-18,nsa,150
2018-01-18,sa,107.4
2018-01-19,nsa,130
2018-01-19,sa,112.2
2018-01-20,nsa,50.8
2018-01-20,sa,112.3
2018-01-21,nsa,15.7
2018-01-21,sa,111.7
2018-01-22,nsa,137.7
2018-01-22,sa,111.2
2018-01-23,nsa,160.8
2018-01-23,sa,112.4
2018-01-24,nsa,159.8
2018-01-24,sa,112.6
2018-01-25,nsa,156.1
2018-01-25,sa,112.9
2018-01-26,nsa,129.9
2018-01-26,sa,112.8
2018-01-27,nsa,49.1
2018-01-27,sa,111.7
2018-01-28,nsa,15.1
2018-01-28,sa,112.1
2018-01-29,nsa,139.9
2018-01-29,sa,113.3
2018-01-30,nsa,161.1
2018-01-30,sa,113
2018-01-31,nsa,160.6
2018-01-31,sa,113
2018-02-01,nsa,155.2
2018-02-01,sa,112.5
2018-02-02,nsa,128.1
2018-02-02,sa,111.6
2018-02-03,nsa,49.3
2018-02-03,sa,111.8
2018-02-04,nsa,14.8
2018-02-04,sa,112.2
2018-02-05,nsa,138.2
2018-02-05,sa,111.6
2018-02-06,nsa,160
2018-02-06,sa,111.4
2018-02-07,nsa,159.5
2018-02-07,sa,111.3
2018-02-08,nsa,153.7
2018-02-08,sa,110.9
2018-02-09,nsa,127.2
2018-02-09,sa,110.7
2018-02-10,nsa,49
2018-02-10,sa,111.6
2018-02-11,nsa,14.2
2018-02-11,sa,111.5
2018-02-12,nsa,129.4
2018-02-12,sa,110.7
2018-02-13,nsa,154.9
2018-02-13,sa,111.3
2018-02-14,nsa,159
2018-02-14,sa,110.8
2018-02-15,nsa,152.7
2018-02-15,sa,110.3
2018-02-16,nsa,129.1
2018-02-16,sa,111.7
2018-02-17,nsa,50.1
2018-02-17,sa,111.1
2018-02-18,nsa,13.7
2018-02-18,sa,111.1
2018-02-19,nsa,139.4
2018-02-19,sa,111.2
2018-02-20,nsa,160.9
2018-02-20,sa,111.3
2018-02-21,nsa,161.7
2018-02-21,sa,111.7
2018-02-22,nsa,154.7
2018-02-22,sa,111
2018-02-23,nsa,128.5
2018-02-23,sa,110.3
2018-02-24,nsa,51.4
2018-02-24,sa,111.4
2018-02-25,nsa,13.3
2018-02-25,sa,110.9
2018-02-26,nsa,136.9
2018-02-26,sa,108.7
2018-02-27,nsa,156.7
2018-02-27,sa,107.3
2018-02-28,nsa,157.2
2018-02-28,sa,106.4
2018-03-01,nsa,151
2018-03-01,sa,106.8
2018-03-02,nsa,125.4
2018-03-02,sa,106.2
2018-03-03,nsa,51.7
2018-03-03,sa,110.4
2018-03-04,nsa,12.9
2018-03-04,sa,110.1
2018-03-05,nsa,137.7
2018-03-05,sa,107.8
2018-03-06,nsa,161.4
2018-03-06,sa,110.1
2018-03-07,nsa,162.7
2018-03-07,sa,110
2018-03-08,nsa,157.1
2018-03-08,sa,110.5
2018-03-09,nsa,132.6
2018-03-09,sa,111.3
2018-03-10,nsa,53
2018-03-10,sa,111.1
2018-03-11,nsa,12.1
2018-03-11,sa,110.4
2018-03-12,nsa,142.4
2018-03-12,sa,111.7
2018-03-13,nsa,163.9
2018-03-13,sa,111.8
2018-03-14,nsa,165.9
2018-03-14,sa,112
2018-03-15,nsa,160.2
2018-03-15,sa,111.5
2018-03-16,nsa,133.4
2018-03-16,sa,111.2
2018-03-17,nsa,54.6
2018-03-17,sa,111.2
2018-03-18,nsa,12.2
2018-03-18,sa,110.5
2018-03-19,nsa,143.3
2018-03-19,sa,111
2018-03-20,nsa,164.1
2018-03-20,sa,111.1
2018-03-21,nsa,166.7
2018-03-21,sa,111.6
2018-03-22,nsa,162.2
2018-03-22,sa,111.4
2018-03-23,nsa,138.6
2018-03-23,sa,114.4
2018-03-24,nsa,59.3
2018-03-24,sa,113.7
2018-03-25,nsa,13
2018-03-25,sa,111.7
2018-03-26,nsa,150.5
2018-03-26,sa,116.7
2018-03-27,nsa,169.5
2018-03-27,sa,114.9
2018-03-28,nsa,165.5
2018-03-28,sa,110.9
2018-03-29,nsa,138.2
2018-03-29,sa,107.2
2018-03-30,nsa,22
2018-03-30,sa,100.3
2018-03-31,nsa,40
2018-03-31,sa,108.4
2018-04-01,nsa,4.3
2018-04-01,sa,113.5
2018-04-02,nsa,12.4
2018-04-02,sa,99
2018-04-03,nsa,139.4
2018-04-03,sa,104.9
2018-04-04,nsa,166
2018-04-04,sa,110.8
2018-04-05,nsa,166
2018-04-05,sa,114.7
2018-04-06,nsa,140.8
2018-04-06,sa,115.1
2018-04-07,nsa,63.1
2018-04-07,sa,112
2018-04-08,nsa,12.3
2018-04-08,sa,111.2
2018-04-09,nsa,143.9
2018-04-09,sa,111.1
2018-04-10,nsa,166.3
2018-04-10,sa,108.3
2018-04-11,nsa,167.8
2018-04-11,sa,111.5
2018-04-12,nsa,162.7
2018-04-12,sa,111.5
2018-04-13,nsa,137.2
2018-04-13,sa,112.4
2018-04-14,nsa,55.9
2018-04-14,sa,106.7
2018-04-15,nsa,12.4
2018-04-15,sa,112.6
2018-04-16,nsa,144.5
2018-04-16,sa,112.2
2018-04-17,nsa,169.8
2018-04-17,sa,114.3
2018-04-18,nsa,170.1
2018-04-18,sa,117.6
2018-04-19,nsa,164.2
2018-04-19,sa,115.3
2018-04-20,nsa,138.4
2018-04-20,sa,112
2018-04-21,nsa,57.9
2018-04-21,sa,106.7
2018-04-22,nsa,12.5
2018-04-22,sa,114.1
2018-04-23,nsa,146.4
2018-04-23,sa,113.7
2018-04-24,nsa,170.5
2018-04-24,sa,111.6
2018-04-25,nsa,171.9
2018-04-25,sa,117.6
2018-04-26,nsa,162.2
2018-04-26,sa,110.4
2018-04-27,nsa,137.5
2018-04-27,sa,111.2
2018-04-28,nsa,55.8
2018-04-28,sa,108.3
2018-04-29,nsa,12.3
2018-04-29,sa,112.7
2018-04-30,nsa,116.9
2018-04-30,sa,111.7
2018-05-01,nsa,24
2018-05-01,sa,89.2
2018-05-02,nsa,161.6
2018-05-02,sa,118.6
2018-05-03,nsa,163.4
2018-05-03,sa,113.5
2018-05-04,nsa,139.8
2018-05-04,sa,116.5
2018-05-05,nsa,61.2
2018-05-05,sa,111.3
2018-05-06,nsa,12.8
2018-05-06,sa,113.2
2018-05-07,nsa,146.2
2018-05-07,sa,113
2018-05-08,nsa,171.2
2018-05-08,sa,111.1
2018-05-09,nsa,154.8
2018-05-09,sa,118.5
2018-05-10,nsa,27.6
2018-05-10,sa,104.5
2018-05-11,nsa,129.9
2018-05-11,sa,118.9
2018-05-12,nsa,59.3
2018-05-12,sa,111.1
2018-05-13,nsa,12.1
2018-05-13,sa,112.3
2018-05-14,nsa,145
2018-05-14,sa,111.9
2018-05-15,nsa,171.7
2018-05-15,sa,112
2018-05-16,nsa,171.9
2018-05-16,sa,120.2
2018-05-17,nsa,166
2018-05-17,sa,112.6
2018-05-18,nsa,138.3
2018-05-18,sa,112
2018-05-19,nsa,60.5
2018-05-19,sa,112.5
2018-05-20,nsa,6.3
2018-05-20,sa,113.9
2018-05-21,nsa,15
2018-05-21,sa,107.4
2018-05-22,nsa,153.5
2018-05-22,sa,109.1
2018-05-23,nsa,177.8
2018-05-23,sa,119.2
2018-05-24,nsa,170.4
2018-05-24,sa,117.1
2018-05-25,nsa,143.9
2018-05-25,sa,118.2
2018-05-26,nsa,63.2
2018-05-26,sa,116.1
2018-05-27,nsa,12.6
2018-05-27,sa,112.1
2018-05-28,nsa,146.7
2018-05-28,sa,113.2
2018-05-29,nsa,170.6
2018-05-29,sa,113.6
2018-05-30,nsa,160.7
2018-05-30,sa,106.5
2018-05-31,nsa,71
2018-05-31,sa,103.4
2018-06-01,nsa,131.7
2018-06-01,sa,113.4
2018-06-02,nsa,56.7
2018-06-02,sa,111.7
2018-06-03,nsa,11.7
2018-06-03,sa,112.8
2018-06-04,nsa,143.7
2018-06-04,sa,112.6
2018-06-05,nsa,168.2
2018-06-05,sa,112.4
2018-06-06,nsa,167.9
2018-06-06,sa,112.4
2018-06-07,nsa,162.3
2018-06-07,sa,112.6
2018-06-08,nsa,137.8
2018-06-08,sa,111.7
2018-06-09,nsa,57.8
2018-06-09,sa,112.4
2018-06-10,nsa,12.1
2018-06-10,sa,111.9
2018-06-11,nsa,143.7
2018-06-11,sa,111.3
2018-06-12,nsa,166.9
2018-06-12,sa,109.9
2018-06-13,nsa,168.4
2018-06-13,sa,111.1
2018-06-14,nsa,162.7
2018-06-14,sa,114.2
2018-06-15,nsa,135.2
2018-06-15,sa,110.7
2018-06-16,nsa,54.7
2018-06-16,sa,111.6
2018-06-17,nsa,11.9
2018-06-17,sa,111.4
2018-06-18,nsa,143.5
2018-06-18,sa,112.2
2018-06-19,nsa,166.3
2018-06-19,sa,113.4
2018-06-20,nsa,166
2018-06-20,sa,113.4
2018-06-21,nsa,158
2018-06-21,sa,111.4
2018-06-22,nsa,134.3
2018-06-22,sa,112.3
2018-06-23,nsa,54.8
2018-06-23,sa,112.5
2018-06-24,nsa,11.4
2018-06-24,sa,111.3
2018-06-25,nsa,142.5
2018-06-25,sa,112.3
2018-06-26,nsa,164.8
2018-06-26,sa,112.3
2018-06-27,nsa,163.9
2018-06-27,sa,112
2018-06-28,nsa,157.1
2018-06-28,sa,112.1
2018-06-29,nsa,133.2
2018-06-29,sa,111.9
2018-06-30,nsa,53.1
2018-06-30,sa,112.2
2018-07-01,nsa,11.6
2018-07-01,sa,112.7
2018-07-02,nsa,138.4
2018-07-02,sa,110.6
2018-07-03,nsa,163.1
2018-07-03,sa,112
2018-07-04,nsa,162.9
2018-07-04,sa,112.9
2018-07-05,nsa,156.1
2018-07-05,sa,112.7
2018-07-06,nsa,132.9
2018-07-06,sa,115.5
2018-07-07,nsa,42.6
2018-07-07,sa,105.1
2018-07-08,nsa,11.5
2018-07-08,sa,112.3
2018-07-09,nsa,139.8
2018-07-09,sa,112.3
2018-07-10,nsa,161.2
2018-07-10,sa,112.3
2018-07-11,nsa,161.4
2018-07-11,sa,112.5
2018-07-12,nsa,154.8
2018-07-12,sa,112.8
2018-07-13,nsa,130
2018-07-13,sa,113.1
2018-07-14,nsa,41.6
2018-07-14,sa,105.9
2018-07-15,nsa,11.5
2018-07-15,sa,112.6
2018-07-16,nsa,137.8
2018-07-16,sa,111.7
2018-07-17,nsa,158.6
2018-07-17,sa,111.8
2018-07-18,nsa,159.3
2018-07-18,sa,112.6
2018-07-19,nsa,152.2
2018-07-19,sa,112.2
2018-07-20,nsa,126.7
2018-07-20,sa,112.1
2018-07-21,nsa,40.3
2018-07-21,sa,109.2
2018-07-22,nsa,11.2
2018-07-22,sa,113.2
2018-07-23,nsa,136.2
2018-07-23,sa,112.2
2018-07-24,nsa,154.7
2018-07-24,sa,111.2
2018-07-25,nsa,153.3
2018-07-25,sa,110.5
2018-07-26,nsa,146.7
2018-07-26,sa,110
2018-07-27,nsa,122.3
2018-07-27,sa,110.5
2018-07-28,nsa,38.9
2018-07-28,sa,110
2018-07-29,nsa,10.9
2018-07-29,sa,112.7
2018-07-30,nsa,131.6
2018-07-30,sa,110.7
2018-07-31,nsa,149.8
2018-07-31,sa,110.8
2018-08-01,nsa,149.8
2018-08-01,sa,110.8
2018-08-02,nsa,144.2
2018-08-02,sa,111.4
2018-08-03,nsa,120
2018-08-03,sa,111.5
2018-08-04,nsa,37.4
2018-08-04,sa,111
2018-08-05,nsa,10.9
2018-08-05,sa,112.9
2018-08-06,nsa,130.5
2018-08-06,sa,111.8
2018-08-07,nsa,149.5
2018-08-07,sa,111.5
2018-08-08,nsa,149.8
2018-08-08,sa,111.8
2018-08-09,nsa,142.7
2018-08-09,sa,110.8
2018-08-10,nsa,119.9
2018-08-10,sa,112.2
2018-08-11,nsa,38.2
2018-08-11,sa,112.4
2018-08-12,nsa,10.9
2018-08-12,sa,114
2018-08-13,nsa,129.9
2018-08-13,sa,112.2
2018-08-14,nsa,146.3
2018-08-14,sa,111.5
2018-08-15,nsa,134.5
2018-08-15,sa,114.2
2018-08-16,nsa,133.6
2018-08-16,sa,109
2018-08-17,nsa,118.4
2018-08-17,sa,112
2018-08-18,nsa,37.6
2018-08-18,sa,110
2018-08-19,nsa,10.6
2018-08-19,sa,114
2018-08-20,nsa,131.3
2018-08-20,sa,112.2
2018-08-21,nsa,150.8
2018-08-21,sa,110.2
2018-08-22,nsa,151.9
2018-08-22,sa,111.3
2018-08-23,nsa,147.4
2018-08-23,sa,111.6
2018-08-24,nsa,122.3
2018-08-24,sa,111.5
2018-08-25,nsa,40.1
2018-08-25,sa,106.8
2018-08-26,nsa,11.1
2018-08-26,sa,112.8
2018-08-27,nsa,136.5
2018-08-27,sa,114.3
2018-08-28,nsa,156.3
2018-08-28,sa,111.4
2018-08-29,nsa,156.5
2018-08-29,sa,112
2018-08-30,nsa,150.6
2018-08-30,sa,111.4
2018-08-31,nsa,125.5
2018-08-31,sa,112.4
2018-09-01,nsa,48.9
2018-09-01,sa,111.5
2018-09-02,nsa,11
2018-09-02,sa,111
2018-09-03,nsa,136.1
2018-09-03,sa,110.5
2018-09-04,nsa,159.6
2018-09-04,sa,111.7
2018-09-05,nsa,161.5
2018-09-05,sa,113.2
2018-09-06,nsa,154.9
2018-09-06,sa,111.8
2018-09-07,nsa,129.9
2018-09-07,sa,111.9
2018-09-08,nsa,51.9
2018-09-08,sa,112.3
2018-09-09,nsa,11.2
2018-09-09,sa,111.7
2018-09-10,nsa,140.4
2018-09-10,sa,112.9
2018-09-11,nsa,161.9
2018-09-11,sa,112.4
2018-09-12,nsa,162.4
2018-09-12,sa,112.8
2018-09-13,nsa,157.3
2018-09-13,sa,112.8
2018-09-14,nsa,131.5
2018-09-14,sa,112.3
2018-09-15,nsa,53.1
2018-09-15,sa,112.1
2018-09-16,nsa,11.2
2018-09-16,sa,112.3
2018-09-17,nsa,141.1
2018-09-17,sa,112.1
2018-09-18,nsa,162.1
2018-09-18,sa,111.6
2018-09-19,nsa,162.3
2018-09-19,sa,111.2
2018-09-20,nsa,158.1
2018-09-20,sa,112.2
2018-09-21,nsa,133.1
2018-09-21,sa,112.5
2018-09-22,nsa,53.9
2018-09-22,sa,111.9
2018-09-23,nsa,11.1
2018-09-23,sa,112.4
2018-09-24,nsa,142
2018-09-24,sa,112.2
2018-09-25,nsa,164.6
2018-09-25,sa,112.6
2018-09-26,nsa,166.3
2018-09-26,sa,113.6
2018-09-27,nsa,158.8
2018-09-27,sa,111.6
2018-09-28,nsa,134.5
2018-09-28,sa,112
2018-09-29,nsa,56
2018-09-29,sa,113
2018-09-30,nsa,11.6
2018-09-30,sa,112.5
2018-10-01,nsa,144.9
2018-10-01,sa,112.5
2018-10-02,nsa,159.9
2018-10-02,sa,115.1
2018-10-03,nsa,27.6
2018-10-03,sa,115.4
2018-10-04,nsa,174.8
2018-10-04,sa,124.6
2018-10-05,nsa,143.5
2018-10-05,sa,116.6
2018-10-06,nsa,57.9
2018-10-06,sa,111.8
2018-10-07,nsa,11.4
2018-10-07,sa,111.4
2018-10-08,nsa,144.4
2018-10-08,sa,112.3
2018-10-09,nsa,167.6
2018-10-09,sa,112.8
2018-10-10,nsa,167.7
2018-10-10,sa,112.7
2018-10-11,nsa,162
2018-10-11,sa,113.1
2018-10-12,nsa,136
2018-10-12,sa,112.7
2018-10-13,nsa,56.7
2018-10-13,sa,112.7
2018-10-14,nsa,11.3
2018-10-14,sa,114.2
2018-10-15,nsa,143.7
2018-10-15,sa,113.4
2018-10-16,nsa,168.1
2018-10-16,sa,113.7
2018-10-17,nsa,168.2
2018-10-17,sa,113.6
2018-10-18,nsa,162
2018-10-18,sa,113.7
2018-10-19,nsa,137.2
2018-10-19,sa,113.9
2018-10-20,nsa,54.9
2018-10-20,sa,111.6
2018-10-21,nsa,11.5
2018-10-21,sa,114.1
2018-10-22,nsa,145.3
2018-10-22,sa,114
2018-10-23,nsa,169.4
2018-10-23,sa,113.6
2018-10-24,nsa,166.4
2018-10-24,sa,111.7
2018-10-25,nsa,163.1
2018-10-25,sa,113.9
2018-10-26,nsa,136
2018-10-26,sa,113.2
2018-10-27,nsa,57.8
2018-10-27,sa,115.1
2018-10-28,nsa,12.1
2018-10-28,sa,114
2018-10-29,nsa,149.8
2018-10-29,sa,118.2
2018-10-30,nsa,164.7
2018-10-30,sa,116.7
2018-10-31,nsa,113.3
2018-10-31,sa,105.9
2018-11-01,nsa,74
2018-11-01,sa,104
2018-11-02,nsa,125.3
2018-11-02,sa,123.8
2018-11-03,nsa,53.4
2018-11-03,sa,109.6
2018-11-04,nsa,11.3
2018-11-04,sa,112.5
2018-11-05,nsa,147.3
2018-11-05,sa,113.6
2018-11-06,nsa,171.9
2018-11-06,sa,114.1
2018-11-07,nsa,171.9
2018-11-07,sa,114.3
2018-11-08,nsa,166.8
2018-11-08,sa,114.9
2018-11-09,nsa,141.5
2018-11-09,sa,114.9
2018-11-10,nsa,56.9
2018-11-10,sa,114.9
2018-11-11,nsa,11.7
2018-11-11,sa,114.7
2018-11-12,nsa,148.3
2018-11-12,sa,118.8
2018-11-13,nsa,167.5
2018-11-13,sa,111.6
2018-11-14,nsa,170.8
2018-11-14,sa,114.5
2018-11-15,nsa,165.1
2018-11-15,sa,114.5
2018-11-16,nsa,140.2
2018-11-16,sa,115.6
2018-11-17,nsa,56.9
2018-11-17,sa,115.1
2018-11-18,nsa,11.9
2018-11-18,sa,115.8
2018-11-19,nsa,149.7
2018-11-19,sa,115.6
2018-11-20,nsa,171.9
2018-11-20,sa,114.8
2018-11-21,nsa,170.6
2018-11-21,sa,113.1
2018-11-22,nsa,166.7
2018-11-22,sa,115.2
2018-11-23,nsa,139.9
2018-11-23,sa,114.8
2018-11-24,nsa,56.7
2018-11-24,sa,115
2018-11-25,nsa,12.1
2018-11-25,sa,115.1
2018-11-26,nsa,150.2
2018-11-26,sa,115.8
2018-11-27,nsa,173.4
2018-11-27,sa,115.4
2018-11-28,nsa,173.9
2018-11-28,sa,115.6
2018-11-29,nsa,166.7
2018-11-29,sa,114.9
2018-11-30,nsa,139.3
2018-11-30,sa,114.8
2018-12-01,nsa,56.5
2018-12-01,sa,114.8
2018-12-02,nsa,11.8
2018-12-02,sa,114.7
2018-12-03,nsa,148.9
2018-12-03,sa,114.6
2018-12-04,nsa,173.4
2018-12-04,sa,114.7
2018-12-05,nsa,174.9
2018-12-05,sa,115.5
2018-12-06,nsa,168.9
2018-12-06,sa,116.1
2018-12-07,nsa,141
2018-12-07,sa,115.4
2018-12-08,nsa,56.5
2018-12-08,sa,115.5
2018-12-09,nsa,12.1
2018-12-09,sa,116
2018-12-10,nsa,149.9
2018-12-10,sa,116
2018-12-11,nsa,174.8
2018-12-11,sa,116.7
2018-12-12,nsa,174.6
2018-12-12,sa,115.4
2018-12-13,nsa,169.2
2018-12-13,sa,115.7
2018-12-14,nsa,143.3
2018-12-14,sa,116
2018-12-15,nsa,60.4
2018-12-15,sa,116.2
2018-12-16,nsa,12.8
2018-12-16,sa,113.6
2018-12-17,nsa,150.3
2018-12-17,sa,115.4
2018-12-18,nsa,168.5
2018-12-18,sa,111.7
2018-12-19,nsa,163.4
2018-12-19,sa,111.3
2018-12-20,nsa,144.4
2018-12-20,sa,104.2
2018-12-21,nsa,101.6
2018-12-21,sa,106.5
2018-12-22,nsa,32.1
2018-12-22,sa,100.4
2018-12-23,nsa,6.6
2018-12-23,sa,119.6
2018-12-24,nsa,16
2018-12-24,sa,92
2018-12-25,nsa,3.9
2018-12-25,sa,85.8
2018-12-26,nsa,9.4
2018-12-26,sa,88.3
2018-12-27,nsa,62.4
2018-12-27,sa,103
2018-12-28,nsa,61.2
2018-12-28,sa,111
2018-12-29,nsa,25
2018-12-29,sa,110.6
2018-12-30,nsa,6.8
2018-12-30,sa,127.6
2018-12-31,nsa,15.9
2018-12-31,sa,92.1
2019-01-01,nsa,7.9
2019-01-01,sa,83.4
2019-01-02,nsa,82.2
2019-01-02,sa,107.7
2019-01-03,nsa,107.3
2019-01-03,sa,118.3
2019-01-04,nsa,99.1
2019-01-04,sa,118.6
2019-01-05,nsa,46.9
2019-01-05,sa,102.1
2019-01-06,nsa,11.6
2019-01-06,sa,106.5
2019-01-07,nsa,132.9
2019-01-07,sa,119.9
2019-01-08,nsa,157.3
2019-01-08,sa,114.5
2019-01-09,nsa,156
2019-01-09,sa,110.3
2019-01-10,nsa,154.1
2019-01-10,sa,112.5
2019-01-11,nsa,129.1
2019-01-11,sa,113.9
2019-01-12,nsa,53.8
2019-01-12,sa,116.9
2019-01-13,nsa,11.8
2019-01-13,sa,115.6
2019-01-14,nsa,141.6
2019-01-14,sa,114.6
2019-01-15,nsa,165.2
2019-01-15,sa,114.8
2019-01-16,nsa,166.1
2019-01-16,sa,115.3
2019-01-17,nsa,159.3
