time,direction,rnwy,time_frame,value
2020-03-31,arrival,28,0622,0
2020-03-31,arrival,28,2200,0
2020-03-31,arrival,34,0006,0
2020-03-31,arrival,34,0622,4
2020-03-31,arrival,34,2200,0
2020-03-31,arrival,all,total,25
2020-04-01,arrival,14,0006,0
2020-04-01,arrival,14,0622,34
2020-04-01,arrival,14,2200,0
2020-04-01,arrival,16,0006,0
2020-04-01,arrival,16,0622,1
2020-04-01,arrival,16,2200,0
2020-04-01,arrival,28,0006,0
2020-04-01,arrival,28,0622,1
2020-04-01,arrival,28,2200,0
2020-04-01,arrival,34,0006,0
2020-04-01,arrival,34,0622,1
2020-04-01,arrival,34,2200,0
2020-04-01,arrival,all,total,37
2020-04-02,arrival,14,0006,0
2020-04-02,arrival,14,0622,15
2020-04-02,arrival,14,2200,0
2020-04-02,arrival,16,0006,0
2020-04-02,arrival,16,0622,0
2020-04-02,arrival,16,2200,0
2020-04-02,arrival,28,0006,0
2020-04-02,arrival,28,0622,8
2020-04-02,arrival,28,2200,0
2020-04-02,arrival,34,0006,0
2020-04-02,arrival,34,0622,1
2020-04-02,arrival,34,2200,0
2020-04-02,arrival,all,total,24
2020-04-03,arrival,14,0006,0
2020-04-03,arrival,14,0622,29
2020-04-03,arrival,14,2200,0
2020-04-03,arrival,16,0006,0
2020-04-03,arrival,16,0622,3
2020-04-03,arrival,16,2200,0
2020-04-03,arrival,28,0006,0
2020-04-03,arrival,28,0622,1
2020-04-03,arrival,28,2200,1
2020-04-03,arrival,34,0006,0
2020-04-03,arrival,34,0622,2
2020-04-03,arrival,34,2200,0
2020-04-03,arrival,all,total,36
2020-04-04,arrival,14,0006,0
2020-04-04,arrival,14,0622,24
2020-04-04,arrival,14,2200,0
2020-04-04,arrival,16,0006,0
2020-04-04,arrival,16,0622,0
2020-04-04,arrival,16,2200,0
2020-04-04,arrival,28,0006,0
2020-04-04,arrival,28,0622,1
2020-04-04,arrival,28,2200,0
2020-04-04,arrival,34,0006,0
2020-04-04,arrival,34,0622,1
2020-04-04,arrival,34,2200,0
2020-04-04,arrival,all,total,26
2020-04-05,arrival,14,0006,0
2020-04-05,arrival,14,0622,27
2020-04-05,arrival,14,2200,0
2020-04-05,arrival,16,0006,0
2020-04-05,arrival,16,0622,2
2020-04-05,arrival,16,2200,0
2020-04-05,arrival,28,0006,0
2020-04-05,arrival,28,0622,4
2020-04-05,arrival,28,2200,1
2020-04-05,arrival,34,0006,0
2020-04-05,arrival,34,0622,5
2020-04-05,arrival,34,2200,0
2020-04-05,arrival,all,total,39
2020-04-06,arrival,14,0006,0
2020-04-06,arrival,14,0622,20
2020-04-06,arrival,14,2200,0
2020-04-06,arrival,16,0006,0
2020-04-06,arrival,16,0622,0
2020-04-06,arrival,16,2200,0
2020-04-06,arrival,28,0006,0
2020-04-06,arrival,28,0622,2
2020-04-06,arrival,28,2200,0
2020-04-06,arrival,34,0006,0
2020-04-06,arrival,34,0622,0
2020-04-06,arrival,34,2200,0
2020-04-06,arrival,all,total,22
2020-04-07,arrival,14,0006,0
2020-04-07,arrival,14,0622,20
2020-04-07,arrival,14,2200,0
2020-04-07,arrival,16,0006,0
2020-04-07,arrival,16,0622,0
2020-04-07,arrival,16,2200,0
2020-04-07,arrival,28,0006,0
2020-04-07,arrival,28,0622,0
2020-04-07,arrival,28,2200,0
2020-04-07,arrival,34,0006,0
2020-04-07,arrival,34,0622,1
2020-04-07,arrival,34,2200,0
2020-04-07,arrival,all,total,21
2020-04-08,arrival,14,0006,0
2020-04-08,arrival,14,0622,27
2020-04-08,arrival,14,2200,0
2020-04-08,arrival,16,0006,0
2020-04-08,arrival,16,0622,0
2020-04-08,arrival,16,2200,0
2020-04-08,arrival,28,0006,0
2020-04-08,arrival,28,0622,0
2020-04-08,arrival,28,2200,0
2020-04-08,arrival,34,0006,0
2020-04-08,arrival,34,0622,0
2020-04-08,arrival,34,2200,0
2020-04-08,arrival,all,total,27
2020-04-09,arrival,14,0006,0
2020-04-09,arrival,14,0622,24
2020-04-09,arrival,14,2200,0
2020-04-09,arrival,16,0006,0
2020-04-09,arrival,16,0622,0
2020-04-09,arrival,16,2200,0
2020-04-09,arrival,28,0006,1
2020-04-09,arrival,28,0622,1
2020-04-09,arrival,28,2200,0
2020-04-09,arrival,34,0006,0
2020-04-09,arrival,34,0622,1
2020-04-09,arrival,34,2200,0
2020-04-09,arrival,all,total,27
2020-04-10,arrival,14,0006,0
2020-04-10,arrival,14,0622,15
2020-04-10,arrival,14,2200,0
2020-04-10,arrival,16,0006,0
2020-04-10,arrival,16,0622,3
2020-04-10,arrival,16,2200,0
2020-04-10,arrival,28,0006,0
2020-04-10,arrival,28,0622,1
2020-04-10,arrival,28,2200,0
2020-04-10,arrival,34,0006,0
2020-04-10,arrival,34,0622,4
2020-04-10,arrival,34,2200,0
2020-04-10,arrival,all,total,23
2020-04-11,arrival,14,0006,0
2020-04-11,arrival,14,0622,14
2020-04-11,arrival,14,2200,0
2020-04-11,arrival,16,0006,0
2020-04-11,arrival,16,0622,0
2020-04-11,arrival,16,2200,0
2020-04-11,arrival,28,0006,0
2020-04-11,arrival,28,0622,2
2020-04-11,arrival,28,2200,0
2020-04-11,arrival,34,0006,0
2020-04-11,arrival,34,0622,1
2020-04-11,arrival,34,2200,0
2020-04-11,arrival,all,total,17
2020-04-12,arrival,14,0006,0
2020-04-12,arrival,14,0622,20
2020-04-12,arrival,14,2200,0
2020-04-12,arrival,16,0006,0
2020-04-12,arrival,16,0622,0
2020-04-12,arrival,16,2200,0
2020-04-12,arrival,28,0006,0
2020-04-12,arrival,28,0622,4
2020-04-12,arrival,28,2200,0
2020-04-12,arrival,34,0006,0
2020-04-12,arrival,34,0622,3
2020-04-12,arrival,34,2200,0
2020-04-12,arrival,all,total,27
2020-04-13,arrival,14,0006,0
2020-04-13,arrival,14,0622,18
2020-04-13,arrival,14,2200,0
2020-04-13,arrival,16,0006,0
2020-04-13,arrival,16,0622,0
2020-04-13,arrival,16,2200,0
2020-04-13,arrival,28,0006,0
2020-04-13,arrival,28,0622,1
2020-04-13,arrival,28,2200,0
2020-04-13,arrival,34,0006,0
2020-04-13,arrival,34,0622,1
2020-04-13,arrival,34,2200,0
2020-04-13,arrival,all,total,20
2020-04-14,arrival,14,0006,0
2020-04-14,arrival,14,0622,12
2020-04-14,arrival,14,2200,0
2020-04-14,arrival,16,0006,0
2020-04-14,arrival,16,0622,0
2020-04-14,arrival,16,2200,0
2020-04-14,arrival,28,0006,0
2020-04-14,arrival,28,0622,0
2020-04-14,arrival,28,2200,0
2020-04-14,arrival,34,0006,0
2020-04-14,arrival,34,0622,2
2020-04-14,arrival,34,2200,0
2020-04-14,arrival,all,total,14
2020-04-15,arrival,14,0006,0
2020-04-15,arrival,14,0622,21
2020-04-15,arrival,14,2200,0
2020-04-15,arrival,16,0006,0
2020-04-15,arrival,16,0622,1
2020-04-15,arrival,16,2200,0
2020-04-15,arrival,28,0006,0
2020-04-15,arrival,28,0622,0
2020-04-15,arrival,28,2200,0
2020-04-15,arrival,34,0006,0
2020-04-15,arrival,34,0622,0
2020-04-15,arrival,34,2200,0
2020-04-15,arrival,all,total,22
2020-04-16,arrival,14,0006,0
2020-04-16,arrival,14,0622,27
2020-04-16,arrival,14,2200,0
2020-04-16,arrival,16,0006,0
2020-04-16,arrival,16,0622,3
2020-04-16,arrival,16,2200,0
2020-04-16,arrival,28,0006,0
2020-04-16,arrival,28,0622,2
2020-04-16,arrival,28,2200,0
2020-04-16,arrival,34,0006,0
2020-04-16,arrival,34,0622,2
2020-04-16,arrival,34,2200,0
2020-04-16,arrival,all,total,34
2020-04-17,arrival,14,0006,0
2020-04-17,arrival,14,0622,32
2020-04-17,arrival,14,2200,0
2020-04-17,arrival,16,0006,0
2020-04-17,arrival,16,0622,0
2020-04-17,arrival,16,2200,0
2020-04-17,arrival,28,0006,0
2020-04-17,arrival,28,0622,1
2020-04-17,arrival,28,2200,1
2020-04-17,arrival,34,0006,0
2020-04-17,arrival,34,0622,2
2020-04-17,arrival,34,2200,0
2020-04-17,arrival,all,total,36
2020-04-18,arrival,14,0006,0
2020-04-18,arrival,14,0622,15
2020-04-18,arrival,14,2200,0
2020-04-18,arrival,16,0006,0
2020-04-18,arrival,16,0622,0
2020-04-18,arrival,16,2200,0
2020-04-18,arrival,28,0006,0
2020-04-18,arrival,28,0622,9
2020-04-18,arrival,28,2200,0
2020-04-18,arrival,34,0006,0
2020-04-18,arrival,34,0622,1
2020-04-18,arrival,34,2200,0
2020-04-18,arrival,all,total,25
2020-04-19,arrival,14,0006,0
2020-04-19,arrival,14,0622,19
2020-04-19,arrival,14,2200,0
2020-04-19,arrival,16,0006,0
2020-04-19,arrival,16,0622,0
2020-04-19,arrival,16,2200,0
2020-04-19,arrival,28,0006,0
2020-04-19,arrival,28,0622,0
2020-04-19,arrival,28,2200,0
2020-04-19,arrival,34,0006,0
2020-04-19,arrival,34,0622,4
2020-04-19,arrival,34,2200,2
2020-04-19,arrival,all,total,25
2020-04-20,arrival,14,0006,0
2020-04-20,arrival,14,0622,14
2020-04-20,arrival,14,2200,0
2020-04-20,arrival,16,0006,0
2020-04-20,arrival,16,0622,0
2020-04-20,arrival,16,2200,0
2020-04-20,arrival,28,0006,0
2020-04-20,arrival,28,0622,0
2020-04-20,arrival,28,2200,0
2020-04-20,arrival,34,0006,0
2020-04-20,arrival,34,0622,2
2020-04-20,arrival,34,2200,0
2020-04-20,arrival,all,total,16
2020-04-21,arrival,14,0006,0
2020-04-21,arrival,14,0622,21
2020-04-21,arrival,14,2200,0
2020-04-21,arrival,16,0006,0
2020-04-21,arrival,16,0622,0
2020-04-21,arrival,16,2200,0
2020-04-21,arrival,28,0006,0
2020-04-21,arrival,28,0622,0
2020-04-21,arrival,28,2200,0
2020-04-21,arrival,34,0006,0
2020-04-21,arrival,34,0622,0
2020-04-21,arrival,34,2200,1
2020-04-21,arrival,all,total,22
2020-04-22,arrival,14,0006,0
2020-04-22,arrival,14,0622,25
2020-04-22,arrival,14,2200,0
2020-04-22,arrival,16,0006,0
2020-04-22,arrival,16,0622,0
2020-04-22,arrival,16,2200,0
2020-04-22,arrival,28,0006,0
2020-04-22,arrival,28,0622,1
2020-04-22,arrival,28,2200,0
2020-04-22,arrival,34,0006,0
2020-04-22,arrival,34,0622,0
2020-04-22,arrival,34,2200,0
2020-04-22,arrival,all,total,26
2020-04-23,arrival,14,0006,0
2020-04-23,arrival,14,0622,28
2020-04-23,arrival,14,2200,0
2020-04-23,arrival,16,0006,0
2020-04-23,arrival,16,0622,0
2020-04-23,arrival,16,2200,0
2020-04-23,arrival,28,0006,0
2020-04-23,arrival,28,0622,1
2020-04-23,arrival,28,2200,0
2020-04-23,arrival,34,0006,0
2020-04-23,arrival,34,0622,0
2020-04-23,arrival,34,2200,0
2020-04-23,arrival,all,total,29
2020-04-24,arrival,14,0006,0
2020-04-24,arrival,14,0622,14
2020-04-24,arrival,14,2200,0
2020-04-24,arrival,16,0006,0
2020-04-24,arrival,16,0622,0
2020-04-24,arrival,16,2200,0
2020-04-24,arrival,28,0006,0
2020-04-24,arrival,28,0622,17
2020-04-24,arrival,28,2200,1
2020-04-24,arrival,34,0006,0
2020-04-24,arrival,34,0622,1
2020-04-24,arrival,34,2200,0
2020-04-24,arrival,all,total,33
2020-04-25,arrival,14,0006,0
2020-04-25,arrival,14,0622,21
2020-04-25,arrival,14,2200,0
2020-04-25,arrival,16,0006,0
2020-04-25,arrival,16,0622,1
2020-04-25,arrival,16,2200,0
2020-04-25,arrival,28,0006,0
2020-04-25,arrival,28,0622,1
2020-04-25,arrival,28,2200,0
2020-04-25,arrival,34,0006,0
2020-04-25,arrival,34,0622,1
2020-04-25,arrival,34,2200,0
2020-04-25,arrival,all,total,24
2020-04-26,arrival,14,0006,0
2020-04-26,arrival,14,0622,15
2020-04-26,arrival,14,2200,0
2020-04-26,arrival,16,0006,0
2020-04-26,arrival,16,0622,0
2020-04-26,arrival,16,2200,0
2020-04-26,arrival,28,0006,0
2020-04-26,arrival,28,0622,7
2020-04-26,arrival,28,2200,0
2020-04-26,arrival,34,0006,0
2020-04-26,arrival,34,0622,3
2020-04-26,arrival,34,2200,0
2020-04-26,arrival,all,total,25
2020-04-27,arrival,14,0006,0
2020-04-27,arrival,14,0622,23
2020-04-27,arrival,14,2200,0
2020-04-27,arrival,16,0006,0
2020-04-27,arrival,16,0622,0
2020-04-27,arrival,16,2200,0
2020-04-27,arrival,28,0006,0
2020-04-27,arrival,28,0622,0
2020-04-27,arrival,28,2200,1
2020-04-27,arrival,34,0006,0
2020-04-27,arrival,34,0622,3
2020-04-27,arrival,34,2200,0
2020-04-27,arrival,all,total,27
2020-04-28,arrival,14,0006,0
2020-04-28,arrival,14,0622,15
2020-04-28,arrival,14,2200,0
2020-04-28,arrival,16,0006,0
2020-04-28,arrival,16,0622,3
2020-04-28,arrival,16,2200,0
2020-04-28,arrival,28,0006,0
2020-04-28,arrival,28,0622,0
2020-04-28,arrival,28,2200,0
2020-04-28,arrival,34,0006,0
2020-04-28,arrival,34,0622,1
2020-04-28,arrival,34,2200,0
2020-04-28,arrival,all,total,19
2020-04-29,arrival,14,0006,0
2020-04-29,arrival,14,0622,9
2020-04-29,arrival,14,2200,0
2020-04-29,arrival,16,0006,0
2020-04-29,arrival,16,0622,0
2020-04-29,arrival,16,2200,0
2020-04-29,arrival,28,0006,0
2020-04-29,arrival,28,0622,17
2020-04-29,arrival,28,2200,0
2020-04-29,arrival,34,0006,0
2020-04-29,arrival,34,0622,0
2020-04-29,arrival,34,2200,0
2020-04-29,arrival,all,total,26
2020-04-30,arrival,14,0006,0
2020-04-30,arrival,14,0622,22
2020-04-30,arrival,14,2200,0
2020-04-30,arrival,16,0006,0
2020-04-30,arrival,16,0622,0
2020-04-30,arrival,16,2200,0
2020-04-30,arrival,28,0006,0
2020-04-30,arrival,28,0622,2
2020-04-30,arrival,28,2200,2
2020-04-30,arrival,34,0006,0
2020-04-30,arrival,34,0622,2
2020-04-30,arrival,34,2200,0
2020-04-30,arrival,all,total,28
2020-05-01,arrival,14,0006,0
2020-05-01,arrival,14,0622,5
2020-05-01,arrival,14,2200,0
2020-05-01,arrival,16,0006,0
2020-05-01,arrival,16,0622,2
2020-05-01,arrival,16,2200,0
2020-05-01,arrival,28,0006,0
2020-05-01,arrival,28,0622,19
2020-05-01,arrival,28,2200,0
2020-05-01,arrival,34,0006,0
2020-05-01,arrival,34,0622,5
2020-05-01,arrival,34,2200,1
2020-05-01,arrival,all,total,32
2020-05-02,arrival,14,0006,0
2020-05-02,arrival,14,0622,10
2020-05-02,arrival,14,2200,0
2020-05-02,arrival,16,0006,0
2020-05-02,arrival,16,0622,0
2020-05-02,arrival,16,2200,0
2020-05-02,arrival,28,0006,0
2020-05-02,arrival,28,0622,9
2020-05-02,arrival,28,2200,0
2020-05-02,arrival,34,0006,0
2020-05-02,arrival,34,0622,2
2020-05-02,arrival,34,2200,0
2020-05-02,arrival,all,total,21
2020-05-03,arrival,14,0006,0
2020-05-03,arrival,14,0622,23
2020-05-03,arrival,14,2200,0
2020-05-03,arrival,16,0006,0
2020-05-03,arrival,16,0622,0
2020-05-03,arrival,16,2200,0
2020-05-03,arrival,28,0006,0
2020-05-03,arrival,28,0622,4
2020-05-03,arrival,28,2200,1
2020-05-03,arrival,34,0006,0
2020-05-03,arrival,34,0622,0
2020-05-03,arrival,34,2200,0
2020-05-03,arrival,all,total,28
2020-05-04,arrival,14,0006,0
2020-05-04,arrival,14,0622,13
2020-05-04,arrival,14,2200,0
2020-05-04,arrival,16,0006,0
2020-05-04,arrival,16,0622,0
2020-05-04,arrival,16,2200,0
2020-05-04,arrival,28,0006,0
2020-05-04,arrival,28,0622,14
2020-05-04,arrival,28,2200,0
2020-05-04,arrival,34,0006,0
2020-05-04,arrival,34,0622,1
2020-05-04,arrival,34,2200,0
2020-05-04,arrival,all,total,28
2020-05-05,arrival,14,0006,0
2020-05-05,arrival,14,0622,20
2020-05-05,arrival,14,2200,0
2020-05-05,arrival,16,0006,0
2020-05-05,arrival,16,0622,0
2020-05-05,arrival,16,2200,0
2020-05-05,arrival,28,0006,0
2020-05-05,arrival,28,0622,0
2020-05-05,arrival,28,2200,0
2020-05-05,arrival,34,0006,0
2020-05-05,arrival,34,0622,3
2020-05-05,arrival,34,2200,0
2020-05-05,arrival,all,total,23
