time,direction,geo,value
2018-05-04,in,ch,224853680.600132
2018-05-04,in,de,13330895
2018-05-04,in,fr,16284952.5
2018-05-04,in,gevd,13007375.244
2018-05-04,in,gl,4892363.542
2018-05-04,in,gr,35506654.197
2018-05-04,in,it,5459948
2018-05-04,in,lu,2618124.318
2018-05-04,in,ne,85653.52
2018-05-04,in,ownw,4861577.827
2018-05-04,in,sg,4192414.044
2018-05-04,in,shzh,2906370.239
2018-05-04,in,so,25804006.822
2018-05-04,in,szzg,1455316.036
2018-05-04,in,tg,452025.96
2018-05-04,in,ti,12386782.138
2018-05-04,in,vs,22415222.935132
2018-05-04,out,ag,13065822.718
2018-05-04,out,aiar,1425505.533
2018-05-04,out,at,394100
2018-05-04,out,beju,20395036.43
2018-05-04,out,blbs,9618853.906
2018-05-04,out,bridging,3739444.988
2018-05-04,out,ch,150817947.255
2018-05-04,out,de,19497641
2018-05-04,out,fr,2469095.25
2018-05-04,out,gevd,19168313.757
2018-05-04,out,gl,2285205.69
2018-05-04,out,gr,5216409.442
2018-05-04,out,it,82184018
2018-05-04,out,lu,10225085.158
2018-05-04,out,ne,1838729.368
2018-05-04,out,ownw,2233303.836
2018-05-04,out,sg,9695382.68200001
2018-05-04,out,shzh,24664403.703
2018-05-04,out,so,5055350.575
2018-05-04,out,szzg,4576812.534
2018-05-04,out,tg,4887784.158
2018-05-04,out,ti,7935723.362
2018-05-04,out,vs,7848375.938
2018-05-04,out_incl_losses,ch,162833990.006
2018-05-05,in,ag,44620957.403
2018-05-05,in,aiar,260025.811
2018-05-05,in,at,12418100
2018-05-05,in,beju,19824188.109
2018-05-05,in,blbs,2388503.705
2018-05-05,in,bridging,8902480.184
2018-05-05,in,ch,198095731.159
2018-05-05,in,de,8845505
2018-05-05,in,fr,7304518.5
2018-05-05,in,gevd,10375875.747
2018-05-05,in,gl,4547110.864
2018-05-05,in,gr,29037087.288
2018-05-05,in,it,10864699
2018-05-05,in,lu,2779498.466
2018-05-05,in,ne,116158.573
2018-05-05,in,ownw,5641764.1
2018-05-05,in,sg,2862753.452
2018-05-05,in,shzh,3233800.17
2018-05-05,in,so,25764244.131
2018-05-05,in,szzg,1618858.725
2018-05-05,in,tg,732078.714
2018-05-05,in,ti,11518380.662
2018-05-05,in,vs,19402014.708
2018-05-05,out,ag,10895759.306
2018-05-05,out,aiar,1171321.782
2018-05-05,out,at,90500
2018-05-05,out,beju,18869760.843
2018-05-05,out,blbs,8261122.365
2018-05-05,out,bridging,3016024.271
2018-05-05,out,ch,125559815.004
2018-05-05,out,de,16488564
2018-05-05,out,fr,12322755
2018-05-05,out,gevd,17927210.587
2018-05-05,out,gl,2808333.759
2018-05-05,out,gr,7318688.77
2018-05-05,out,it,60463879
2018-05-05,out,lu,8622360.994
2018-05-05,out,ne,1430951.416
2018-05-05,out,ownw,1793447.885
2018-05-05,out,sg,8009295.532
2018-05-05,out,shzh,21020968.393
2018-05-05,out,so,4690219.078
2018-05-05,out,szzg,3732228.264
2018-05-05,out,tg,3899060.485
2018-05-05,out,ti,7520776.626
2018-05-05,out,vs,7767853.34
2018-05-05,out_incl_losses,ch,149157239.705
2018-05-06,in,ag,45103427.943
2018-05-06,in,aiar,267171.371
2018-05-06,in,at,8402200
2018-05-06,in,beju,20524547.543
2018-05-06,in,blbs,2431551.193
2018-05-06,in,bridging,8182231.372
2018-05-06,in,ch,189244079.636249
2018-05-06,in,de,8659676
2018-05-06,in,fr,3998438
2018-05-06,in,gevd,7721095.903
2018-05-06,in,gl,4127454.037
2018-05-06,in,gr,24151083.601
2018-05-06,in,it,15567160
2018-05-06,in,lu,2789197.813
2018-05-06,in,ne,126366.208
2018-05-06,in,ownw,5626569.169
2018-05-06,in,sg,2098879.073
2018-05-06,in,shzh,3271754.737
2018-05-06,in,so,25767809.365
2018-05-06,in,szzg,1587402.384
2018-05-06,in,tg,716263.313
2018-05-06,in,ti,10529969.636
2018-05-06,in,vs,19675453.436249
2018-05-06,out,ag,9727282.474
2018-05-06,out,aiar,1043778.7572
2018-05-06,out,at,1011300
2018-05-06,out,beju,21015975.48
2018-05-06,out,blbs,7547566.278
2018-05-06,out,bridging,2800167.063
2018-05-06,out,ch,114117504.372
2018-05-06,out,de,20903007
2018-05-06,out,fr,18659952.75
2018-05-06,out,gevd,21534107.779
2018-05-06,out,gl,4225245.891
2018-05-06,out,gr,9153877.57300001
2018-05-06,out,it,26472015
2018-05-06,out,lu,8152808.012
2018-05-06,out,ne,1278708.453
2018-05-06,out,ownw,1663258.974
2018-05-06,out,sg,8259558.6698
2018-05-06,out,shzh,19355325.268
2018-05-06,out,so,4312781.611
2018-05-06,out,szzg,3363048.677
2018-05-06,out,tg,3419496.208
2018-05-06,out,ti,7502411.745
2018-05-06,out,vs,8047970.596
2018-05-06,out_incl_losses,ch,158769466.589
2018-05-07,in,ag,45298481.555
2018-05-07,in,aiar,281539.7342
2018-05-07,in,at,11010100
2018-05-07,in,beju,25092369.186
2018-05-07,in,blbs,2428324.737
2018-05-07,in,bridging,10378539.998
2018-05-07,in,ch,231830520.447733
2018-05-07,in,de,6184318
2018-05-07,in,fr,5434698
2018-05-07,in,gevd,12710022.757
2018-05-07,in,gl,4658552.226
2018-05-07,in,gr,37458692.459
2018-05-07,in,it,7490017
2018-05-07,in,lu,2990335.608
2018-05-07,in,ne,122827.386
2018-05-07,in,ownw,5460001.237
2018-05-07,in,sg,3903692.4668
2018-05-07,in,shzh,3338532.568
2018-05-07,in,so,25937109.559
2018-05-07,in,szzg,1596828.462
2018-05-07,in,tg,774394.403
2018-05-07,in,ti,13843867.557
2018-05-07,in,vs,24911733.438733
2018-05-07,out,ag,12125065.465
2018-05-07,out,aiar,1354096.4542
2018-05-07,out,at,317900
2018-05-07,out,beju,20676885.425
2018-05-07,out,blbs,9238166.341
2018-05-07,out,bridging,3581980.999
2018-05-07,out,ch,145693739.902
2018-05-07,out,de,23118523
2018-05-07,out,fr,17906157.5
2018-05-07,out,gevd,20606117.065
2018-05-07,out,gl,1771488.936
2018-05-07,out,gr,6208894.708
2018-05-07,out,it,55028476
2018-05-07,out,lu,10023054.529
2018-05-07,out,ne,1765027.984
2018-05-07,out,ownw,2191912.95
2018-05-07,out,sg,9453993.2568
2018-05-07,out,shzh,24196049.53
2018-05-07,out,so,5442852.512
2018-05-07,out,szzg,4370045.696
2018-05-07,out,tg,4686392.926
2018-05-07,out,ti,7643334.768
2018-05-07,out,vs,8561078.473
2018-05-07,out_incl_losses,ch,164923510.629
2018-05-08,in,ag,45433916.771
2018-05-08,in,aiar,302650.4636
2018-05-08,in,at,6406600
2018-05-08,in,beju,24732307.972
2018-05-08,in,blbs,2493586.745
2018-05-08,in,bridging,10114964.853
2018-05-08,in,ch,232332588.696288
2018-05-08,in,de,4914457
2018-05-08,in,fr,11259137.25
2018-05-08,in,gevd,11269337.618
2018-05-08,in,gl,4570866.856
2018-05-08,in,gr,40481011.099
2018-05-08,in,it,6949477
2018-05-08,in,lu,3047091.28
2018-05-08,in,ne,120410.413
2018-05-08,in,ownw,5556645.913
2018-05-08,in,sg,3891744.8354
2018-05-08,in,shzh,3394251.083
2018-05-08,in,so,26011298.547
2018-05-08,in,szzg,1645052.374
2018-05-08,in,tg,792328.059
2018-05-08,in,ti,14163736.817
2018-05-08,in,vs,26085860.032288
2018-05-08,out,ag,12609192.31
2018-05-08,out,aiar,1442409.9094
2018-05-08,out,at,3001700
2018-05-08,out,beju,20849432.623
2018-05-08,out,blbs,9503326.492
2018-05-08,out,bridging,3717465.162
2018-05-08,out,ch,148642490.929
2018-05-08,out,de,23510490
2018-05-08,out,fr,5872523
2018-05-08,out,gevd,21162426.132
2018-05-08,out,gl,3008255.231
2018-05-08,out,gr,6810899.324
2018-05-08,out,it,57934187
2018-05-08,out,lu,10142656.576
2018-05-08,out,ne,1804713.805
2018-05-08,out,ownw,2227542.906
2018-05-08,out,sg,10388418.8476
2018-05-08,out,shzh,24495768.782
2018-05-08,out,so,5645753.252
2018-05-08,out,szzg,4421781.129
2018-05-08,out,tg,4871218.973
2018-05-08,out,ti,7959568.325
2018-05-08,out,vs,9160373.285
2018-05-08,out_incl_losses,ch,171562648.385
2018-05-09,in,ag,45419151.791
2018-05-09,in,aiar,272927.6176
2018-05-09,in,at,6616600
2018-05-09,in,beju,27766119.119
2018-05-09,in,blbs,2403345.939
2018-05-09,in,bridging,10845942.351
2018-05-09,in,ch,248822226.148745
2018-05-09,in,de,4362861
2018-05-09,in,fr,7787986.5
2018-05-09,in,gevd,13118350.594
2018-05-09,in,gl,5368313.495
2018-05-09,in,gr,42756098.902
2018-05-09,in,it,6568666
2018-05-09,in,lu,3001418.668
2018-05-09,in,ne,104042.194
2018-05-09,in,ownw,5805639.072
2018-05-09,in,sg,4810404.4004
2018-05-09,in,shzh,3259364.177
2018-05-09,in,so,26103358.012
2018-05-09,in,szzg,1597239.772
2018-05-09,in,tg,727465.606
2018-05-09,in,ti,14477139.979
2018-05-09,in,vs,27915116.676745
2018-05-09,out,ag,12314956.794
2018-05-09,out,aiar,1408837.508
2018-05-09,out,at,3150100
2018-05-09,out,beju,19131885.382
2018-05-09,out,blbs,9261167.218
2018-05-09,out,bridging,3686834.132
2018-05-09,out,ch,145984782.827
2018-05-09,out,de,33482138
2018-05-09,out,fr,14806004
2018-05-09,out,gevd,20272646.659
2018-05-09,out,gl,1808291.447
2018-05-09,out,gr,5998584.853
2018-05-09,out,it,58996945
2018-05-09,out,lu,9740656.48799999
2018-05-09,out,ne,1778727.851
2018-05-09,out,ownw,2192318.959
2018-05-09,out,sg,9570341.45899999
2018-05-09,out,shzh,24208234.024
2018-05-09,out,so,5486752.384
2018-05-09,out,szzg,4405460.855
2018-05-09,out,tg,4784808.265
2018-05-09,out,ti,7618705.781
2018-05-09,out,vs,8839785.961
2018-05-09,out_incl_losses,ch,163108385.699
2018-05-10,in,ag,45277308.247
2018-05-10,in,aiar,204121.909
2018-05-10,in,at,5341000
2018-05-10,in,beju,20307327.635
2018-05-10,in,blbs,2315021.218
2018-05-10,in,bridging,9323116.001
2018-05-10,in,ch,201335163.552105
2018-05-10,in,de,4058321
2018-05-10,in,fr,21848255.25
2018-05-10,in,gevd,8217161.245
2018-05-10,in,gl,4038104.449
2018-05-10,in,gr,33677812.196
2018-05-10,in,it,5676855
2018-05-10,in,lu,2727185.97
2018-05-10,in,ne,80594.334
2018-05-10,in,ownw,5802814.767
2018-05-10,in,sg,2236076.106
2018-05-10,in,shzh,2812790.658
2018-05-10,in,so,26138262.615
2018-05-10,in,szzg,1518886.189
2018-05-10,in,tg,472548.607
2018-05-10,in,ti,12720563.46
2018-05-10,in,vs,19292882.82204
2018-05-10,out,ag,10137936.284
2018-05-10,out,aiar,1130726.1256
2018-05-10,out,at,2987400
2018-05-10,out,beju,18695433.101
2018-05-10,out,blbs,7765877.358
2018-05-10,out,bridging,3297176.815
2018-05-10,out,ch,123825001.176
2018-05-10,out,de,19007936
2018-05-10,out,fr,1212700.75
2018-05-10,out,gevd,22381654.21
2018-05-10,out,gl,3540818.349
2018-05-10,out,gr,7865731.541
2018-05-10,out,it,56311575
2018-05-10,out,lu,9109026.485
2018-05-10,out,ne,1369085.887
2018-05-10,out,ownw,1888452.663
2018-05-10,out,sg,8526445.4644
2018-05-10,out,shzh,20703206.759
2018-05-10,out,so,4826149.409
2018-05-10,out,szzg,3739739.094
2018-05-10,out,tg,3770391.221
2018-05-10,out,ti,7610649.851
2018-05-10,out,vs,8649407.409
2018-05-10,out_incl_losses,ch,157801511.951
2018-05-11,in,ag,45689193.743
2018-05-11,in,aiar,285006.0552
2018-05-11,in,at,3279100
2018-05-11,in,beju,28311582.299
2018-05-11,in,blbs,2652777.084
2018-05-11,in,bridging,11574703.778
2018-05-11,in,ch,249176936.768409
2018-05-11,in,de,5901527
2018-05-11,in,fr,4103397.75
2018-05-11,in,gevd,14259755.539
2018-05-11,in,gl,5015957.174
2018-05-11,in,gr,41608044.5
2018-05-11,in,it,5104905
2018-05-11,in,lu,3057535.528
2018-05-11,in,ne,122247.193
2018-05-11,in,ownw,5921756.268
2018-05-11,in,sg,4952261.9518
2018-05-11,in,shzh,3505206.64
2018-05-11,in,so,26269356.891
2018-05-11,in,szzg,1687939.366
2018-05-11,in,tg,810940.028
2018-05-11,in,ti,12992526.472
2018-05-11,in,vs,27814994.505474
2018-05-11,out,ag,10954291.176
2018-05-11,out,aiar,1191009.7584
2018-05-11,out,at,3237300
2018-05-11,out,beju,16946139.981
2018-05-11,out,blbs,8237098.2
2018-05-11,out,bridging,3260187.126
2018-05-11,out,ch,132228786.8
2018-05-11,out,de,42997555
2018-05-11,out,fr,17302350
2018-05-11,out,gevd,17856709.87
2018-05-11,out,gl,1595732.815
2018-05-11,out,gr,5269021.5
2018-05-11,out,it,58485445
2018-05-11,out,lu,9572761.352
2018-05-11,out,ne,1425755.482
2018-05-11,out,ownw,1994042.261
2018-05-11,out,sg,7796400.5546
2018-05-11,out,shzh,22328413.737
2018-05-11,out,so,4873857.441
2018-05-11,out,szzg,4050742.585
2018-05-11,out,tg,4112959.999
2018-05-11,out,ti,7384387.768
2018-05-11,out,vs,8274795.604
2018-05-11,out_incl_losses,ch,144996166.959
2018-05-12,in,ag,45411172.919
2018-05-12,in,aiar,268466.8102
2018-05-12,in,at,4019400
2018-05-12,in,beju,21983478.777
2018-05-12,in,blbs,2553235.999
2018-05-12,in,bridging,9784802.021
2018-05-12,in,ch,207781378.631249
2018-05-12,in,de,4776298
2018-05-12,in,fr,9595594
2018-05-12,in,gevd,8443561.287
2018-05-12,in,gl,3988060.169
2018-05-12,in,gr,35778627.236
2018-05-12,in,it,5849997
2018-05-12,in,lu,3056729.58
2018-05-12,in,ne,119644.733
2018-05-12,in,ownw,5716849.58
2018-05-12,in,sg,2311765.2858
2018-05-12,in,shzh,3450407.105
2018-05-12,in,so,26103385.029
2018-05-12,in,szzg,1661386.64
2018-05-12,in,tg,779688.946
2018-05-12,in,ti,12139358.189
2018-05-12,in,vs,21887878.174249
2018-05-12,out,ag,10148457.768
2018-05-12,out,aiar,1129401.9744
2018-05-12,out,at,3425700
2018-05-12,out,beju,16507815.095
2018-05-12,out,blbs,7777438.606
2018-05-12,out,bridging,2977575.979
2018-05-12,out,ch,120302924.099
2018-05-12,out,de,30151233
2018-05-12,out,fr,7662267.5
2018-05-12,out,gevd,17299639.585
2018-05-12,out,gl,2202431.053
2018-05-12,out,gr,5322498.111
2018-05-12,out,it,53379992
2018-05-12,out,lu,8511514.022
2018-05-12,out,ne,1330777.656
2018-05-12,out,ownw,1793267.664
2018-05-12,out,sg,7107019.5836
2018-05-12,out,shzh,20293061.127
2018-05-12,out,so,4699926.255
2018-05-12,out,szzg,3598361.284
2018-05-12,out,tg,3722046.312
2018-05-12,out,ti,6813640.326
2018-05-12,out,vs,8093686.954
2018-05-12,out_incl_losses,ch,140135308.681
2018-05-13,in,ag,45311006.406
2018-05-13,in,aiar,227556.1878
2018-05-13,in,at,5296900
2018-05-13,in,beju,19566298.154
2018-05-13,in,blbs,2042069.9
2018-05-13,in,bridging,9072517.676
2018-05-13,in,ch,186530324.252
2018-05-13,in,de,6365810
2018-05-13,in,fr,8394095.25
2018-05-13,in,gevd,7504365.357
2018-05-13,in,gl,4427826.414
2018-05-13,in,gr,23786241.662
2018-05-13,in,it,13871699
2018-05-13,in,lu,2514264.641
2018-05-13,in,ne,76251.909
2018-05-13,in,ownw,4560976.414
2018-05-13,in,sg,2073215.3072
2018-05-13,in,shzh,3020367.586
2018-05-13,in,so,26148155.142
2018-05-13,in,szzg,1521733.485
2018-05-13,in,tg,600098.792
2018-05-13,in,ti,10984926.256
2018-05-13,in,vs,19782828.88
2018-05-13,out,ag,9746698.529
2018-05-13,out,aiar,1057769.0206
2018-05-13,out,at,3207300
2018-05-13,out,beju,21672017.26
2018-05-13,out,blbs,7414473.637
2018-05-13,out,bridging,2794251.095
2018-05-13,out,ch,116436939.003
2018-05-13,out,de,26076447
2018-05-13,out,fr,8341505.25
2018-05-13,out,gevd,21250738.891
2018-05-13,out,gl,4113847.467
2018-05-13,out,gr,7930363.355
2018-05-13,out,it,23238074
2018-05-13,out,lu,8367673.212
2018-05-13,out,ne,1309462.794
2018-05-13,out,ownw,1745633.616
2018-05-13,out,sg,7992813.5754
2018-05-13,out,shzh,19510182.766
2018-05-13,out,so,4523209.306
2018-05-13,out,szzg,3515078.21
2018-05-13,out,tg,3420074.28
2018-05-13,out,ti,7686995.805
2018-05-13,out,vs,8581349.528
2018-05-13,out_incl_losses,ch,159572973.76
2018-05-14,in,ag,45455440.227
2018-05-14,in,aiar,194415.8112
2018-05-14,in,at,4178200
2018-05-14,in,beju,26395753.334
2018-05-14,in,blbs,2456760.682
2018-05-14,in,bridging,10943585.912
2018-05-14,in,ch,238263083.457595
2018-05-14,in,de,5682576
2018-05-14,in,fr,16241289.25
2018-05-14,in,gevd,11080237.503
2018-05-14,in,gl,4769661.771
2018-05-14,in,gr,36306629.993
2018-05-14,in,it,3371106
2018-05-14,in,lu,2733660.114
2018-05-14,in,ne,74459.95
2018-05-14,in,ownw,5715916.724
2018-05-14,in,sg,4089878.1508
2018-05-14,in,shzh,2627528.129
2018-05-14,in,so,26285759.275
2018-05-14,in,szzg,1522146.996
2018-05-14,in,tg,400931.608
2018-05-14,in,ti,13598962.422
2018-05-14,in,vs,32529033.963595
2018-05-14,out,ag,12819794.461
2018-05-14,out,aiar,1419411.0802
2018-05-14,out,at,4601500
2018-05-14,out,beju,21831816.379
2018-05-14,out,blbs,9469089.346
2018-05-14,out,bridging,3683831.602
2018-05-14,out,ch,151764378.579
2018-05-14,out,de,30443303
2018-05-14,out,fr,10421840.25
2018-05-14,out,gevd,21528071.769
2018-05-14,out,gl,2128017.33
2018-05-14,out,gr,6072921.415
2018-05-14,out,it,49236972
2018-05-14,out,lu,10402242.292
2018-05-14,out,ne,1822827.509
2018-05-14,out,ownw,2317701.015
2018-05-14,out,sg,9890869.8068
2018-05-14,out,shzh,25466655.039
2018-05-14,out,so,5553049.935
2018-05-14,out,szzg,4706537.902
2018-05-14,out,tg,4751600.318
2018-05-14,out,ti,7903827.228
2018-05-14,out,vs,8716556.341
2018-05-14,out_incl_losses,ch,171924498.192
2018-05-15,in,ag,45464347.347
2018-05-15,in,aiar,309284.7384
2018-05-15,in,at,3685700
2018-05-15,in,beju,29458756.888
2018-05-15,in,blbs,2563186.13
2018-05-15,in,bridging,11966854.871
2018-05-15,in,ch,253837042.634316
2018-05-15,in,de,5583692
2018-05-15,in,fr,15209340.75
2018-05-15,in,gevd,12412551.304
2018-05-15,in,gl,3839366.493
2018-05-15,in,gr,42201802.283
2018-05-15,in,it,5482184
2018-05-15,in,lu,2735373.564
2018-05-15,in,ne,89692.266
2018-05-15,in,ownw,5714372.263
2018-05-15,in,sg,4620420.2406
2018-05-15,in,shzh,2687086.07
2018-05-15,in,so,26371349.993
2018-05-15,in,szzg,1555993.13
2018-05-15,in,tg,516879.228
2018-05-15,in,ti,13771572.132
2018-05-15,in,vs,36463215.695316
2018-05-15,out,ag,13615952.204
2018-05-15,out,aiar,1494211.6474
2018-05-15,out,at,6634200
2018-05-15,out,beju,21210389.876
2018-05-15,out,blbs,9862224.984
2018-05-15,out,bridging,3947864.872
2018-05-15,out,ch,155830380.8
2018-05-15,out,de,40430120
2018-05-15,out,fr,13692252.75
2018-05-15,out,gevd,20420044.809
2018-05-15,out,gl,1858709.239
2018-05-15,out,gr,5755873.096
2018-05-15,out,it,52575163
2018-05-15,out,lu,9823201.707
2018-05-15,out,ne,1876852.936
2018-05-15,out,ownw,2348194.845
2018-05-15,out,sg,10042316.0236
2018-05-15,out,shzh,26155852.485
2018-05-15,out,so,6019472.897
2018-05-15,out,szzg,4843569.599
2018-05-15,out,tg,4953760.767
2018-05-15,out,ti,7842095.814
2018-05-15,out,vs,8650803.947
2018-05-15,out_incl_losses,ch,169952035.577
2018-05-16,in,ag,45475563.189
2018-05-16,in,aiar,284544.608
2018-05-16,in,at,941000
2018-05-16,in,beju,25107899.765
2018-05-16,in,blbs,2615385.898
2018-05-16,in,bridging,11811737.001
2018-05-16,in,ch,231746488.270635
2018-05-16,in,de,4138368
2018-05-16,in,fr,27134841.75
2018-05-16,in,gevd,10285303.705
2018-05-16,in,gl,3400397.776
2018-05-16,in,gr,39382287.114
2018-05-16,in,it,4952806
2018-05-16,in,lu,2754102.043
2018-05-16,in,ne,80567.367
2018-05-16,in,ownw,5668341.038
2018-05-16,in,sg,4177540.272
2018-05-16,in,shzh,2641383.565
2018-05-16,in,so,26326694.515
2018-05-16,in,szzg,1579624.281
2018-05-16,in,tg,443129.173
2018-05-16,in,ti,12319488.441
2018-05-16,in,vs,29564700.890635
2018-05-16,out,ag,13619100.336
2018-05-16,out,aiar,1512611.8918
2018-05-16,out,at,11221100
2018-05-16,out,beju,21088134.282
2018-05-16,out,blbs,9913195.803
2018-05-16,out,bridging,3755172.411
2018-05-16,out,ch,156743717.26
2018-05-16,out,de,33196546
2018-05-16,out,fr,3776059.5
2018-05-16,out,gevd,20362758.043
2018-05-16,out,gl,1895563.675
2018-05-16,out,gr,5215017.67
2018-05-16,out,it,51148478
2018-05-16,out,lu,9877192.808
2018-05-16,out,ne,1892725.038
2018-05-16,out,ownw,2361433.982
2018-05-16,out,sg,10341706.9742
2018-05-16,out,shzh,26259984.685
2018-05-16,out,so,6124670.371
2018-05-16,out,szzg,4842095.378
2018-05-16,out,tg,4991212.264
2018-05-16,out,ti,7745527.72
2018-05-16,out,vs,8668021.878
2018-05-16,out_incl_losses,ch,171799254.073
2018-05-17,in,ag,45499839.134
2018-05-17,in,aiar,294168.4144
2018-05-17,in,at,1196000
2018-05-17,in,beju,21944326.171
2018-05-17,in,blbs,2683200.465
2018-05-17,in,bridging,10898846.947
2018-05-17,in,ch,203400238.926592
2018-05-17,in,de,5609709
2018-05-17,in,fr,41381221.25
2018-05-17,in,gevd,9088064.16200001
2018-05-17,in,gl,3445489.044
2018-05-17,in,gr,28736984.722
2018-05-17,in,it,3807962
2018-05-17,in,lu,2759643.454
2018-05-17,in,ne,104432.635
2018-05-17,in,ownw,5219768.175
2018-05-17,in,sg,2960492.5756
2018-05-17,in,shzh,2692199.033
2018-05-17,in,so,26422774.739
2018-05-17,in,szzg,1623471.327
2018-05-17,in,tg,516287.983
2018-05-17,in,ti,10745595.486
2018-05-17,in,vs,21556008.772592
2018-05-17,out,ag,13488696.473
2018-05-17,out,aiar,1478966.543
2018-05-17,out,at,7598500
2018-05-17,out,beju,22314432.508
2018-05-17,out,blbs,9789167.813
2018-05-17,out,bridging,3566392.292
2018-05-17,out,ch,154065823.161
2018-05-17,out,de,18154122
2018-05-17,out,fr,370923.25
2018-05-17,out,gevd,22759187.558
2018-05-17,out,gl,2587977.416
2018-05-17,out,gr,6133998.314
2018-05-17,out,it,52334048
2018-05-17,out,lu,9828766.5
2018-05-17,out,ne,1851057.202
2018-05-17,out,ownw,2319806.959
2018-05-17,out,sg,10535656.962
2018-05-17,out,shzh,26088351.677
2018-05-17,out,so,5938641.238
2018-05-17,out,szzg,4755431.651
2018-05-17,out,tg,4958791.467
2018-05-17,out,ti,8275139.845
2018-05-17,out,vs,8259137.329
2018-05-17,out_incl_losses,ch,176111049.97
2018-05-18,in,ag,45720948.058
2018-05-18,in,aiar,307690.3722
2018-05-18,in,at,2427600
2018-05-18,in,beju,26150929.953
2018-05-18,in,blbs,2874651.679
2018-05-18,in,bridging,11653390.337
2018-05-18,in,ch,241045920.598266
2018-05-18,in,de,6116255
2018-05-18,in,fr,25215156.5
2018-05-18,in,gevd,12105385.835
2018-05-18,in,gl,3721888.355
2018-05-18,in,gr,40057943.6
2018-05-18,in,it,5533949
2018-05-18,in,lu,2903818.576
2018-05-18,in,ne,125473.872
2018-05-18,in,ownw,5282733.712
2018-05-18,in,sg,5862957.2358
2018-05-18,in,shzh,3105911.691
2018-05-18,in,so,26469034.847
2018-05-18,in,szzg,1698399.819
2018-05-18,in,tg,766694.266
2018-05-18,in,ti,12118290.294
2018-05-18,in,vs,28340624.892266
2018-05-18,out,ag,12732163.043
2018-05-18,out,aiar,1418727.586
2018-05-18,out,at,6894900
2018-05-18,out,beju,19966029.099
2018-05-18,out,blbs,9409023.024
2018-05-18,out,bridging,3453252.648
2018-05-18,out,ch,147374222.862
2018-05-18,out,de,54077214
2018-05-18,out,fr,4188636.25
2018-05-18,out,gevd,21401776.628
2018-05-18,out,gl,1917973.173
2018-05-18,out,gr,5521790.81
2018-05-18,out,it,48262847
2018-05-18,out,lu,9958282.562
2018-05-18,out,ne,1783212.619
2018-05-18,out,ownw,2229611.498
2018-05-18,out,sg,9706647.945
2018-05-18,out,shzh,24829499.196
2018-05-18,out,so,4840143.325
2018-05-18,out,szzg,4511919.745
2018-05-18,out,tg,4682503.678
2018-05-18,out,ti,7790303.492
2018-05-18,out,vs,8385488.106
2018-05-18,out_incl_losses,ch,164063934.892
2018-05-19,in,ag,45609059.704
2018-05-19,in,aiar,272693.1368
2018-05-19,in,at,874100
2018-05-19,in,beju,22799644.804
2018-05-19,in,blbs,2714462.807
2018-05-19,in,bridging,10443706.067
2018-05-19,in,ch,206722351.162
2018-05-19,in,de,3926567
2018-05-19,in,fr,30364880.75
2018-05-19,in,gevd,10004529.408
2018-05-19,in,gl,2758189.686
2018-05-19,in,gr,31704260.927
2018-05-19,in,it,6484220
2018-05-19,in,lu,2846238.415
2018-05-19,in,ne,117135.292
2018-05-19,in,ownw,5094637.971
2018-05-19,in,sg,4639548.8572
2018-05-19,in,shzh,3047432.368
2018-05-19,in,so,26273725.193
2018-05-19,in,szzg,1669740.772
2018-05-19,in,tg,689221.512
2018-05-19,in,ti,10075392.119
2018-05-19,in,vs,20905854.631
2018-05-19,out,ag,10777035.033
2018-05-19,out,aiar,1198917.6724
2018-05-19,out,at,9759600
2018-05-19,out,beju,17085946.109
2018-05-19,out,blbs,8132186.329
2018-05-19,out,bridging,2714573.319
2018-05-19,out,ch,124928786.126
2018-05-19,out,de,56698658
2018-05-19,out,fr,485609
2018-05-19,out,gevd,17765792.159
2018-05-19,out,gl,2269005.519
2018-05-19,out,gr,5097902.972
2018-05-19,out,it,40770670
2018-05-19,out,lu,8602401.379
2018-05-19,out,ne,1416082.863
2018-05-19,out,ownw,1843116.466
2018-05-19,out,sg,7807681.9196
2018-05-19,out,shzh,21133616.686
2018-05-19,out,so,3912209.14
2018-05-19,out,szzg,3765952.996
2018-05-19,out,tg,3891059.267
2018-05-19,out,ti,6883238.407
2018-05-19,out,vs,8459349.047
2018-05-19,out_incl_losses,ch,142545452.356
2018-05-20,in,ag,45360994.372
2018-05-20,in,aiar,243357.8996
2018-05-20,in,at,839200
2018-05-20,in,beju,20261209.2
2018-05-20,in,blbs,2569170.153
2018-05-20,in,bridging,8883745.949
2018-05-20,in,ch,180366129.184
2018-05-20,in,de,4244128
2018-05-20,in,fr,27514125.5
2018-05-20,in,gevd,8119327.988
2018-05-20,in,gl,3700283.936
2018-05-20,in,gr,18202827.116
2018-05-20,in,it,17014883
2018-05-20,in,lu,2765195.976
2018-05-20,in,ne,120628.544
2018-05-20,in,ownw,4078268.391
2018-05-20,in,sg,2112300.5324
2018-05-20,in,shzh,2787615.575
2018-05-20,in,so,26122405.289
2018-05-20,in,szzg,1582429.904
2018-05-20,in,tg,592343.596
2018-05-20,in,ti,11125393.702
2018-05-20,in,vs,18106068.67
2018-05-20,out,ag,9450600.08199999
2018-05-20,out,aiar,1070558.8318
2018-05-20,out,at,13221100
2018-05-20,out,beju,20906105.255
2018-05-20,out,blbs,7349875.9
2018-05-20,out,bridging,2605003.559
2018-05-20,out,ch,114416271.529
