time,direction,rnwy,route,value
2020-04-20,departure,32,O,2
2020-04-20,departure,34,N,0
2020-04-20,departure,34,O,3
2020-04-20,departure,all,total,19
2020-04-21,departure,10,A,9
2020-04-21,departure,10,B,4
2020-04-21,departure,10,C,7
2020-04-21,departure,10,D,0
2020-04-21,departure,16,E,0
2020-04-21,departure,16,F,1
2020-04-21,departure,16,G,0
2020-04-21,departure,28,I,0
2020-04-21,departure,28,K,2
2020-04-21,departure,28,L,0
2020-04-21,departure,32,N,1
2020-04-21,departure,32,O,0
2020-04-21,departure,34,N,0
2020-04-21,departure,34,O,2
2020-04-21,departure,all,total,26
2020-04-22,departure,10,A,2
2020-04-22,departure,10,B,1
2020-04-22,departure,10,C,5
2020-04-22,departure,10,D,2
2020-04-22,departure,16,E,0
2020-04-22,departure,16,F,1
2020-04-22,departure,16,G,0
2020-04-22,departure,28,I,5
2020-04-22,departure,28,K,5
2020-04-22,departure,28,L,0
2020-04-22,departure,32,N,0
2020-04-22,departure,32,O,0
2020-04-22,departure,34,N,1
2020-04-22,departure,34,O,0
2020-04-22,departure,all,total,22
2020-04-23,departure,10,A,0
2020-04-23,departure,10,B,0
2020-04-23,departure,10,C,0
2020-04-23,departure,10,D,0
2020-04-23,departure,16,E,0
2020-04-23,departure,16,F,0
2020-04-23,departure,16,G,0
2020-04-23,departure,28,I,12
2020-04-23,departure,28,K,11
2020-04-23,departure,28,L,0
2020-04-23,departure,32,N,1
2020-04-23,departure,32,O,1
2020-04-23,departure,34,N,0
2020-04-23,departure,34,O,6
2020-04-23,departure,all,total,31
2020-04-24,departure,10,A,0
2020-04-24,departure,10,B,0
2020-04-24,departure,10,C,0
2020-04-24,departure,10,D,0
2020-04-24,departure,16,E,0
2020-04-24,departure,16,F,0
2020-04-24,departure,16,G,0
2020-04-24,departure,28,I,8
2020-04-24,departure,28,K,6
2020-04-24,departure,28,L,0
2020-04-24,departure,32,N,7
2020-04-24,departure,32,O,10
2020-04-24,departure,34,N,1
2020-04-24,departure,34,O,3
2020-04-24,departure,all,total,35
2020-04-25,departure,10,A,0
2020-04-25,departure,10,B,0
2020-04-25,departure,10,C,0
2020-04-25,departure,10,D,0
2020-04-25,departure,16,E,0
2020-04-25,departure,16,F,2
2020-04-25,departure,16,G,0
2020-04-25,departure,28,I,10
2020-04-25,departure,28,K,5
2020-04-25,departure,28,L,0
2020-04-25,departure,32,N,1
2020-04-25,departure,32,O,1
2020-04-25,departure,34,N,1
2020-04-25,departure,34,O,2
2020-04-25,departure,all,total,22
2020-04-26,departure,10,A,0
2020-04-26,departure,10,B,0
2020-04-26,departure,10,C,0
2020-04-26,departure,10,D,0
2020-04-26,departure,16,E,0
2020-04-26,departure,16,F,3
2020-04-26,departure,16,G,0
2020-04-26,departure,28,I,9
2020-04-26,departure,28,K,7
2020-04-26,departure,28,L,0
2020-04-26,departure,32,N,1
2020-04-26,departure,32,O,0
2020-04-26,departure,34,N,2
2020-04-26,departure,34,O,4
2020-04-26,departure,all,total,26
2020-04-27,departure,10,A,0
2020-04-27,departure,10,B,0
2020-04-27,departure,10,C,0
2020-04-27,departure,10,D,0
2020-04-27,departure,16,E,0
2020-04-27,departure,16,F,0
2020-04-27,departure,16,G,0
2020-04-27,departure,28,I,9
2020-04-27,departure,28,K,5
2020-04-27,departure,28,L,0
2020-04-27,departure,32,N,3
2020-04-27,departure,32,O,1
2020-04-27,departure,34,N,2
2020-04-27,departure,34,O,5
2020-04-27,departure,all,total,25
2020-04-28,departure,10,A,0
2020-04-28,departure,10,B,0
2020-04-28,departure,10,C,0
2020-04-28,departure,10,D,0
2020-04-28,departure,16,E,0
2020-04-28,departure,16,F,3
2020-04-28,departure,16,G,0
2020-04-28,departure,28,I,10
2020-04-28,departure,28,K,9
2020-04-28,departure,28,L,0
2020-04-28,departure,32,N,0
2020-04-28,departure,32,O,0
2020-04-28,departure,34,N,0
2020-04-28,departure,34,O,2
2020-04-28,departure,all,total,24
2020-04-29,departure,10,A,0
2020-04-29,departure,10,B,0
2020-04-29,departure,10,C,0
2020-04-29,departure,10,D,0
2020-04-29,departure,16,E,1
2020-04-29,departure,16,F,0
2020-04-29,departure,16,G,0
2020-04-29,departure,28,I,4
2020-04-29,departure,28,K,5
2020-04-29,departure,28,L,0
2020-04-29,departure,32,N,6
2020-04-29,departure,32,O,7
2020-04-29,departure,34,N,1
2020-04-29,departure,34,O,4
2020-04-29,departure,all,total,28
2020-04-30,departure,10,A,0
2020-04-30,departure,10,B,0
2020-04-30,departure,10,C,0
2020-04-30,departure,10,D,0
2020-04-30,departure,16,E,2
2020-04-30,departure,16,F,1
2020-04-30,departure,16,G,0
2020-04-30,departure,28,I,7
2020-04-30,departure,28,K,6
2020-04-30,departure,28,L,0
2020-04-30,departure,32,N,1
2020-04-30,departure,32,O,2
2020-04-30,departure,34,N,0
2020-04-30,departure,34,O,4
2020-04-30,departure,all,total,23
2020-05-01,departure,10,A,0
2020-05-01,departure,10,B,0
2020-05-01,departure,10,C,0
2020-05-01,departure,10,D,0
2020-05-01,departure,16,E,0
2020-05-01,departure,16,F,0
2020-05-01,departure,16,G,0
2020-05-01,departure,28,I,6
2020-05-01,departure,28,K,2
2020-05-01,departure,28,L,0
2020-05-01,departure,32,N,8
2020-05-01,departure,32,O,6
2020-05-01,departure,34,N,1
2020-05-01,departure,34,O,7
2020-05-01,departure,all,total,30
2020-05-02,departure,10,A,0
2020-05-02,departure,10,B,0
2020-05-02,departure,10,C,0
2020-05-02,departure,10,D,0
2020-05-02,departure,16,E,0
2020-05-02,departure,16,F,2
2020-05-02,departure,16,G,0
2020-05-02,departure,28,I,5
2020-05-02,departure,28,K,3
2020-05-02,departure,28,L,0
2020-05-02,departure,32,N,3
2020-05-02,departure,32,O,4
2020-05-02,departure,34,N,2
2020-05-02,departure,34,O,3
2020-05-02,departure,all,total,22
2020-05-03,departure,10,A,0
2020-05-03,departure,10,B,0
2020-05-03,departure,10,C,0
2020-05-03,departure,10,D,0
2020-05-03,departure,16,E,0
2020-05-03,departure,16,F,1
2020-05-03,departure,16,G,0
2020-05-03,departure,28,I,11
2020-05-03,departure,28,K,10
2020-05-03,departure,28,L,0
2020-05-03,departure,32,N,1
2020-05-03,departure,32,O,1
2020-05-03,departure,34,N,2
2020-05-03,departure,34,O,8
2020-05-03,departure,all,total,34
2020-05-04,departure,10,A,0
2020-05-04,departure,10,B,0
2020-05-04,departure,10,C,0
2020-05-04,departure,10,D,0
2020-05-04,departure,16,E,0
2020-05-04,departure,16,F,2
2020-05-04,departure,16,G,0
2020-05-04,departure,28,I,8
2020-05-04,departure,28,K,11
2020-05-04,departure,28,L,0
2020-05-04,departure,32,N,5
2020-05-04,departure,32,O,3
2020-05-04,departure,34,N,1
2020-05-04,departure,34,O,2
2020-05-04,departure,all,total,32
2020-05-05,departure,10,A,0
2020-05-05,departure,10,B,0
2020-05-05,departure,10,C,0
2020-05-05,departure,10,D,0
2020-05-05,departure,16,E,0
2020-05-05,departure,16,F,0
2020-05-05,departure,16,G,0
2020-05-05,departure,28,I,11
2020-05-05,departure,28,K,6
2020-05-05,departure,28,L,0
2020-05-05,departure,32,N,0
2020-05-05,departure,32,O,0
2020-05-05,departure,34,N,0
2020-05-05,departure,34,O,0
2020-05-05,departure,all,total,17
2020-05-06,departure,10,A,0
2020-05-06,departure,10,B,0
2020-05-06,departure,10,C,0
2020-05-06,departure,10,D,0
2020-05-06,departure,16,E,1
2020-05-06,departure,16,F,1
2020-05-06,departure,16,G,0
2020-05-06,departure,28,I,10
2020-05-06,departure,28,K,9
2020-05-06,departure,28,L,0
2020-05-06,departure,32,N,1
2020-05-06,departure,32,O,0
2020-05-06,departure,34,N,2
2020-05-06,departure,34,O,3
2020-05-06,departure,all,total,27
2020-05-07,departure,10,A,0
2020-05-07,departure,10,B,0
2020-05-07,departure,10,C,0
2020-05-07,departure,10,D,0
2020-05-07,departure,16,E,1
2020-05-07,departure,16,F,2
2020-05-07,departure,16,G,0
2020-05-07,departure,28,I,11
2020-05-07,departure,28,K,19
2020-05-07,departure,28,L,0
2020-05-07,departure,32,N,2
2020-05-07,departure,32,O,0
2020-05-07,departure,34,N,0
2020-05-07,departure,34,O,1
2020-05-07,departure,all,total,36
2020-05-08,departure,10,A,0
2020-05-08,departure,10,B,0
2020-05-08,departure,10,C,0
2020-05-08,departure,10,D,0
2020-05-08,departure,16,E,0
2020-05-08,departure,16,F,0
2020-05-08,departure,16,G,0
2020-05-08,departure,28,I,15
2020-05-08,departure,28,K,19
2020-05-08,departure,28,L,0
2020-05-08,departure,32,N,0
2020-05-08,departure,32,O,1
2020-05-08,departure,34,N,4
2020-05-08,departure,34,O,4
2020-05-08,departure,all,total,43
2020-05-09,departure,10,A,0
2020-05-09,departure,10,B,0
2020-05-09,departure,10,C,0
2020-05-09,departure,10,D,0
2020-05-09,departure,16,E,1
2020-05-09,departure,16,F,1
2020-05-09,departure,16,G,0
2020-05-09,departure,28,I,9
2020-05-09,departure,28,K,12
2020-05-09,departure,28,L,0
2020-05-09,departure,32,N,1
2020-05-09,departure,32,O,5
2020-05-09,departure,34,N,2
2020-05-09,departure,34,O,3
2020-05-09,departure,all,total,34
2020-05-10,departure,10,A,0
2020-05-10,departure,10,B,0
2020-05-10,departure,10,C,0
2020-05-10,departure,10,D,0
2020-05-10,departure,16,E,0
2020-05-10,departure,16,F,0
2020-05-10,departure,16,G,1
2020-05-10,departure,28,I,12
2020-05-10,departure,28,K,8
2020-05-10,departure,28,L,0
2020-05-10,departure,32,N,3
2020-05-10,departure,32,O,3
2020-05-10,departure,34,N,1
2020-05-10,departure,34,O,5
2020-05-10,departure,all,total,33
2020-05-11,departure,10,A,0
2020-05-11,departure,10,B,0
2020-05-11,departure,10,C,0
2020-05-11,departure,10,D,0
2020-05-11,departure,16,E,0
2020-05-11,departure,16,F,0
2020-05-11,departure,16,G,0
2020-05-11,departure,28,I,5
2020-05-11,departure,28,K,8
2020-05-11,departure,28,L,0
2020-05-11,departure,32,N,6
2020-05-11,departure,32,O,6
2020-05-11,departure,34,N,3
2020-05-11,departure,34,O,7
2020-05-11,departure,all,total,35
2020-05-12,departure,10,A,8
2020-05-12,departure,10,B,1
2020-05-12,departure,10,C,14
2020-05-12,departure,10,D,0
2020-05-12,departure,16,E,0
2020-05-12,departure,16,F,0
2020-05-12,departure,16,G,0
2020-05-12,departure,28,I,0
2020-05-12,departure,28,K,2
2020-05-12,departure,28,L,0
2020-05-12,departure,32,N,0
2020-05-12,departure,32,O,0
2020-05-12,departure,34,N,1
2020-05-12,departure,34,O,4
2020-05-12,departure,all,total,30
2020-05-13,departure,10,A,0
2020-05-13,departure,10,B,0
2020-05-13,departure,10,C,0
2020-05-13,departure,10,D,0
2020-05-13,departure,16,E,0
2020-05-13,departure,16,F,1
2020-05-13,departure,16,G,1
2020-05-13,departure,28,I,14
2020-05-13,departure,28,K,12
2020-05-13,departure,28,L,0
2020-05-13,departure,32,N,2
2020-05-13,departure,32,O,0
2020-05-13,departure,34,N,3
2020-05-13,departure,34,O,2
2020-05-13,departure,all,total,35
2020-05-14,departure,10,A,13
2020-05-14,departure,10,B,3
2020-05-14,departure,10,C,14
2020-05-14,departure,10,D,0
2020-05-14,departure,16,E,2
2020-05-14,departure,16,F,0
2020-05-14,departure,16,G,0
2020-05-14,departure,28,I,0
2020-05-14,departure,28,K,1
2020-05-14,departure,28,L,0
2020-05-14,departure,32,N,1
2020-05-14,departure,32,O,3
2020-05-14,departure,34,N,3
2020-05-14,departure,34,O,4
2020-05-14,departure,all,total,44
2020-05-15,departure,10,A,0
2020-05-15,departure,10,B,0
2020-05-15,departure,10,C,1
2020-05-15,departure,10,D,0
2020-05-15,departure,16,E,1
2020-05-15,departure,16,F,0
2020-05-15,departure,16,G,0
2020-05-15,departure,28,I,19
2020-05-15,departure,28,K,14
2020-05-15,departure,28,L,0
2020-05-15,departure,32,N,0
2020-05-15,departure,32,O,0
2020-05-15,departure,34,N,4
2020-05-15,departure,34,O,5
2020-05-15,departure,all,total,44
2020-05-16,departure,10,A,0
2020-05-16,departure,10,B,0
2020-05-16,departure,10,C,0
2020-05-16,departure,10,D,0
2020-05-16,departure,16,E,3
2020-05-16,departure,16,F,1
2020-05-16,departure,16,G,0
2020-05-16,departure,28,I,11
2020-05-16,departure,28,K,11
2020-05-16,departure,28,L,0
2020-05-16,departure,32,N,1
2020-05-16,departure,32,O,2
2020-05-16,departure,34,N,2
2020-05-16,departure,34,O,3
2020-05-16,departure,all,total,34
2020-05-17,departure,10,A,0
2020-05-17,departure,10,B,0
2020-05-17,departure,10,C,0
2020-05-17,departure,10,D,0
2020-05-17,departure,16,E,2
2020-05-17,departure,16,F,3
2020-05-17,departure,16,G,1
2020-05-17,departure,28,I,10
2020-05-17,departure,28,K,13
2020-05-17,departure,28,L,0
2020-05-17,departure,32,N,1
2020-05-17,departure,32,O,1
2020-05-17,departure,34,N,3
2020-05-17,departure,34,O,6
2020-05-17,departure,all,total,40
2020-05-18,departure,10,A,0
2020-05-18,departure,10,B,0
2020-05-18,departure,10,C,0
2020-05-18,departure,10,D,0
2020-05-18,departure,16,E,0
2020-05-18,departure,16,F,1
2020-05-18,departure,16,G,0
2020-05-18,departure,28,I,7
2020-05-18,departure,28,K,18
2020-05-18,departure,28,L,0
2020-05-18,departure,32,N,1
2020-05-18,departure,32,O,2
2020-05-18,departure,34,N,2
2020-05-18,departure,34,O,3
2020-05-18,departure,all,total,34
