"date","value","topic","variable_short","variable_long","location","unit","source","update","public","description"
1970-08-01,1.8,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1970-09-01,-0.11,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1970-10-01,-1.83,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1970-11-01,12.3,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1970-12-01,23.24,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-01-01,17.5,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-02-01,13.26,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-03-01,17.17,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-04-01,6.08,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-05-01,13.22,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-06-01,2.41,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-07-01,-2.6,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-08-01,5.49,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-09-01,2.82,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-10-01,1.6,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-11-01,-10.41,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1971-12-01,-1.08,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-01-01,-4.33,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-02-01,12.73,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-03-01,15.54,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-04-01,22.36,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-05-01,12.62,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-06-01,23.81,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-07-01,18.42,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-08-01,19.04,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-09-01,28.02,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-10-01,19.18,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-11-01,23.8,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1972-12-01,20.75,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-01-01,20.04,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-02-01,10.01,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-03-01,11.68,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-04-01,-0.6,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-05-01,-4.37,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-06-01,0.91,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-07-01,0.74,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-08-01,11.81,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-09-01,12.32,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-10-01,12.65,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-11-01,20.15,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1973-12-01,9.51,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-01-01,-13.08,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-02-01,-2.58,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-03-01,-4.49,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-04-01,5.13,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-05-01,5.09,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-06-01,-5.78,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-07-01,1.44,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-08-01,-7.37,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-09-01,-13.13,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-10-01,-5.2,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-11-01,-12.92,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1974-12-01,-21.12,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-01-01,-9.56,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-02-01,-20.93,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-03-01,-25.22,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-04-01,-19.64,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-05-01,-9.39,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-06-01,-6.83,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-07-01,-3.2,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-08-01,-5.72,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-09-01,-7.53,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-10-01,-12.09,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-11-01,-1.49,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1975-12-01,8.74,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-01-01,-1.75,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-02-01,1.79,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-03-01,1.2,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-04-01,2.27,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-05-01,2.79,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-06-01,4.06,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-07-01,-4.5,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-08-01,-4.64,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-09-01,4.64,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-10-01,5.66,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-11-01,-8.82,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1976-12-01,-2.14,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-01-01,1.62,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-02-01,9.27,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-03-01,10.69,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-04-01,2.08,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-05-01,-3.44,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-06-01,7.86,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-07-01,4.13,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-08-01,11.04,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-09-01,7.63,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-10-01,3.28,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-11-01,8.05,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1977-12-01,8.83,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-01-01,1.42,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-02-01,-6.98,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-03-01,-4.97,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-04-01,-2.85,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-05-01,-4.86,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-06-01,-6.84,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-07-01,-2.7,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-08-01,-7.49,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-09-01,-16.03,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-10-01,-11.87,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-11-01,-12.4,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1978-12-01,2.72,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1979-01-01,0.79,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
1979-02-01,-2.74,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
